VDS_V W_m L_m VGS_V NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag
5.0 0.30e-6 0.70e-6 1.64 0.00163753 25.7012 18534.5 0.999868 0.00035438
5.0 0.30e-6 0.70e-6 1.645 0.00163786 25.7033 18543.4 0.999868 0.000354426
5.0 0.30e-6 0.70e-6 1.65 0.00163821 25.7054 18552.5 0.999868 0.000354471
5.0 0.30e-6 0.70e-6 1.655 0.00163856 25.7076 18561.6 0.999869 0.000354516
5.0 0.30e-6 0.70e-6 1.66 0.00163892 25.7097 18570.7 0.999869 0.000354561
5.0 0.30e-6 0.70e-6 1.665 0.0016393 25.7119 18580 0.999869 0.000354605
5.0 0.30e-6 0.70e-6 1.67 0.00163969 25.714 18589.2 0.999869 0.000354648
5.0 0.30e-6 0.70e-6 1.675 0.00164008 25.7162 18598.5 0.999869 0.000354691
5.0 0.30e-6 0.70e-6 1.68 0.00164049 25.7184 18607.9 0.999869 0.000354734
5.0 0.30e-6 0.70e-6 1.685 0.00164092 25.7206 18617.3 0.999869 0.000354776
5.0 0.30e-6 0.70e-6 1.69 0.00164135 25.7228 18626.8 0.999869 0.000354818
5.0 0.30e-6 0.70e-6 1.695 0.00164179 25.725 18636.3 0.999869 0.000354859
5.0 0.30e-6 0.70e-6 1.7 0.00164225 25.7272 18645.9 0.999869 0.0003549
5.0 0.30e-6 0.70e-6 1.705 0.00164271 25.7294 18655.6 0.999869 0.000354941
5.0 0.30e-6 0.70e-6 1.71 0.00164319 25.7317 18665.3 0.999869 0.000354981
5.0 0.30e-6 0.70e-6 1.715 0.00164368 25.734 18675 0.999869 0.00035502
5.0 0.30e-6 0.70e-6 1.72 0.00164418 25.7362 18684.8 0.999869 0.000355059
5.0 0.30e-6 0.70e-6 1.725 0.00164468 25.7385 18694.7 0.999869 0.000355098
5.0 0.30e-6 0.70e-6 1.73 0.0016452 25.7408 18704.6 0.999869 0.000355137
5.0 0.30e-6 0.70e-6 1.735 0.00164574 25.7431 18714.5 0.999869 0.000355175
5.0 0.30e-6 0.70e-6 1.74 0.00164628 25.7454 18724.5 0.999869 0.000355212
5.0 0.30e-6 0.70e-6 1.745 0.00164683 25.7478 18734.6 0.999869 0.000355249
5.0 0.30e-6 0.70e-6 1.75 0.00164739 25.7501 18744.7 0.999869 0.000355286
5.0 0.30e-6 0.70e-6 1.755 0.00164797 25.7524 18754.9 0.999869 0.000355322
5.0 0.30e-6 0.70e-6 1.76 0.00164855 25.7548 18765.1 0.999869 0.000355358
5.0 0.30e-6 0.70e-6 1.765 0.00164915 25.7572 18775.4 0.999869 0.000355393
5.0 0.30e-6 0.70e-6 1.77 0.00164975 25.7596 18785.7 0.999869 0.000355428
5.0 0.30e-6 0.70e-6 1.775 0.00165037 25.762 18796.1 0.999869 0.000355463
5.0 0.30e-6 0.70e-6 1.78 0.00165099 25.7644 18806.6 0.999869 0.000355497
5.0 0.30e-6 0.70e-6 1.785 0.00165163 25.7668 18817.1 0.999869 0.000355531
5.0 0.30e-6 0.70e-6 1.79 0.00165228 25.7692 18827.6 0.999869 0.000355564
5.0 0.30e-6 0.70e-6 1.795 0.00165293 25.7716 18838.2 0.999869 0.000355597
5.0 0.30e-6 0.70e-6 1.8 0.0016536 25.7741 18848.9 0.999869 0.00035563
5.0 0.30e-6 0.70e-6 1.805 0.00165428 25.7766 18859.6 0.999869 0.000355662
5.0 0.30e-6 0.70e-6 1.81 0.00165497 25.779 18870.3 0.999869 0.000355694
5.0 0.30e-6 0.70e-6 1.815 0.00165567 25.7815 18881.1 0.999869 0.000355725
5.0 0.30e-6 0.70e-6 1.82 0.00165638 25.784 18892 0.999869 0.000355756
5.0 0.30e-6 0.70e-6 1.825 0.0016571 25.7865 18902.9 0.999869 0.000355787
5.0 0.30e-6 0.70e-6 1.83 0.00165783 25.789 18913.9 0.99987 0.000355817
5.0 0.30e-6 0.70e-6 1.835 0.00165856 25.7915 18924.9 0.99987 0.000355847
5.0 0.30e-6 0.70e-6 1.84 0.00165931 25.7941 18936 0.99987 0.000355876
5.0 0.30e-6 0.70e-6 1.845 0.00166007 25.7966 18947.1 0.99987 0.000355906
5.0 0.30e-6 0.70e-6 1.85 0.00166084 25.7992 18958.3 0.99987 0.000355934
5.0 0.30e-6 0.70e-6 1.855 0.00166162 25.8017 18969.6 0.99987 0.000355962
5.0 0.30e-6 0.70e-6 1.86 0.00166241 25.8043 18980.8 0.99987 0.00035599
5.0 0.30e-6 0.70e-6 1.865 0.00166321 25.8069 18992.2 0.99987 0.000356018
5.0 0.30e-6 0.70e-6 1.87 0.00166402 25.8095 19003.6 0.99987 0.000356045
5.0 0.30e-6 0.70e-6 1.875 0.00166485 25.8121 19015 0.99987 0.000356071
5.0 0.30e-6 0.70e-6 1.88 0.00166568 25.8147 19026.5 0.99987 0.000356098
5.0 0.30e-6 0.70e-6 1.885 0.00166652 25.8174 19038.1 0.99987 0.000356124
5.0 0.30e-6 0.70e-6 1.89 0.00166737 25.82 19049.7 0.99987 0.000356149
5.0 0.30e-6 0.70e-6 1.895 0.00166823 25.8227 19061.4 0.99987 0.000356174
5.0 0.30e-6 0.70e-6 1.9 0.0016691 25.8253 19073.1 0.99987 0.000356199
5.0 0.30e-6 0.70e-6 1.905 0.00166998 25.828 19084.8 0.99987 0.000356223
5.0 0.30e-6 0.70e-6 1.91 0.00167087 25.8307 19096.7 0.99987 0.000356247
5.0 0.30e-6 0.70e-6 1.915 0.00167177 25.8334 19108.5 0.99987 0.000356271
5.0 0.30e-6 0.70e-6 1.92 0.00167268 25.8361 19120.5 0.999871 0.000356294
5.0 0.30e-6 0.70e-6 1.925 0.0016736 25.8388 19132.5 0.999871 0.000356317
5.0 0.30e-6 0.70e-6 1.93 0.00167452 25.8415 19144.5 0.999871 0.000356339
5.0 0.30e-6 0.70e-6 1.935 0.00167546 25.8442 19156.6 0.999871 0.000356361
5.0 0.30e-6 0.70e-6 1.94 0.00167641 25.847 19168.7 0.999871 0.000356382
5.0 0.30e-6 0.70e-6 1.945 0.00167737 25.8497 19180.9 0.999871 0.000356404
5.0 0.30e-6 0.70e-6 1.95 0.00167834 25.8525 19193.2 0.999871 0.000356424
5.0 0.30e-6 0.70e-6 1.955 0.00167932 25.8553 19205.5 0.999871 0.000356445
5.0 0.30e-6 0.70e-6 1.96 0.00168031 25.8581 19217.9 0.999871 0.000356465
5.0 0.30e-6 0.70e-6 1.965 0.00168131 25.8609 19230.3 0.999871 0.000356484
5.0 0.30e-6 0.70e-6 1.97 0.00168231 25.8637 19242.8 0.999871 0.000356503
5.0 0.30e-6 0.70e-6 1.975 0.00168333 25.8665 19255.3 0.999871 0.000356522
5.0 0.30e-6 0.70e-6 1.98 0.00168436 25.8693 19267.9 0.999871 0.000356541
5.0 0.30e-6 0.70e-6 1.985 0.0016854 25.8722 19280.5 0.999871 0.000356558
5.0 0.30e-6 0.70e-6 1.99 0.00168645 25.875 19293.2 0.999871 0.000356576
5.0 0.30e-6 0.70e-6 1.995 0.0016875 25.8779 19305.9 0.999872 0.000356593
5.0 0.30e-6 0.70e-6 2 0.00168857 25.8808 19318.8 0.999872 0.00035661
5.0 0.30e-6 0.70e-6 2.005 0.00168965 25.8836 19331.6 0.999872 0.000356626
5.0 0.30e-6 0.70e-6 2.01 0.00169073 25.8865 19344.5 0.999872 0.000356642
5.0 0.30e-6 0.70e-6 2.015 0.00169183 25.8894 19357.5 0.999872 0.000356657
5.0 0.30e-6 0.70e-6 2.02 0.00169293 25.8924 19370.5 0.999872 0.000356672
5.0 0.30e-6 0.70e-6 2.025 0.00169405 25.8953 19383.6 0.999872 0.000356687
5.0 0.30e-6 0.70e-6 2.03 0.00169517 25.8982 19396.8 0.999872 0.000356701
5.0 0.30e-6 0.70e-6 2.035 0.00169631 25.9012 19410 0.999872 0.000356715
5.0 0.30e-6 0.70e-6 2.04 0.00169745 25.9041 19423.3 0.999872 0.000356728
5.0 0.30e-6 0.70e-6 2.045 0.00169861 25.9071 19436.6 0.999872 0.000356741
5.0 0.30e-6 0.70e-6 2.05 0.00169977 25.9101 19450 0.999872 0.000356754
5.0 0.30e-6 0.70e-6 2.055 0.00170095 25.9131 19463.4 0.999873 0.000356766
5.0 0.30e-6 0.70e-6 2.06 0.00170213 25.9161 19476.9 0.999873 0.000356777
5.0 0.30e-6 0.70e-6 2.065 0.00170332 25.9191 19490.4 0.999873 0.000356788
5.0 0.30e-6 0.70e-6 2.07 0.00170453 25.9221 19504.1 0.999873 0.000356799
5.0 0.30e-6 0.70e-6 2.075 0.00170574 25.9252 19517.7 0.999873 0.000356809
5.0 0.30e-6 0.70e-6 2.08 0.00170696 25.9282 19531.5 0.999873 0.000356819
5.0 0.30e-6 0.70e-6 2.085 0.00170819 25.9313 19545.3 0.999873 0.000356829
5.0 0.30e-6 0.70e-6 2.09 0.00170944 25.9343 19559.1 0.999873 0.000356837
5.0 0.30e-6 0.70e-6 2.095 0.00171069 25.9374 19573 0.999873 0.000356846
5.0 0.30e-6 0.70e-6 2.1 0.00171195 25.9405 19587 0.999873 0.000356854
5.0 0.30e-6 0.70e-6 2.105 0.00171322 25.9436 19601.1 0.999873 0.000356861
5.0 0.30e-6 0.70e-6 2.11 0.0017145 25.9467 19615.2 0.999873 0.000356868
5.0 0.30e-6 0.70e-6 2.115 0.00171579 25.9499 19629.4 0.999874 0.000356875
5.0 0.30e-6 0.70e-6 2.12 0.00171709 25.953 19643.6 0.999874 0.000356881
5.0 0.30e-6 0.70e-6 2.125 0.0017184 25.9562 19657.9 0.999874 0.000356886
5.0 0.30e-6 0.70e-6 2.13 0.00171972 25.9593 19672.3 0.999874 0.000356891
5.0 0.30e-6 0.70e-6 2.135 0.00172105 25.9625 19686.7 0.999874 0.000356896
5.0 0.30e-6 0.70e-6 2.14 0.00172238 25.9657 19701.2 0.999874 0.0003569
5.0 0.30e-6 0.70e-6 2.145 0.00172373 25.9689 19715.7 0.999874 0.000356903
5.0 0.30e-6 0.70e-6 2.15 0.00172509 25.9721 19730.4 0.999874 0.000356906
5.0 0.30e-6 0.70e-6 2.155 0.00172646 25.9753 19745.1 0.999874 0.000356909
5.0 0.30e-6 0.70e-6 2.16 0.00172783 25.9786 19759.8 0.999874 0.000356911
5.0 0.30e-6 0.70e-6 2.165 0.00172922 25.9818 19774.7 0.999875 0.000356912
5.0 0.30e-6 0.70e-6 2.17 0.00173062 25.9851 19789.6 0.999875 0.000356913
5.0 0.30e-6 0.70e-6 2.175 0.00173202 25.9884 19804.5 0.999875 0.000356913
5.0 0.30e-6 0.70e-6 2.18 0.00173344 25.9917 19819.6 0.999875 0.000356913
5.0 0.30e-6 0.70e-6 2.185 0.00173486 25.995 19834.7 0.999875 0.000356912
5.0 0.30e-6 0.70e-6 2.19 0.0017363 25.9983 19849.9 0.999875 0.000356911
5.0 0.30e-6 0.70e-6 2.195 0.00173774 26.0016 19865.1 0.999875 0.000356909
5.0 0.30e-6 0.70e-6 2.2 0.0017392 26.0049 19880.5 0.999875 0.000356907
5.0 0.30e-6 0.70e-6 2.205 0.00174066 26.0083 19895.9 0.999875 0.000356904
5.0 0.30e-6 0.70e-6 2.21 0.00174213 26.0117 19911.4 0.999875 0.0003569
5.0 0.30e-6 0.70e-6 2.215 0.00174362 26.0151 19926.9 0.999876 0.000356896
5.0 0.30e-6 0.70e-6 2.22 0.00174511 26.0185 19942.6 0.999876 0.000356891
5.0 0.30e-6 0.70e-6 2.225 0.00174661 26.0219 19958.3 0.999876 0.000356885
5.0 0.30e-6 0.70e-6 2.23 0.00174812 26.0253 19974.1 0.999876 0.000356879
5.0 0.30e-6 0.70e-6 2.235 0.00174964 26.0287 19990 0.999876 0.000356872
5.0 0.30e-6 0.70e-6 2.24 0.00175117 26.0322 20005.9 0.999876 0.000356865
5.0 0.30e-6 0.70e-6 2.245 0.00175271 26.0357 20022 0.999876 0.000356857
5.0 0.30e-6 0.70e-6 2.25 0.00175426 26.0392 20038.1 0.999876 0.000356848
5.0 0.30e-6 0.70e-6 2.255 0.00175582 26.0427 20054.3 0.999876 0.000356839
5.0 0.30e-6 0.70e-6 2.26 0.00175739 26.0462 20070.6 0.999877 0.000356829
5.0 0.30e-6 0.70e-6 2.265 0.00175896 26.0497 20086.9 0.999877 0.000356818
5.0 0.30e-6 0.70e-6 2.27 0.00176055 26.0533 20103.4 0.999877 0.000356807
5.0 0.30e-6 0.70e-6 2.275 0.00176215 26.0568 20120 0.999877 0.000356794
5.0 0.30e-6 0.70e-6 2.28 0.00176375 26.0604 20136.6 0.999877 0.000356781
5.0 0.30e-6 0.70e-6 2.285 0.00176537 26.064 20153.3 0.999877 0.000356768
5.0 0.30e-6 0.70e-6 2.29 0.00176699 26.0676 20170.2 0.999877 0.000356753
5.0 0.30e-6 0.70e-6 2.295 0.00176863 26.0713 20187.1 0.999877 0.000356738
5.0 0.30e-6 0.70e-6 2.3 0.00177027 26.0749 20204.1 0.999877 0.000356722
5.0 0.30e-6 0.70e-6 2.305 0.00177192 26.0786 20221.2 0.999878 0.000356706
5.0 0.30e-6 0.70e-6 2.31 0.00177359 26.0823 20238.4 0.999878 0.000356688
5.0 0.30e-6 0.70e-6 2.315 0.00177526 26.086 20255.7 0.999878 0.00035667
5.0 0.30e-6 0.70e-6 2.32 0.00177694 26.0897 20273.2 0.999878 0.00035665
5.0 0.30e-6 0.70e-6 2.325 0.00177863 26.0934 20290.7 0.999878 0.00035663
5.0 0.30e-6 0.70e-6 2.33 0.00178033 26.0972 20308.3 0.999878 0.00035661
5.0 0.30e-6 0.70e-6 2.335 0.00178203 26.101 20326 0.999878 0.000356588
5.0 0.30e-6 0.70e-6 2.34 0.00178375 26.1048 20343.9 0.999878 0.000356565
5.0 0.30e-6 0.70e-6 2.345 0.00178548 26.1086 20361.8 0.999879 0.000356542
5.0 0.30e-6 0.70e-6 2.35 0.00178721 26.1124 20379.9 0.999879 0.000356517
5.0 0.30e-6 0.70e-6 2.355 0.00178896 26.1163 20398.1 0.999879 0.000356492
5.0 0.30e-6 0.70e-6 2.36 0.00179071 26.1202 20416.4 0.999879 0.000356465
5.0 0.30e-6 0.70e-6 2.365 0.00179247 26.1241 20434.8 0.999879 0.000356438
5.0 0.30e-6 0.70e-6 2.37 0.00179424 26.128 20453.3 0.999879 0.00035641
5.0 0.30e-6 0.70e-6 2.375 0.00179602 26.132 20472 0.999879 0.00035638
5.0 0.30e-6 0.70e-6 2.38 0.00179781 26.1359 20490.7 0.999879 0.00035635
5.0 0.30e-6 0.70e-6 2.385 0.00179961 26.1399 20509.6 0.99988 0.000356318
5.0 0.30e-6 0.70e-6 2.39 0.00180142 26.144 20528.7 0.99988 0.000356286
5.0 0.30e-6 0.70e-6 2.395 0.00180323 26.148 20547.9 0.99988 0.000356252
5.0 0.30e-6 0.70e-6 2.4 0.00180505 26.1521 20567.2 0.99988 0.000356217
5.0 0.30e-6 0.70e-6 2.405 0.00180689 26.1562 20586.6 0.99988 0.000356181
5.0 0.30e-6 0.70e-6 2.41 0.00180873 26.1603 20606.2 0.99988 0.000356144
5.0 0.30e-6 0.70e-6 2.415 0.00181058 26.1644 20625.9 0.99988 0.000356106
5.0 0.30e-6 0.70e-6 2.42 0.00181243 26.1686 20645.8 0.99988 0.000356066
5.0 0.30e-6 0.70e-6 2.425 0.0018143 26.1728 20665.9 0.999881 0.000356025
5.0 0.30e-6 0.70e-6 2.43 0.00181617 26.177 20686 0.999881 0.000355983
5.0 0.30e-6 0.70e-6 2.435 0.00181805 26.1813 20706.4 0.999881 0.00035594
5.0 0.30e-6 0.70e-6 2.44 0.00181994 26.1856 20726.9 0.999881 0.000355895
5.0 0.30e-6 0.70e-6 2.445 0.00182184 26.1899 20747.6 0.999881 0.000355849
5.0 0.30e-6 0.70e-6 2.45 0.00182375 26.1943 20768.4 0.999881 0.000355801
5.0 0.30e-6 0.70e-6 2.455 0.00182566 26.1986 20789.4 0.999881 0.000355752
5.0 0.30e-6 0.70e-6 2.46 0.00182758 26.2031 20810.6 0.999882 0.000355702
5.0 0.30e-6 0.70e-6 2.465 0.00182951 26.2075 20832 0.999882 0.00035565
5.0 0.30e-6 0.70e-6 2.47 0.00183145 26.212 20853.5 0.999882 0.000355596
5.0 0.30e-6 0.70e-6 2.475 0.00183339 26.2165 20875.3 0.999882 0.000355541
5.0 0.30e-6 0.70e-6 2.48 0.00183534 26.2211 20897.2 0.999882 0.000355484
5.0 0.30e-6 0.70e-6 2.485 0.0018373 26.2256 20919.3 0.999882 0.000355426
5.0 0.30e-6 0.70e-6 2.49 0.00183927 26.2303 20941.7 0.999882 0.000355366
5.0 0.30e-6 0.70e-6 2.495 0.00184124 26.2349 20964.2 0.999883 0.000355304
5.0 0.30e-6 0.70e-6 2.5 0.00184322 26.2396 20987 0.999883 0.00035524
5.0 0.30e-6 1.00e-6 0.5 0.0745197 42.6558 921575 0.999998 -9.70968E-05
5.0 0.30e-6 1.00e-6 0.505 0.070549 42.4026 869379 0.999998 -9.31627E-05
5.0 0.30e-6 1.00e-6 0.51 0.0667104 42.147 819670 0.999998 -8.89289E-05
5.0 0.30e-6 1.00e-6 0.515 0.0630123 41.889 772395 0.999998 -8.43771E-05
5.0 0.30e-6 1.00e-6 0.52 0.059462 41.6289 727493 0.999998 -7.94883E-05
5.0 0.30e-6 1.00e-6 0.525 0.0560652 41.3669 684898 0.999998 -7.42434E-05
5.0 0.30e-6 1.00e-6 0.53 0.0528265 41.1031 644539 0.999998 -6.86232E-05
5.0 0.30e-6 1.00e-6 0.535 0.0497486 40.8378 606343 0.999998 -6.26085E-05
5.0 0.30e-6 1.00e-6 0.54 0.0468329 40.5712 570233 0.999998 -5.61806E-05
5.0 0.30e-6 1.00e-6 0.545 0.0440793 40.3034 536128 0.999998 -4.93213E-05
5.0 0.30e-6 1.00e-6 0.55 0.0414862 40.0346 503949 0.999997 -4.20132E-05
5.0 0.30e-6 1.00e-6 0.555 0.0390509 39.765 473613 0.999997 -3.424E-05
5.0 0.30e-6 1.00e-6 0.56 0.0367695 39.4947 445038 0.999997 -2.59869E-05
5.0 0.30e-6 1.00e-6 0.565 0.0346369 39.224 418141 0.999997 -1.7241E-05
5.0 0.30e-6 1.00e-6 0.57 0.0326476 38.953 392843 0.999997 -7.99163E-06
5.0 0.30e-6 1.00e-6 0.575 0.030795 38.6819 369063 0.999996 1.76945E-06
5.0 0.30e-6 1.00e-6 0.58 0.0290726 38.4107 346723 0.999996 1.20474E-05
5.0 0.30e-6 1.00e-6 0.585 0.027473 38.1398 325748 0.999996 2.28439E-05
5.0 0.30e-6 1.00e-6 0.59 0.0259891 37.8691 306065 0.999995 3.4157E-05
5.0 0.30e-6 1.00e-6 0.595 0.0246136 37.599 287602 0.999995 4.59807E-05
5.0 0.30e-6 1.00e-6 0.6 0.0233391 37.3294 270293 0.999995 5.83044E-05
5.0 0.30e-6 1.00e-6 0.605 0.0221587 37.0607 254071 0.999994 7.11131E-05
5.0 0.30e-6 1.00e-6 0.61 0.0210654 36.7929 238876 0.999994 8.43867E-05
5.0 0.30e-6 1.00e-6 0.615 0.0200526 36.5263 224648 0.999993 9.81005E-05
5.0 0.30e-6 1.00e-6 0.62 0.0191142 36.2609 211331 0.999993 0.000112225
5.0 0.30e-6 1.00e-6 0.625 0.0182442 35.9971 198873 0.999992 0.000126724
5.0 0.30e-6 1.00e-6 0.63 0.0174371 35.735 187222 0.999992 0.000141561
5.0 0.30e-6 1.00e-6 0.635 0.0166876 35.4748 176332 0.999991 0.000156691
5.0 0.30e-6 1.00e-6 0.64 0.0159911 35.2168 166157 0.99999 0.000172066
5.0 0.30e-6 1.00e-6 0.645 0.015343 34.9611 156655 0.999989 0.000187638
5.0 0.30e-6 1.00e-6 0.65 0.0147393 34.7081 147786 0.999989 0.000203352
5.0 0.30e-6 1.00e-6 0.655 0.0141762 34.4579 139511 0.999988 0.000219154
5.0 0.30e-6 1.00e-6 0.66 0.0136504 34.2109 131795 0.999987 0.000234988
5.0 0.30e-6 1.00e-6 0.665 0.0131587 33.9673 124604 0.999986 0.000250797
5.0 0.30e-6 1.00e-6 0.67 0.0126984 33.7274 117906 0.999985 0.000266526
5.0 0.30e-6 1.00e-6 0.675 0.0122669 33.4915 111669 0.999984 0.00028212
5.0 0.30e-6 1.00e-6 0.68 0.0118619 33.2598 105866 0.999983 0.000297528
5.0 0.30e-6 1.00e-6 0.685 0.0114813 33.0327 100468 0.999982 0.000312699
5.0 0.30e-6 1.00e-6 0.69 0.0111232 32.8103 95450.9 0.999981 0.000327587
5.0 0.30e-6 1.00e-6 0.695 0.0107861 32.5929 90788.5 0.99998 0.000342149
5.0 0.30e-6 1.00e-6 0.7 0.0104683 32.3808 86458 0.999979 0.000356349
5.0 0.30e-6 1.00e-6 0.705 0.0101684 32.1741 82437.4 0.999978 0.000370152
5.0 0.30e-6 1.00e-6 0.71 0.0098854 31.973 78705.8 0.999977 0.000383529
5.0 0.30e-6 1.00e-6 0.715 0.009618 31.7778 75243.5 0.999976 0.000396456
5.0 0.30e-6 1.00e-6 0.72 0.00936523 31.5885 72031.8 0.999975 0.000408916
5.0 0.30e-6 1.00e-6 0.725 0.00912616 31.4052 69053.3 0.999973 0.000420892
5.0 0.30e-6 1.00e-6 0.73 0.00889995 31.228 66291.5 0.999972 0.000432375
5.0 0.30e-6 1.00e-6 0.735 0.00868583 31.0571 63730.8 0.999971 0.000443361
5.0 0.30e-6 1.00e-6 0.74 0.00848309 30.8923 61356.8 0.99997 0.000453846
5.0 0.30e-6 1.00e-6 0.745 0.00829106 30.7338 59155.8 0.999969 0.000463832
5.0 0.30e-6 1.00e-6 0.75 0.00810913 30.5815 57115.2 0.999967 0.000473326
5.0 0.30e-6 1.00e-6 0.755 0.00793674 30.4353 55223 0.999966 0.000482334
5.0 0.30e-6 1.00e-6 0.76 0.00777335 30.2952 53468.1 0.999965 0.000490867
5.0 0.30e-6 1.00e-6 0.765 0.00761845 30.161 51840.4 0.999964 0.000498937
5.0 0.30e-6 1.00e-6 0.77 0.00747159 30.0327 50330.1 0.999963 0.000506559
5.0 0.30e-6 1.00e-6 0.775 0.0073323 29.9102 48928.4 0.999962 0.000513748
5.0 0.30e-6 1.00e-6 0.78 0.00720019 29.7932 47627.1 0.999961 0.00052052
5.0 0.30e-6 1.00e-6 0.785 0.00707485 29.6817 46418.5 0.99996 0.000526893
5.0 0.30e-6 1.00e-6 0.79 0.0069559 29.5755 45295.4 0.999959 0.000532884
5.0 0.30e-6 1.00e-6 0.795 0.006843 29.4743 44251.4 0.999957 0.000538512
5.0 0.30e-6 1.00e-6 0.8 0.0067358 29.378 43280.4 0.999956 0.000543795
5.0 0.30e-6 1.00e-6 0.805 0.00663399 29.2865 42376.7 0.999955 0.00054875
5.0 0.30e-6 1.00e-6 0.81 0.00653727 29.1995 41535.2 0.999954 0.000553396
5.0 0.30e-6 1.00e-6 0.815 0.00644534 29.1168 40751.1 0.999954 0.000557749
5.0 0.30e-6 1.00e-6 0.82 0.00635794 29.0383 40019.9 0.999953 0.000561828
5.0 0.30e-6 1.00e-6 0.825 0.00627482 28.9637 39337.7 0.999952 0.000565647
5.0 0.30e-6 1.00e-6 0.83 0.00619572 28.8929 38700.5 0.999951 0.000569224
5.0 0.30e-6 1.00e-6 0.835 0.00612043 28.8256 38105 0.99995 0.000572573
5.0 0.30e-6 1.00e-6 0.84 0.00604871 28.7617 37547.8 0.999949 0.000575708
5.0 0.30e-6 1.00e-6 0.845 0.00598037 28.701 37026.2 0.999948 0.000578644
5.0 0.30e-6 1.00e-6 0.85 0.00591522 28.6434 36537.3 0.999948 0.000581394
5.0 0.30e-6 1.00e-6 0.855 0.00585307 28.5886 36078.5 0.999947 0.00058397
5.0 0.30e-6 1.00e-6 0.86 0.00579375 28.5365 35647.7 0.999946 0.000586384
5.0 0.30e-6 1.00e-6 0.865 0.0057371 28.4869 35242.5 0.999945 0.000588646
5.0 0.30e-6 1.00e-6 0.87 0.00568297 28.4397 34861.2 0.999945 0.000590768
5.0 0.30e-6 1.00e-6 0.875 0.00563121 28.3948 34501.7 0.999944 0.000592759
5.0 0.30e-6 1.00e-6 0.88 0.00558169 28.3519 34162.5 0.999943 0.000594628
5.0 0.30e-6 1.00e-6 0.885 0.00553428 28.311 33842 0.999943 0.000596384
5.0 0.30e-6 1.00e-6 0.89 0.00548887 28.272 33538.7 0.999942 0.000598034
5.0 0.30e-6 1.00e-6 0.895 0.00544534 28.2347 33251.3 0.999942 0.000599586
5.0 0.30e-6 1.00e-6 0.9 0.00540359 28.199 32978.7 0.999941 0.000601048
5.0 0.30e-6 1.00e-6 0.905 0.00536352 28.1648 32719.7 0.99994 0.000602425
5.0 0.30e-6 1.00e-6 0.91 0.00532504 28.132 32473.2 0.99994 0.000603723
5.0 0.30e-6 1.00e-6 0.915 0.00528806 28.1005 32238.4 0.999939 0.000604949
5.0 0.30e-6 1.00e-6 0.92 0.0052525 28.0703 32014.2 0.999939 0.000606107
5.0 0.30e-6 1.00e-6 0.925 0.00521829 28.0411 31800 0.999938 0.000607203
5.0 0.30e-6 1.00e-6 0.93 0.00518536 28.0131 31595 0.999938 0.000608239
5.0 0.30e-6 1.00e-6 0.935 0.00515363 27.986 31398.5 0.999937 0.000609222
5.0 0.30e-6 1.00e-6 0.94 0.00512306 27.9599 31209.9 0.999937 0.000610154
5.0 0.30e-6 1.00e-6 0.945 0.00509358 27.9346 31028.6 0.999937 0.00061104
5.0 0.30e-6 1.00e-6 0.95 0.00506513 27.9102 30854 0.999936 0.000611882
5.0 0.30e-6 1.00e-6 0.955 0.00503767 27.8865 30685.7 0.999936 0.000612684
5.0 0.30e-6 1.00e-6 0.96 0.00501115 27.8634 30523.2 0.999935 0.000613447
5.0 0.30e-6 1.00e-6 0.965 0.00498552 27.8411 30366.2 0.999935 0.000614176
5.0 0.30e-6 1.00e-6 0.97 0.00496074 27.8193 30214.2 0.999935 0.000614873
5.0 0.30e-6 1.00e-6 0.975 0.00493677 27.7981 30066.8 0.999934 0.000615539
5.0 0.30e-6 1.00e-6 0.98 0.00491358 27.7775 29923.9 0.999934 0.000616176
5.0 0.30e-6 1.00e-6 0.985 0.00489114 27.7573 29785 0.999933 0.000616787
5.0 0.30e-6 1.00e-6 0.99 0.0048694 27.7376 29650 0.999933 0.000617374
5.0 0.30e-6 1.00e-6 0.995 0.00484834 27.7183 29518.5 0.999933 0.000617938
5.0 0.30e-6 1.00e-6 1 0.00482794 27.6994 29390.4 0.999932 0.00061848
5.0 0.30e-6 1.00e-6 1.005 0.00480815 27.681 29265.4 0.999932 0.000619002
5.0 0.30e-6 1.00e-6 1.01 0.00478897 27.6628 29143.3 0.999932 0.000619505
5.0 0.30e-6 1.00e-6 1.015 0.00477036 27.6451 29024 0.999931 0.000619991
5.0 0.30e-6 1.00e-6 1.02 0.00475231 27.6276 28907.4 0.999931 0.00062046
5.0 0.30e-6 1.00e-6 1.025 0.00473478 27.6104 28793.2 0.999931 0.000620914
5.0 0.30e-6 1.00e-6 1.03 0.00471778 27.5936 28681.4 0.999931 0.000621353
5.0 0.30e-6 1.00e-6 1.035 0.00470126 27.577 28571.8 0.99993 0.000621779
5.0 0.30e-6 1.00e-6 1.04 0.00468522 27.5606 28464.3 0.99993 0.000622192
5.0 0.30e-6 1.00e-6 1.045 0.00466964 27.5445 28358.8 0.99993 0.000622593
5.0 0.30e-6 1.00e-6 1.05 0.00465451 27.5287 28255.3 0.999929 0.000622983
5.0 0.30e-6 1.00e-6 1.055 0.0046398 27.513 28153.5 0.999929 0.000623361
5.0 0.30e-6 1.00e-6 1.06 0.00462551 27.4976 28053.6 0.999929 0.00062373
5.0 0.30e-6 1.00e-6 1.065 0.00461163 27.4824 27955.3 0.999929 0.000624089
