N_W_m N_L_m P_W_m P_L_m VCM ID_A JD_N_mA_per_um JD_P_mA_per_um VOUT_DC
5e-6 0.28e-6 0.66e-6 0.28e-6 0.65 9.01342E-06 0.00180268 0.0136567 0.980537
5e-6 0.28e-6 0.66e-6 0.28e-6 0.70 8.32717E-06 0.00166543 0.0126169 0.0688384
5e-6 0.28e-6 0.66e-6 0.28e-6 0.75 6.69077E-06 0.00133815 0.0101375 0.0271207
5e-6 0.28e-6 0.66e-6 0.28e-6 0.80 5.18232E-06 0.00103646 0.00785199 0.0140854
5e-6 0.28e-6 0.66e-6 0.28e-6 0.85 3.83912E-06 0.000767824 0.00581685 0.00784892
5e-6 0.28e-6 0.66e-6 0.28e-6 0.90 2.68226E-06 0.000536452 0.00406403 0.00440789
5e-6 0.28e-6 0.66e-6 0.28e-6 0.95 1.73249E-06 0.000346498 0.00262498 0.00239088
5e-6 0.28e-6 0.66e-6 0.28e-6 1.00 1.00841E-06 0.000201682 0.00152789 0.00120526
5e-6 0.28e-6 0.66e-6 0.28e-6 1.05 5.1472E-07 0.000102944 0.000779878 0.000545052
5e-6 0.28e-6 0.66e-6 0.28e-6 1.10 2.26555E-07 4.53111E-05 0.000343266 0.000216255
5e-6 0.28e-6 0.66e-6 0.28e-6 1.15 8.68711E-08 1.73742E-05 0.000131623 7.57588E-05
5e-6 0.28e-6 0.66e-6 0.36e-6 0.55 2.34746E-06 0.000469493 0.00355676 1.72078
5e-6 0.28e-6 0.66e-6 0.36e-6 0.60 5.36098E-06 0.0010722 0.00812269 1.53299
5e-6 0.28e-6 0.66e-6 0.36e-6 0.65 5.91736E-06 0.00118347 0.0089657 0.285336
5e-6 0.28e-6 0.66e-6 0.36e-6 0.70 4.79128E-06 0.000958256 0.00725951 0.0320111
5e-6 0.28e-6 0.66e-6 0.36e-6 0.75 3.69402E-06 0.000738805 0.005597 0.014193
5e-6 0.28e-6 0.66e-6 0.36e-6 0.80 2.72456E-06 0.000544912 0.00412812 0.00724103
5e-6 0.28e-6 0.66e-6 0.36e-6 0.85 1.89591E-06 0.000379181 0.00287258 0.00383376
5e-6 0.28e-6 0.66e-6 0.36e-6 0.90 1.22026E-06 0.000244052 0.00184888 0.00199391
5e-6 0.28e-6 0.66e-6 0.36e-6 0.95 7.07893E-07 0.000141579 0.00107256 0.000974015
5e-6 0.28e-6 0.66e-6 0.36e-6 1.00 3.59987E-07 7.19974E-05 0.000545435 0.000429629
5e-6 0.28e-6 0.66e-6 0.36e-6 1.05 1.57656E-07 3.15311E-05 0.000238872 0.000166837
5e-6 0.28e-6 0.66e-6 0.36e-6 1.10 6.00304E-08 1.20061E-05 9.09551E-05 5.72865E-05
5e-6 0.28e-6 0.66e-6 0.36e-6 1.15 2.05792E-08 4.11583E-06 3.11805E-05 1.79452E-05
5e-6 0.28e-6 0.66e-6 0.50e-6 0.55 2.28745E-06 0.000457491 0.00346584 1.68141
5e-6 0.28e-6 0.66e-6 0.50e-6 0.60 4.20335E-06 0.000840671 0.00636872 1.12903
5e-6 0.28e-6 0.66e-6 0.50e-6 0.65 3.56182E-06 0.000712364 0.0053967 0.0528852
5e-6 0.28e-6 0.66e-6 0.50e-6 0.70 2.78265E-06 0.00055653 0.00421613 0.017157
5e-6 0.28e-6 0.66e-6 0.50e-6 0.75 2.09055E-06 0.000418111 0.00316751 0.00782796
5e-6 0.28e-6 0.66e-6 0.50e-6 0.80 1.49341E-06 0.000298681 0.00226274 0.0039265
5e-6 0.28e-6 0.66e-6 0.50e-6 0.85 9.97495E-07 0.000199499 0.00151136 0.00200705
5e-6 0.28e-6 0.66e-6 0.50e-6 0.90 6.08848E-07 0.00012177 0.000922498 0.000992511
5e-6 0.28e-6 0.66e-6 0.50e-6 0.95 3.30273E-07 6.60546E-05 0.000500414 0.000453941
5e-6 0.28e-6 0.66e-6 0.50e-6 1.00 1.55289E-07 3.10577E-05 0.000235286 0.000185245
5e-6 0.28e-6 0.66e-6 0.50e-6 1.05 6.2912E-08 1.25824E-05 9.53213E-05 6.65644E-05
5e-6 0.28e-6 0.66e-6 0.50e-6 1.10 2.25205E-08 4.5041E-06 3.4122E-05 2.14899E-05
5e-6 0.28e-6 0.66e-6 0.50e-6 1.15 7.38662E-09 1.47732E-06 1.11918E-05 6.44107E-06
5e-6 0.28e-6 2e-6 0.28e-6 0.55 2.44325E-06 0.00048865 0.00122162 1.78203
5e-6 0.28e-6 2e-6 0.28e-6 0.60 6.06257E-06 0.00121251 0.00303128 1.74911
5e-6 0.28e-6 2e-6 0.28e-6 0.65 1.27037E-05 0.00254075 0.00635187 1.66626
5e-6 0.28e-6 2e-6 0.28e-6 0.70 2.03889E-05 0.00407777 0.0101944 1.24267
5e-6 0.28e-6 2e-6 0.28e-6 0.75 1.8983E-05 0.00379661 0.00949152 0.11551
5e-6 0.28e-6 2e-6 0.28e-6 0.80 1.45954E-05 0.00291907 0.00729768 0.0438856
5e-6 0.28e-6 2e-6 0.28e-6 0.85 1.06297E-05 0.00212594 0.00531485 0.0226413
5e-6 0.28e-6 2e-6 0.28e-6 0.90 7.24591E-06 0.00144918 0.00362296 0.012128
5e-6 0.28e-6 2e-6 0.28e-6 0.95 4.52371E-06 0.000904742 0.00226185 0.00629415
5e-6 0.28e-6 2e-6 0.28e-6 1.00 2.51784E-06 0.000503568 0.00125892 0.00301967
5e-6 0.28e-6 2e-6 0.28e-6 1.05 1.21827E-06 0.000243654 0.000609135 0.00129173
5e-6 0.28e-6 2e-6 0.28e-6 1.10 5.08206E-07 0.000101641 0.000254103 0.000485308
5e-6 0.28e-6 2e-6 0.28e-6 1.15 1.86689E-07 3.73378E-05 9.33446E-05 0.00016283
5e-6 0.28e-6 2e-6 0.36e-6 0.55 2.43211E-06 0.000486421 0.00121605 1.775
5e-6 0.28e-6 2e-6 0.36e-6 0.60 5.98875E-06 0.00119775 0.00299437 1.72722
5e-6 0.28e-6 2e-6 0.36e-6 0.65 1.2225E-05 0.00244501 0.00611252 1.58477
5e-6 0.28e-6 2e-6 0.36e-6 0.70 1.36122E-05 0.00272243 0.00680608 0.378699
5e-6 0.28e-6 2e-6 0.36e-6 0.75 1.05838E-05 0.00211676 0.00529189 0.046664
5e-6 0.28e-6 2e-6 0.36e-6 0.80 7.68577E-06 0.00153715 0.00384288 0.0214034
5e-6 0.28e-6 2e-6 0.36e-6 0.85 5.23039E-06 0.00104608 0.0026152 0.0107798
5e-6 0.28e-6 2e-6 0.36e-6 0.90 3.26478E-06 0.000652955 0.00163239 0.0053775
5e-6 0.28e-6 2e-6 0.36e-6 0.95 1.8188E-06 0.000363761 0.000909402 0.00251062
5e-6 0.28e-6 2e-6 0.36e-6 1.00 8.80867E-07 0.000176173 0.000440433 0.00105251
5e-6 0.28e-6 2e-6 0.36e-6 1.05 3.67123E-07 7.34246E-05 0.000183562 0.000388653
5e-6 0.28e-6 2e-6 0.36e-6 1.10 1.3437E-07 2.68741E-05 6.71851E-05 0.000128243
5e-6 0.28e-6 2e-6 0.36e-6 1.15 4.47926E-08 8.95852E-06 2.23963E-05 3.90607E-05
5e-6 0.28e-6 2e-6 0.50e-6 0.55 2.414E-06 0.000482801 0.001207 1.76353
5e-6 0.28e-6 2e-6 0.50e-6 0.60 5.86259E-06 0.00117252 0.0029313 1.68937
5e-6 0.28e-6 2e-6 0.50e-6 0.65 1.00196E-05 0.00200391 0.00500978 1.18186
5e-6 0.28e-6 2e-6 0.50e-6 0.70 8.16354E-06 0.00163271 0.00408177 0.06658
5e-6 0.28e-6 2e-6 0.50e-6 0.75 6.06167E-06 0.00121233 0.00303083 0.0242799
5e-6 0.28e-6 2e-6 0.50e-6 0.80 4.25698E-06 0.000851397 0.00212849 0.0114713
5e-6 0.28e-6 2e-6 0.50e-6 0.85 2.77714E-06 0.000555429 0.00138857 0.00564357
5e-6 0.28e-6 2e-6 0.50e-6 0.90 1.64201E-06 0.000328401 0.000821003 0.00268744
5e-6 0.28e-6 2e-6 0.50e-6 0.95 8.55321E-07 0.000171064 0.00042766 0.00117737
5e-6 0.28e-6 2e-6 0.50e-6 1.00 3.84243E-07 7.68485E-05 0.000192121 0.000458602
5e-6 0.28e-6 2e-6 0.50e-6 1.05 1.49368E-07 2.98736E-05 7.46839E-05 0.000158064
5e-6 0.28e-6 2e-6 0.50e-6 1.10 5.18991E-08 1.03798E-05 2.59495E-05 4.95262E-05
5e-6 0.28e-6 2e-6 0.50e-6 1.15 1.66467E-08 3.32933E-06 8.32333E-06 1.45159E-05
5e-6 0.28e-6 10e-6 0.28e-6 0.55 2.46634E-06 0.000493268 0.000246634 1.79651
5e-6 0.28e-6 10e-6 0.28e-6 0.60 6.20321E-06 0.00124064 0.000620321 1.79031
5e-6 0.28e-6 10e-6 0.28e-6 0.65 1.33684E-05 0.00267367 0.00133684 1.77632
5e-6 0.28e-6 10e-6 0.28e-6 0.70 2.4874E-05 0.00497481 0.0024874 1.74783
5e-6 0.28e-6 10e-6 0.28e-6 0.75 4.07545E-05 0.00815089 0.00407545 1.68861
5e-6 0.28e-6 10e-6 0.28e-6 0.80 5.66227E-05 0.0113245 0.00566227 1.35025
5e-6 0.28e-6 10e-6 0.28e-6 0.85 4.95479E-05 0.00990958 0.00495479 0.162949
5e-6 0.28e-6 10e-6 0.28e-6 0.90 3.35593E-05 0.00671186 0.00335593 0.0637692
5e-6 0.28e-6 10e-6 0.28e-6 0.95 2.05197E-05 0.00410393 0.00205197 0.0300259
5e-6 0.28e-6 10e-6 0.28e-6 1.00 1.10878E-05 0.00221756 0.00110878 0.0135666
5e-6 0.28e-6 10e-6 0.28e-6 1.05 5.18031E-06 0.00103606 0.000518031 0.00553311
5e-6 0.28e-6 10e-6 0.28e-6 1.10 2.09024E-06 0.000418048 0.000209024 0.0020009
5e-6 0.28e-6 10e-6 0.28e-6 1.15 7.4864E-07 0.000149728 7.4864E-05 0.000653438
5e-6 0.28e-6 10e-6 0.36e-6 0.55 2.46423E-06 0.000492847 0.000246423 1.7952
5e-6 0.28e-6 10e-6 0.36e-6 0.60 6.19006E-06 0.00123801 0.000619006 1.78648
5e-6 0.28e-6 10e-6 0.36e-6 0.65 1.33068E-05 0.00266137 0.00133068 1.76628
5e-6 0.28e-6 10e-6 0.36e-6 0.70 2.46346E-05 0.00492691 0.00246346 1.72214
5e-6 0.28e-6 10e-6 0.36e-6 0.75 3.95691E-05 0.00791382 0.00395691 1.59439
5e-6 0.28e-6 10e-6 0.36e-6 0.80 3.67892E-05 0.00735784 0.00367892 0.202637
5e-6 0.28e-6 10e-6 0.36e-6 0.85 2.49112E-05 0.00498223 0.00249112 0.0588871
5e-6 0.28e-6 10e-6 0.36e-6 0.90 1.52771E-05 0.00305542 0.00152771 0.0264676
5e-6 0.28e-6 10e-6 0.36e-6 0.95 8.30545E-06 0.00166109 0.000830545 0.011688
5e-6 0.28e-6 10e-6 0.36e-6 1.00 3.90757E-06 0.000781514 0.000390757 0.00470133
5e-6 0.28e-6 10e-6 0.36e-6 1.05 1.58376E-06 0.000316752 0.000158376 0.00168039
5e-6 0.28e-6 10e-6 0.36e-6 1.10 5.67583E-07 0.000113517 5.67583E-05 0.000542059
5e-6 0.28e-6 10e-6 0.36e-6 1.15 1.86321E-07 3.72642E-05 1.86321E-05 0.000162508
5e-6 0.28e-6 10e-6 0.50e-6 0.55 2.46087E-06 0.000492175 0.000246087 1.7931
5e-6 0.28e-6 10e-6 0.50e-6 0.60 6.16904E-06 0.00123381 0.000616904 1.78036
5e-6 0.28e-6 10e-6 0.50e-6 0.65 1.32063E-05 0.00264126 0.00132063 1.74981
5e-6 0.28e-6 10e-6 0.50e-6 0.70 2.41932E-05 0.00483864 0.00241932 1.67442
5e-6 0.28e-6 10e-6 0.50e-6 0.75 2.93294E-05 0.00586587 0.00293294 0.729343
5e-6 0.28e-6 10e-6 0.50e-6 0.80 2.09193E-05 0.00418386 0.00209193 0.0687221
5e-6 0.28e-6 10e-6 0.50e-6 0.85 1.34891E-05 0.00269781 0.00134891 0.0292727
5e-6 0.28e-6 10e-6 0.50e-6 0.90 7.84434E-06 0.00156887 0.000784434 0.0131621
5e-6 0.28e-6 10e-6 0.50e-6 0.95 4.00121E-06 0.000800241 0.000400121 0.00555856
5e-6 0.28e-6 10e-6 0.50e-6 1.00 1.75701E-06 0.000351401 0.000175701 0.00210355
5e-6 0.28e-6 10e-6 0.50e-6 1.05 6.698E-07 0.00013396 6.698E-05 0.000709473
5e-6 0.28e-6 10e-6 0.50e-6 1.10 2.29552E-07 4.59104E-05 2.29552E-05 0.000219116
5e-6 0.28e-6 10e-6 0.50e-6 1.15 7.28337E-08 1.45667E-05 7.28337E-06 6.35159E-05
5e-6 0.28e-6 20e-6 0.28e-6 0.55 2.46913E-06 0.000493826 0.000123456 1.79826
5e-6 0.28e-6 20e-6 0.28e-6 0.60 6.21994E-06 0.00124399 0.000310997 1.79516
5e-6 0.28e-6 20e-6 0.28e-6 0.65 1.34418E-05 0.00268837 0.000672091 1.78828
5e-6 0.28e-6 20e-6 0.28e-6 0.70 2.5126E-05 0.00502519 0.0012563 1.77472
5e-6 0.28e-6 20e-6 0.28e-6 0.75 4.15277E-05 0.00830554 0.00207638 1.74939
5e-6 0.28e-6 20e-6 0.28e-6 0.80 6.21093E-05 0.0124219 0.00310546 1.6982
5e-6 0.28e-6 20e-6 0.28e-6 0.85 8.03189E-05 0.0160638 0.00401594 1.31364
5e-6 0.28e-6 20e-6 0.28e-6 0.90 6.59285E-05 0.0131857 0.00329642 0.164107
5e-6 0.28e-6 20e-6 0.28e-6 0.95 4.07256E-05 0.00814511 0.00203628 0.0642013
5e-6 0.28e-6 20e-6 0.28e-6 1.00 2.20806E-05 0.00441612 0.00110403 0.0277611
5e-6 0.28e-6 20e-6 0.28e-6 1.05 1.03342E-05 0.00206685 0.000516712 0.011146
5e-6 0.28e-6 20e-6 0.28e-6 1.10 4.17361E-06 0.000834723 0.000208681 0.00400806
5e-6 0.28e-6 20e-6 0.28e-6 1.15 1.49543E-06 0.000299085 7.47713E-05 0.00130653
5e-6 0.28e-6 20e-6 0.36e-6 0.55 2.46808E-06 0.000493615 0.000123404 1.7976
5e-6 0.28e-6 20e-6 0.36e-6 0.60 6.21342E-06 0.00124268 0.000310671 1.79327
5e-6 0.28e-6 20e-6 0.36e-6 0.65 1.3412E-05 0.0026824 0.0006706 1.78343
5e-6 0.28e-6 20e-6 0.36e-6 0.70 2.50185E-05 0.00500369 0.00125092 1.76326
5e-6 0.28e-6 20e-6 0.36e-6 0.75 4.11773E-05 0.00823546 0.00205886 1.72191
5e-6 0.28e-6 20e-6 0.36e-6 0.80 6.0204E-05 0.0120408 0.0030102 1.57858
5e-6 0.28e-6 20e-6 0.36e-6 0.85 4.93576E-05 0.00987153 0.00246788 0.161582
5e-6 0.28e-6 20e-6 0.36e-6 0.90 3.0439E-05 0.00608779 0.00152195 0.056838
5e-6 0.28e-6 20e-6 0.36e-6 0.95 1.65727E-05 0.00331455 0.000828637 0.0239365
5e-6 0.28e-6 20e-6 0.36e-6 1.00 7.80269E-06 0.00156054 0.000390134 0.009473
5e-6 0.28e-6 20e-6 0.36e-6 1.05 3.16358E-06 0.000632716 0.000158179 0.00336639
5e-6 0.28e-6 20e-6 0.36e-6 1.10 1.13393E-06 0.000226785 5.66963E-05 0.00108387
5e-6 0.28e-6 20e-6 0.36e-6 1.15 3.72254E-07 7.44509E-05 1.86127E-05 0.000324757
5e-6 0.28e-6 20e-6 0.50e-6 0.55 2.4664E-06 0.00049328 0.00012332 1.79655
5e-6 0.28e-6 20e-6 0.50e-6 0.60 6.20303E-06 0.00124061 0.000310151 1.79025
5e-6 0.28e-6 20e-6 0.50e-6 0.65 1.33642E-05 0.00267284 0.000668211 1.77565
5e-6 0.28e-6 20e-6 0.50e-6 0.70 2.48405E-05 0.0049681 0.00124202 1.74424
5e-6 0.28e-6 20e-6 0.50e-6 0.75 4.04807E-05 0.00809614 0.00202404 1.66696
5e-6 0.28e-6 20e-6 0.50e-6 0.80 4.13344E-05 0.00826689 0.00206672 0.373531
5e-6 0.28e-6 20e-6 0.50e-6 0.85 2.69161E-05 0.00538323 0.00134581 0.0647402
5e-6 0.28e-6 20e-6 0.50e-6 0.90 1.56642E-05 0.00313284 0.00078321 0.0271856
5e-6 0.28e-6 20e-6 0.50e-6 0.95 7.99235E-06 0.00159847 0.000399618 0.0112367
5e-6 0.28e-6 20e-6 0.50e-6 1.00 3.51011E-06 0.000702022 0.000175505 0.00421928
5e-6 0.28e-6 20e-6 0.50e-6 1.05 1.3382E-06 0.00026764 6.69099E-05 0.0014192
5e-6 0.28e-6 20e-6 0.50e-6 1.10 4.58635E-07 9.17271E-05 2.29318E-05 0.000437938
5e-6 0.28e-6 20e-6 0.50e-6 1.15 1.45519E-07 2.91038E-05 7.27594E-06 0.000126914
5e-6 0.28e-6 30e-6 0.28e-6 0.55 2.47006E-06 0.000494012 8.23353E-05 1.79884
5e-6 0.28e-6 30e-6 0.28e-6 0.60 6.22551E-06 0.0012451 0.000207517 1.79678
5e-6 0.28e-6 30e-6 0.28e-6 0.65 1.3466E-05 0.00269321 0.000448868 1.79221
5e-6 0.28e-6 30e-6 0.28e-6 0.70 2.52067E-05 0.00504134 0.000840223 1.78331
5e-6 0.28e-6 30e-6 0.28e-6 0.75 4.17545E-05 0.0083509 0.00139182 1.76713
5e-6 0.28e-6 30e-6 0.28e-6 0.80 6.27347E-05 0.0125469 0.00209116 1.73718
5e-6 0.28e-6 30e-6 0.28e-6 0.85 8.69762E-05 0.0173952 0.00289921 1.66546
5e-6 0.28e-6 30e-6 0.28e-6 0.90 9.17421E-05 0.0183484 0.00305807 0.584411
5e-6 0.28e-6 30e-6 0.28e-6 0.95 6.05847E-05 0.0121169 0.00201949 0.104653
5e-6 0.28e-6 30e-6 0.28e-6 1.00 3.29951E-05 0.00659903 0.00109984 0.0426998
5e-6 0.28e-6 30e-6 0.28e-6 1.05 1.54719E-05 0.00309437 0.000515729 0.0168538
5e-6 0.28e-6 30e-6 0.28e-6 1.10 6.25432E-06 0.00125086 0.000208477 0.00602565
5e-6 0.28e-6 30e-6 0.28e-6 1.15 2.24187E-06 0.000448374 7.4729E-05 0.00196059
5e-6 0.28e-6 30e-6 0.36e-6 0.55 2.46936E-06 0.000493872 8.2312E-05 1.7984
5e-6 0.28e-6 30e-6 0.36e-6 0.60 6.22118E-06 0.00124424 0.000207373 1.79552
5e-6 0.28e-6 30e-6 0.36e-6 0.65 1.34464E-05 0.00268927 0.000448212 1.78901
5e-6 0.28e-6 30e-6 0.36e-6 0.70 2.51372E-05 0.00502745 0.000837908 1.77592
5e-6 0.28e-6 30e-6 0.36e-6 0.75 4.15428E-05 0.00830855 0.00138476 1.75057
5e-6 0.28e-6 30e-6 0.36e-6 0.80 6.20475E-05 0.0124095 0.00206825 1.69434
5e-6 0.28e-6 30e-6 0.36e-6 0.85 7.00541E-05 0.0140108 0.00233514 0.768668
5e-6 0.28e-6 30e-6 0.36e-6 0.90 4.54905E-05 0.0090981 0.00151635 0.0932701
5e-6 0.28e-6 30e-6 0.36e-6 0.95 2.48168E-05 0.00496336 0.000827227 0.0368511
5e-6 0.28e-6 30e-6 0.36e-6 1.00 1.16931E-05 0.00233862 0.00038977 0.014328
5e-6 0.28e-6 30e-6 0.36e-6 1.05 4.74264E-06 0.000948528 0.000158088 0.0050615
5e-6 0.28e-6 30e-6 0.36e-6 1.10 1.70017E-06 0.000340034 5.66724E-05 0.00162653
5e-6 0.28e-6 30e-6 0.36e-6 1.15 5.58178E-07 0.000111636 1.86059E-05 0.000487075
5e-6 0.28e-6 30e-6 0.50e-6 0.55 2.46824E-06 0.000493648 8.22747E-05 1.7977
5e-6 0.28e-6 30e-6 0.50e-6 0.60 6.21428E-06 0.00124286 0.000207143 1.79352
5e-6 0.28e-6 30e-6 0.50e-6 0.65 1.3415E-05 0.002683 0.000447166 1.78391
5e-6 0.28e-6 30e-6 0.50e-6 0.70 2.50248E-05 0.00500495 0.000834159 1.76394
5e-6 0.28e-6 30e-6 0.50e-6 0.75 4.11732E-05 0.00823464 0.00137244 1.72159
5e-6 0.28e-6 30e-6 0.50e-6 0.80 5.80366E-05 0.0116073 0.00193455 1.44092
5e-6 0.28e-6 30e-6 0.50e-6 0.85 4.02897E-05 0.00805794 0.00134299 0.11217
5e-6 0.28e-6 30e-6 0.50e-6 0.90 2.34742E-05 0.00469484 0.000782474 0.0422721
5e-6 0.28e-6 30e-6 0.50e-6 0.95 1.19814E-05 0.00239628 0.00039938 0.0170535
5e-6 0.28e-6 30e-6 0.50e-6 1.00 5.26282E-06 0.00105256 0.000175427 0.00635171
5e-6 0.28e-6 30e-6 0.50e-6 1.05 2.00654E-06 0.000401308 6.68847E-05 0.00213062
5e-6 0.28e-6 30e-6 0.50e-6 1.10 6.87712E-07 0.000137542 2.29237E-05 0.000656906
5e-6 0.28e-6 30e-6 0.50e-6 1.15 2.18203E-07 4.36406E-05 7.27344E-06 0.000190324
5e-6 0.36e-6 0.66e-6 0.28e-6 0.55 4.57736E-07 9.15471E-05 0.000693539 1.78971
5e-6 0.36e-6 0.66e-6 0.28e-6 0.60 1.37388E-06 0.000274777 0.00208164 1.7653
5e-6 0.36e-6 0.66e-6 0.28e-6 0.65 3.59317E-06 0.000718635 0.0054442 1.6888
5e-6 0.36e-6 0.66e-6 0.28e-6 0.70 7.24431E-06 0.00144886 0.0109762 1.07644
5e-6 0.36e-6 0.66e-6 0.28e-6 0.75 6.67258E-06 0.00133452 0.01011 0.0500223
5e-6 0.36e-6 0.66e-6 0.28e-6 0.80 5.17699E-06 0.0010354 0.00784392 0.0221259
5e-6 0.36e-6 0.66e-6 0.28e-6 0.85 3.83713E-06 0.000767426 0.00581384 0.0115354
5e-6 0.36e-6 0.66e-6 0.28e-6 0.90 2.68149E-06 0.000536298 0.00406286 0.00622607
5e-6 0.36e-6 0.66e-6 0.28e-6 0.95 1.73221E-06 0.000346441 0.00262456 0.00328699
5e-6 0.36e-6 0.66e-6 0.28e-6 1.00 1.00832E-06 0.000201664 0.00152776 0.0016245
5e-6 0.36e-6 0.66e-6 0.28e-6 1.05 5.14696E-07 0.000102939 0.000779843 0.000723525
5e-6 0.36e-6 0.66e-6 0.28e-6 1.10 2.26551E-07 4.53102E-05 0.000343259 0.000283583
5e-6 0.36e-6 0.66e-6 0.28e-6 1.15 8.68704E-08 1.73741E-05 0.000131622 9.83491E-05
5e-6 0.36e-6 0.66e-6 0.36e-6 0.55 4.57136E-07 9.14271E-05 0.00069263 1.78571
5e-6 0.36e-6 0.66e-6 0.36e-6 0.60 1.36791E-06 0.000273582 0.00207259 1.75067
5e-6 0.36e-6 0.66e-6 0.36e-6 0.65 3.53507E-06 0.000707014 0.00535617 1.6258
5e-6 0.36e-6 0.66e-6 0.36e-6 0.70 4.77449E-06 0.000954897 0.00723407 0.0853672
5e-6 0.36e-6 0.66e-6 0.36e-6 0.75 3.69148E-06 0.000738296 0.00559315 0.0242416
5e-6 0.36e-6 0.66e-6 0.36e-6 0.80 2.72378E-06 0.000544755 0.00412694 0.0111718
5e-6 0.36e-6 0.66e-6 0.36e-6 0.85 1.89564E-06 0.000379128 0.00287218 0.00559796
5e-6 0.36e-6 0.66e-6 0.36e-6 0.90 1.22017E-06 0.000244034 0.00184874 0.00280875
5e-6 0.36e-6 0.66e-6 0.36e-6 0.95 7.07866E-07 0.000141573 0.00107252 0.00133751
5e-6 0.36e-6 0.66e-6 0.36e-6 1.00 3.59981E-07 7.19961E-05 0.000545425 0.000578787
5e-6 0.36e-6 0.66e-6 0.36e-6 1.05 1.57655E-07 3.15309E-05 0.00023887 0.000221425
5e-6 0.36e-6 0.66e-6 0.36e-6 1.10 6.00302E-08 1.2006E-05 9.09549E-05 7.51172E-05
5e-6 0.36e-6 0.66e-6 0.36e-6 1.15 2.05791E-08 4.11583E-06 3.11805E-05 2.32958E-05
5e-6 0.36e-6 0.66e-6 0.50e-6 0.55 4.56158E-07 9.12315E-05 0.000691148 1.77919
5e-6 0.36e-6 0.66e-6 0.50e-6 0.60 1.35778E-06 0.000271556 0.00205724 1.72576
5e-6 0.36e-6 0.66e-6 0.50e-6 0.65 3.29705E-06 0.000659411 0.00499554 1.36188
5e-6 0.36e-6 0.66e-6 0.50e-6 0.70 2.78102E-06 0.000556204 0.00421367 0.0343063
5e-6 0.36e-6 0.66e-6 0.50e-6 0.75 2.09018E-06 0.000418036 0.00316694 0.0129986
5e-6 0.36e-6 0.66e-6 0.50e-6 0.80 1.49329E-06 0.000298659 0.00226257 0.00600946
5e-6 0.36e-6 0.66e-6 0.50e-6 0.85 9.9746E-07 0.000199492 0.0015113 0.00292216
5e-6 0.36e-6 0.66e-6 0.50e-6 0.90 6.08838E-07 0.000121768 0.000922482 0.00139653
5e-6 0.36e-6 0.66e-6 0.50e-6 0.95 3.30271E-07 6.60541E-05 0.00050041 0.000623072
5e-6 0.36e-6 0.66e-6 0.50e-6 1.00 1.55288E-07 3.10576E-05 0.000235285 0.000249517
5e-6 0.36e-6 0.66e-6 0.50e-6 1.05 6.2912E-08 1.25824E-05 9.53211E-05 8.8339E-05
5e-6 0.36e-6 0.66e-6 0.50e-6 1.10 2.25205E-08 4.5041E-06 3.4122E-05 2.81783E-05
5e-6 0.36e-6 0.66e-6 0.50e-6 1.15 7.38661E-09 1.47732E-06 1.11918E-05 8.36153E-06
5e-6 0.36e-6 2e-6 0.28e-6 0.55 4.58783E-07 9.17567E-05 0.000229392 1.79668
5e-6 0.36e-6 2e-6 0.28e-6 0.60 1.38357E-06 0.000276714 0.000691785 1.78893
5e-6 0.36e-6 2e-6 0.28e-6 0.65 3.66558E-06 0.000733115 0.00183279 1.76651
5e-6 0.36e-6 2e-6 0.28e-6 0.70 8.32725E-06 0.00166545 0.00416362 1.70554
5e-6 0.36e-6 2e-6 0.28e-6 0.75 1.55528E-05 0.00311057 0.00777642 1.35924
5e-6 0.36e-6 2e-6 0.28e-6 0.80 1.45316E-05 0.00290631 0.00726578 0.0780403
5e-6 0.36e-6 2e-6 0.28e-6 0.85 1.06123E-05 0.00212245 0.00530613 0.0342186
5e-6 0.36e-6 2e-6 0.28e-6 0.90 7.23989E-06 0.00144798 0.00361994 0.0172912
5e-6 0.36e-6 2e-6 0.28e-6 0.95 4.52168E-06 0.000904336 0.00226084 0.00868253
5e-6 0.36e-6 2e-6 0.28e-6 1.00 2.51725E-06 0.00050345 0.00125862 0.00407489
5e-6 0.36e-6 2e-6 0.28e-6 1.05 1.21813E-06 0.000243627 0.000609066 0.00171535
5e-6 0.36e-6 2e-6 0.28e-6 1.10 5.08182E-07 0.000101636 0.000254091 0.000636472
5e-6 0.36e-6 2e-6 0.28e-6 1.15 1.86686E-07 3.73372E-05 9.33431E-05 0.000211389
5e-6 0.36e-6 2e-6 0.36e-6 0.55 4.58591E-07 9.17182E-05 0.000229295 1.7954
5e-6 0.36e-6 2e-6 0.36e-6 0.60 1.38173E-06 0.000276346 0.000690865 1.78446
5e-6 0.36e-6 2e-6 0.36e-6 0.65 3.6516E-06 0.00073032 0.0018258 1.75158
5e-6 0.36e-6 2e-6 0.36e-6 0.70 8.22552E-06 0.0016451 0.00411276 1.6478
5e-6 0.36e-6 2e-6 0.36e-6 0.75 1.05362E-05 0.00210724 0.0052681 0.113433
5e-6 0.36e-6 2e-6 0.36e-6 0.80 7.67857E-06 0.00153571 0.00383929 0.0344141
5e-6 0.36e-6 2e-6 0.36e-6 0.85 5.22826E-06 0.00104565 0.00261413 0.0159285
5e-6 0.36e-6 2e-6 0.36e-6 0.90 3.26412E-06 0.000652825 0.00163206 0.00760539
