N_W_m N_L_m P_W_m P_L_m VCM ID_A JD_N_mA_per_um JD_P_mA_per_um VOUT_DC
0.22e-6 0.50e-6 30e-6 0.50e-6 0.75 8.57111E-07 0.00389596 2.85704E-05 1.79863
0.22e-6 0.50e-6 30e-6 0.50e-6 0.80 1.41429E-06 0.0064286 4.71431E-05 1.7972
0.22e-6 0.50e-6 30e-6 0.50e-6 0.85 2.12175E-06 0.0096443 7.07249E-05 1.79452
0.22e-6 0.50e-6 30e-6 0.50e-6 0.90 2.96645E-06 0.0134839 9.88818E-05 1.78906
0.22e-6 0.50e-6 30e-6 0.50e-6 0.95 3.93386E-06 0.0178812 0.000131129 1.77553
0.22e-6 0.50e-6 30e-6 0.50e-6 1.00 4.87703E-06 0.0221683 0.000162568 1.2232
0.22e-6 0.50e-6 30e-6 0.50e-6 1.05 1.99724E-06 0.00907835 6.65746E-05 0.0818612
0.22e-6 0.50e-6 30e-6 0.50e-6 1.10 6.86733E-07 0.00312151 2.28911E-05 0.0230492
0.22e-6 0.50e-6 30e-6 0.50e-6 1.15 2.1811E-07 0.000991411 7.27035E-06 0.00651171
1e-6 0.28e-6 0.66e-6 0.28e-6 0.55 4.04517E-07 0.000404517 0.000612905 1.79092
1e-6 0.28e-6 0.66e-6 0.28e-6 0.60 1.055E-06 0.001055 0.00159848 1.77361
1e-6 0.28e-6 0.66e-6 0.28e-6 0.65 2.33657E-06 0.00233657 0.00354026 1.73175
1e-6 0.28e-6 0.66e-6 0.28e-6 0.70 4.36673E-06 0.00436673 0.00661626 1.6316
1e-6 0.28e-6 0.66e-6 0.28e-6 0.75 5.88957E-06 0.00588957 0.0089236 0.946586
1e-6 0.28e-6 0.66e-6 0.28e-6 0.80 5.12205E-06 0.00512205 0.00776068 0.104683
1e-6 0.28e-6 0.66e-6 0.28e-6 0.85 3.81792E-06 0.00381792 0.00578473 0.0470982
1e-6 0.28e-6 0.66e-6 0.28e-6 0.90 2.6736E-06 0.0026736 0.00405092 0.0248383
1e-6 0.28e-6 0.66e-6 0.28e-6 0.95 1.72912E-06 0.00172912 0.00261987 0.0131088
1e-6 0.28e-6 0.66e-6 0.28e-6 1.00 1.00727E-06 0.00100727 0.00152616 0.00651932
1e-6 0.28e-6 0.66e-6 0.28e-6 1.05 5.14409E-07 0.000514409 0.000779407 0.00292741
1e-6 0.28e-6 0.66e-6 0.28e-6 1.10 2.26492E-07 0.000226492 0.00034317 0.00115698
1e-6 0.28e-6 0.66e-6 0.28e-6 1.15 8.68615E-08 8.68615E-05 0.000131608 0.000404352
1e-6 0.28e-6 0.66e-6 0.36e-6 0.55 4.0356E-07 0.00040356 0.000611455 1.78741
1e-6 0.28e-6 0.66e-6 0.36e-6 0.60 1.04834E-06 0.00104834 0.0015884 1.76278
1e-6 0.28e-6 0.66e-6 0.36e-6 0.65 2.30004E-06 0.00230004 0.00348492 1.69942
1e-6 0.28e-6 0.66e-6 0.36e-6 0.70 4.06797E-06 0.00406797 0.0061636 1.45798
1e-6 0.28e-6 0.66e-6 0.36e-6 0.75 3.66295E-06 0.00366295 0.00554992 0.135394
1e-6 0.28e-6 0.66e-6 0.36e-6 0.80 2.71709E-06 0.00271709 0.0041168 0.0445735
1e-6 0.28e-6 0.66e-6 0.36e-6 0.85 1.89319E-06 0.00189319 0.00286847 0.0217516
1e-6 0.28e-6 0.66e-6 0.36e-6 0.90 1.21928E-06 0.00121928 0.0018474 0.0109637
1e-6 0.28e-6 0.66e-6 0.36e-6 0.95 7.07582E-07 0.000707582 0.00107209 0.00527871
1e-6 0.28e-6 0.66e-6 0.36e-6 1.00 3.59907E-07 0.000359907 0.000545314 0.00231145
1e-6 0.28e-6 0.66e-6 0.36e-6 1.05 1.5764E-07 0.00015764 0.000238849 0.000894048
1e-6 0.28e-6 0.66e-6 0.36e-6 1.10 6.00281E-08 6.00281E-05 9.09517E-05 0.000306236
1e-6 0.28e-6 0.66e-6 0.36e-6 1.15 2.05789E-08 2.05789E-05 3.11801E-05 9.5755E-05
1e-6 0.28e-6 0.66e-6 0.50e-6 0.55 4.0201E-07 0.00040201 0.000609105 1.78171
1e-6 0.28e-6 0.66e-6 0.50e-6 0.60 1.03737E-06 0.00103737 0.00157177 1.74482
1e-6 0.28e-6 0.66e-6 0.50e-6 0.65 2.23164E-06 0.00223164 0.00338127 1.63801
1e-6 0.28e-6 0.66e-6 0.50e-6 0.70 2.72143E-06 0.00272143 0.00412337 0.587332
1e-6 0.28e-6 0.66e-6 0.50e-6 0.75 2.08731E-06 0.00208731 0.0031626 0.0519898
1e-6 0.28e-6 0.66e-6 0.50e-6 0.80 1.49239E-06 0.00149239 0.00226119 0.0227357
1e-6 0.28e-6 0.66e-6 0.50e-6 0.85 9.97146E-07 0.000997146 0.00151083 0.011129
1e-6 0.28e-6 0.66e-6 0.50e-6 0.90 6.08737E-07 0.000608737 0.000922329 0.00540337
1e-6 0.28e-6 0.66e-6 0.50e-6 0.95 3.30243E-07 0.000330243 0.000500368 0.00244947
1e-6 0.28e-6 0.66e-6 0.50e-6 1.00 1.55282E-07 0.000155282 0.000235276 0.000994867
1e-6 0.28e-6 0.66e-6 0.50e-6 1.05 6.2911E-08 6.2911E-05 9.53197E-05 0.000356475
1e-6 0.28e-6 0.66e-6 0.50e-6 1.10 2.25204E-08 2.25204E-05 3.41218E-05 0.000114855
1e-6 0.28e-6 0.66e-6 0.50e-6 1.15 7.3866E-09 7.3866E-06 1.11918E-05 3.43673E-05
1e-6 0.28e-6 2e-6 0.28e-6 0.55 4.06199E-07 0.000406199 0.000203099 1.79706
1e-6 0.28e-6 2e-6 0.28e-6 0.60 1.06606E-06 0.00106606 0.000533029 1.7915
1e-6 0.28e-6 2e-6 0.28e-6 0.65 2.39005E-06 0.00239005 0.00119502 1.77851
1e-6 0.28e-6 2e-6 0.28e-6 0.70 4.57992E-06 0.00457992 0.00228996 1.75166
1e-6 0.28e-6 2e-6 0.28e-6 0.75 7.65208E-06 0.00765208 0.00382604 1.69694
1e-6 0.28e-6 2e-6 0.28e-6 0.80 1.11406E-05 0.0111406 0.00557028 1.49621
1e-6 0.28e-6 2e-6 0.28e-6 0.85 1.03289E-05 0.0103289 0.00516446 0.221123
1e-6 0.28e-6 2e-6 0.28e-6 0.90 7.17201E-06 0.00717201 0.00358601 0.0753952
1e-6 0.28e-6 2e-6 0.28e-6 0.95 4.4987E-06 0.0044987 0.00224935 0.0357542
1e-6 0.28e-6 2e-6 0.28e-6 1.00 2.51025E-06 0.00251025 0.00125513 0.0165515
1e-6 0.28e-6 2e-6 0.28e-6 1.05 1.21644E-06 0.00121644 0.000608219 0.00696971
1e-6 0.28e-6 2e-6 0.28e-6 1.10 5.07875E-07 0.000507875 0.000253937 0.00260016
1e-6 0.28e-6 2e-6 0.28e-6 1.15 1.86644E-07 0.000186644 9.33219E-05 0.000869434
1e-6 0.28e-6 2e-6 0.36e-6 0.55 4.05889E-07 0.000405889 0.000202945 1.79593
1e-6 0.28e-6 2e-6 0.36e-6 0.60 1.06394E-06 0.00106394 0.000531971 1.78809
1e-6 0.28e-6 2e-6 0.36e-6 0.65 2.37942E-06 0.00237942 0.00118971 1.76927
1e-6 0.28e-6 2e-6 0.36e-6 0.70 4.53721E-06 0.00453721 0.0022686 1.72785
1e-6 0.28e-6 2e-6 0.36e-6 0.75 7.46096E-06 0.00746096 0.00373048 1.61921
1e-6 0.28e-6 2e-6 0.36e-6 0.80 7.50904E-06 0.00750904 0.00375452 0.33155
1e-6 0.28e-6 2e-6 0.36e-6 0.85 5.20645E-06 0.00520645 0.00260322 0.0683112
1e-6 0.28e-6 2e-6 0.36e-6 0.90 3.25736E-06 0.00325736 0.00162868 0.0306854
1e-6 0.28e-6 2e-6 0.36e-6 0.95 1.81668E-06 0.00181668 0.000908339 0.0137921
1e-6 0.28e-6 2e-6 0.36e-6 1.00 8.80373E-07 0.000880373 0.000440186 0.00568932
1e-6 0.28e-6 2e-6 0.36e-6 1.05 3.67036E-07 0.000367036 0.000183518 0.00208579
1e-6 0.28e-6 2e-6 0.36e-6 1.10 1.34359E-07 0.000134359 6.71793E-05 0.000685839
1e-6 0.28e-6 2e-6 0.36e-6 1.15 4.47913E-08 4.47913E-05 2.23957E-05 0.000208451
1e-6 0.28e-6 2e-6 0.50e-6 0.55 4.0539E-07 0.00040539 0.000202695 1.79411
1e-6 0.28e-6 2e-6 0.50e-6 0.60 1.06053E-06 0.00106053 0.000530265 1.78257
1e-6 0.28e-6 2e-6 0.50e-6 0.65 2.36196E-06 0.00236196 0.00118098 1.75403
1e-6 0.28e-6 2e-6 0.50e-6 0.70 4.45939E-06 0.00445939 0.00222969 1.68416
1e-6 0.28e-6 2e-6 0.50e-6 0.75 5.83855E-06 0.00583855 0.00291928 0.923804
1e-6 0.28e-6 2e-6 0.50e-6 0.80 4.24701E-06 0.00424701 0.00212351 0.0787132
1e-6 0.28e-6 2e-6 0.50e-6 0.85 2.77435E-06 0.00277435 0.00138718 0.0328751
1e-6 0.28e-6 2e-6 0.50e-6 0.90 1.6412E-06 0.0016412 0.0008206 0.0148938
1e-6 0.28e-6 2e-6 0.50e-6 0.95 8.5512E-07 0.00085512 0.00042756 0.00639398
1e-6 0.28e-6 2e-6 0.50e-6 1.00 3.84203E-07 0.000384203 0.000192102 0.0024682
1e-6 0.28e-6 2e-6 0.50e-6 1.05 1.49362E-07 0.000149362 7.46809E-05 0.000847032
1e-6 0.28e-6 2e-6 0.50e-6 1.10 5.18984E-08 5.18984E-05 2.59492E-05 0.000264745
1e-6 0.28e-6 2e-6 0.50e-6 1.15 1.66466E-08 1.66466E-05 8.3233E-06 7.74557E-05
1e-6 0.28e-6 10e-6 0.28e-6 0.55 4.06848E-07 0.000406848 4.06848E-05 1.79943
1e-6 0.28e-6 10e-6 0.28e-6 0.60 1.07031E-06 0.00107031 0.000107031 1.79834
1e-6 0.28e-6 10e-6 0.28e-6 0.65 2.41007E-06 0.00241007 0.000241007 1.79584
1e-6 0.28e-6 10e-6 0.28e-6 0.70 4.65075E-06 0.00465075 0.000465075 1.79088
1e-6 0.28e-6 10e-6 0.28e-6 0.75 7.86351E-06 0.00786351 0.000786351 1.78193
1e-6 0.28e-6 10e-6 0.28e-6 0.80 1.19861E-05 0.0119861 0.00119861 1.76617
1e-6 0.28e-6 10e-6 0.28e-6 0.85 1.68725E-05 0.0168725 0.00168725 1.736
1e-6 0.28e-6 10e-6 0.28e-6 0.90 2.21355E-05 0.0221355 0.00221355 1.63495
1e-6 0.28e-6 10e-6 0.28e-6 0.95 1.95636E-05 0.0195636 0.00195636 0.270268
1e-6 0.28e-6 10e-6 0.28e-6 1.00 1.09142E-05 0.0109142 0.00109142 0.0814363
1e-6 0.28e-6 10e-6 0.28e-6 1.05 5.1446E-06 0.0051446 0.00051446 0.0306852
1e-6 0.28e-6 10e-6 0.28e-6 1.10 2.08442E-06 0.00208442 0.000208442 0.0108083
1e-6 0.28e-6 10e-6 0.28e-6 1.15 7.47895E-07 0.000747895 7.47895E-05 0.00349709
1e-6 0.28e-6 10e-6 0.36e-6 0.55 4.06789E-07 0.000406789 4.06789E-05 1.79921
1e-6 0.28e-6 10e-6 0.36e-6 0.60 1.06991E-06 0.00106991 0.000106991 1.7977
1e-6 0.28e-6 10e-6 0.36e-6 0.65 2.40811E-06 0.00240811 0.000240811 1.79415
1e-6 0.28e-6 10e-6 0.36e-6 0.70 4.64358E-06 0.00464358 0.000464358 1.78692
1e-6 0.28e-6 10e-6 0.36e-6 0.75 7.84195E-06 0.00784195 0.000784195 1.77331
1e-6 0.28e-6 10e-6 0.36e-6 0.80 1.19256E-05 0.0119256 0.00119256 1.74708
1e-6 0.28e-6 10e-6 0.36e-6 0.85 1.66528E-05 0.0166528 0.00166528 1.67805
1e-6 0.28e-6 10e-6 0.36e-6 0.90 1.49423E-05 0.0149423 0.00149423 0.263791
1e-6 0.28e-6 10e-6 0.36e-6 0.95 8.25358E-06 0.00825358 0.000825358 0.0706988
1e-6 0.28e-6 10e-6 0.36e-6 1.00 3.89722E-06 0.00389722 0.000389722 0.0261612
1e-6 0.28e-6 10e-6 0.36e-6 1.05 1.5821E-06 0.0015821 0.00015821 0.00909732
1e-6 0.28e-6 10e-6 0.36e-6 1.10 5.67373E-07 0.000567373 5.67373E-05 0.00290614
1e-6 0.28e-6 10e-6 0.36e-6 1.15 1.86299E-07 0.000186299 1.86299E-05 0.000867824
1e-6 0.28e-6 10e-6 0.50e-6 0.55 4.06694E-07 0.000406694 4.06694E-05 1.79887
1e-6 0.28e-6 10e-6 0.50e-6 0.60 1.06927E-06 0.00106927 0.000106927 1.79667
1e-6 0.28e-6 10e-6 0.50e-6 0.65 2.405E-06 0.002405 0.0002405 1.79146
1e-6 0.28e-6 10e-6 0.50e-6 0.70 4.63215E-06 0.00463215 0.000463215 1.78062
1e-6 0.28e-6 10e-6 0.50e-6 0.75 7.8067E-06 0.0078067 0.00078067 1.7592
1e-6 0.28e-6 10e-6 0.50e-6 0.80 1.1813E-05 0.011813 0.0011813 1.71146
1e-6 0.28e-6 10e-6 0.50e-6 0.85 1.30986E-05 0.0130986 0.00130986 0.731418
1e-6 0.28e-6 10e-6 0.50e-6 0.90 7.82198E-06 0.00782198 0.000782198 0.084053
1e-6 0.28e-6 10e-6 0.50e-6 0.95 3.99655E-06 0.00399655 0.000399655 0.031479
1e-6 0.28e-6 10e-6 0.50e-6 1.00 1.75617E-06 0.00175617 0.000175617 0.0114709
1e-6 0.28e-6 10e-6 0.50e-6 1.05 6.69679E-07 0.000669679 6.69679E-05 0.00381672
1e-6 0.28e-6 10e-6 0.50e-6 1.10 2.29538E-07 0.000229538 2.29538E-05 0.00117257
1e-6 0.28e-6 10e-6 0.50e-6 1.15 7.28324E-08 7.28324E-05 7.28324E-06 0.000339013
1e-6 0.28e-6 20e-6 0.28e-6 0.55 4.06926E-07 0.000406926 2.03463E-05 1.79971
1e-6 0.28e-6 20e-6 0.28e-6 0.60 1.07083E-06 0.00107083 5.35413E-05 1.79917
1e-6 0.28e-6 20e-6 0.28e-6 0.65 2.41248E-06 0.00241248 0.000120624 1.79792
1e-6 0.28e-6 20e-6 0.28e-6 0.70 4.65906E-06 0.00465906 0.000232953 1.79546
1e-6 0.28e-6 20e-6 0.28e-6 0.75 7.88641E-06 0.00788641 0.000394321 1.79107
1e-6 0.28e-6 20e-6 0.28e-6 0.80 1.20414E-05 0.0120414 0.000602069 1.78358
1e-6 0.28e-6 20e-6 0.28e-6 0.85 1.70034E-05 0.0170034 0.000850168 1.77041
1e-6 0.28e-6 20e-6 0.28e-6 0.90 2.26119E-05 0.0226119 0.00113059 1.74366
1e-6 0.28e-6 20e-6 0.28e-6 0.95 2.80495E-05 0.0280495 0.00140248 1.56356
1e-6 0.28e-6 20e-6 0.28e-6 1.00 2.11878E-05 0.0211878 0.00105939 0.203461
1e-6 0.28e-6 20e-6 0.28e-6 1.05 1.01837E-05 0.0101837 0.000509186 0.0643787
1e-6 0.28e-6 20e-6 0.28e-6 1.10 4.15002E-06 0.00415002 0.000207501 0.0218941
1e-6 0.28e-6 20e-6 0.28e-6 1.15 1.49244E-06 0.00149244 7.46219E-05 0.00701401
1e-6 0.28e-6 20e-6 0.36e-6 0.55 4.06897E-07 0.000406897 2.03448E-05 1.79961
1e-6 0.28e-6 20e-6 0.36e-6 0.60 1.07063E-06 0.00107063 5.35313E-05 1.79885
1e-6 0.28e-6 20e-6 0.36e-6 0.65 2.4115E-06 0.0024115 0.000120575 1.79708
1e-6 0.28e-6 20e-6 0.36e-6 0.70 4.65552E-06 0.00465552 0.000232776 1.79351
1e-6 0.28e-6 20e-6 0.36e-6 0.75 7.87608E-06 0.00787608 0.000393804 1.78694
1e-6 0.28e-6 20e-6 0.36e-6 0.80 1.20143E-05 0.0120143 0.000600717 1.77507
1e-6 0.28e-6 20e-6 0.36e-6 0.85 1.69317E-05 0.0169317 0.000846586 1.75158
1e-6 0.28e-6 20e-6 0.36e-6 0.90 2.22948E-05 0.0222948 0.00111474 1.67133
1e-6 0.28e-6 20e-6 0.36e-6 0.95 1.62985E-05 0.0162985 0.000814923 0.179499
1e-6 0.28e-6 20e-6 0.36e-6 1.00 7.7588E-06 0.0077588 0.00038794 0.0550052
1e-6 0.28e-6 20e-6 0.36e-6 1.05 3.15682E-06 0.00315682 0.000157841 0.018441
1e-6 0.28e-6 20e-6 0.36e-6 1.10 1.13308E-06 0.00113308 5.66541E-05 0.00583012
1e-6 0.28e-6 20e-6 0.36e-6 1.15 3.72166E-07 0.000372166 1.86083E-05 0.00173581
1e-6 0.28e-6 20e-6 0.50e-6 0.55 4.0685E-07 0.00040685 2.03425E-05 1.79943
1e-6 0.28e-6 20e-6 0.50e-6 0.60 1.07031E-06 0.00107031 5.35154E-05 1.79834
1e-6 0.28e-6 20e-6 0.50e-6 0.65 2.40996E-06 0.00240996 0.000120498 1.79575
1e-6 0.28e-6 20e-6 0.50e-6 0.70 4.64994E-06 0.00464994 0.000232497 1.79043
1e-6 0.28e-6 20e-6 0.50e-6 0.75 7.85962E-06 0.00785962 0.000392981 1.78037
1e-6 0.28e-6 20e-6 0.50e-6 0.80 1.19698E-05 0.0119698 0.000598491 1.76104
1e-6 0.28e-6 20e-6 0.50e-6 0.85 1.67901E-05 0.0167901 0.000839503 1.71427
1e-6 0.28e-6 20e-6 0.50e-6 0.90 1.54836E-05 0.0154836 0.00077418 0.305037
1e-6 0.28e-6 20e-6 0.50e-6 0.95 7.97193E-06 0.00797193 0.000398596 0.0678662
1e-6 0.28e-6 20e-6 0.50e-6 1.00 3.50666E-06 0.00350666 0.000175333 0.023419
1e-6 0.28e-6 20e-6 0.50e-6 1.05 1.33771E-06 0.00133771 6.68857E-05 0.00767366
1e-6 0.28e-6 20e-6 0.50e-6 1.10 4.5858E-07 0.00045858 2.2929E-05 0.00234686
1e-6 0.28e-6 20e-6 0.50e-6 1.15 1.45513E-07 0.000145513 7.27567E-06 0.000677651
1e-6 0.28e-6 30e-6 0.28e-6 0.55 4.06953E-07 0.000406953 1.35651E-05 1.79981
1e-6 0.28e-6 30e-6 0.28e-6 0.60 1.071E-06 0.001071 3.56999E-05 1.79945
1e-6 0.28e-6 30e-6 0.28e-6 0.65 2.41328E-06 0.00241328 8.04426E-05 1.79862
1e-6 0.28e-6 30e-6 0.28e-6 0.70 4.66181E-06 0.00466181 0.000155394 1.79698
1e-6 0.28e-6 30e-6 0.28e-6 0.75 7.89393E-06 0.00789393 0.000263131 1.79407
1e-6 0.28e-6 30e-6 0.28e-6 0.80 1.20591E-05 0.0120591 0.00040197 1.78916
1e-6 0.28e-6 30e-6 0.28e-6 0.85 1.70426E-05 0.0170426 0.000568085 1.78071
1e-6 0.28e-6 30e-6 0.28e-6 0.90 2.27042E-05 0.0227042 0.000756806 1.76469
1e-6 0.28e-6 30e-6 0.28e-6 0.95 2.88354E-05 0.0288354 0.000961179 1.72271
1e-6 0.28e-6 30e-6 0.28e-6 1.00 2.89258E-05 0.0289258 0.000964193 0.584992
1e-6 0.28e-6 30e-6 0.28e-6 1.05 1.51115E-05 0.0151115 0.000503716 0.102129
1e-6 0.28e-6 30e-6 0.28e-6 1.10 6.20044E-06 0.00620044 0.000206681 0.0333017
1e-6 0.28e-6 30e-6 0.28e-6 1.15 2.23513E-06 0.00223513 7.45042E-05 0.0105583
1e-6 0.28e-6 30e-6 0.36e-6 0.55 4.06933E-07 0.000406933 1.35644E-05 1.79974
1e-6 0.28e-6 30e-6 0.36e-6 0.60 1.07086E-06 0.00107086 3.56955E-05 1.79923
1e-6 0.28e-6 30e-6 0.36e-6 0.65 2.41263E-06 0.00241263 8.04209E-05 1.79805
1e-6 0.28e-6 30e-6 0.36e-6 0.70 4.65947E-06 0.00465947 0.000155316 1.79568
1e-6 0.28e-6 30e-6 0.36e-6 0.75 7.88712E-06 0.00788712 0.000262904 1.79135
1e-6 0.28e-6 30e-6 0.36e-6 0.80 1.20416E-05 0.0120416 0.000401388 1.78367
1e-6 0.28e-6 30e-6 0.36e-6 0.85 1.69989E-05 0.0169989 0.000566631 1.76925
1e-6 0.28e-6 30e-6 0.36e-6 0.90 2.25745E-05 0.0225745 0.000752483 1.73514
1e-6 0.28e-6 30e-6 0.36e-6 0.95 2.32036E-05 0.0232036 0.000773454 0.633671
1e-6 0.28e-6 30e-6 0.36e-6 1.00 1.15873E-05 0.0115873 0.000386244 0.0874928
1e-6 0.28e-6 30e-6 0.36e-6 1.05 4.72718E-06 0.00472718 0.000157573 0.02807
1e-6 0.28e-6 30e-6 0.36e-6 1.10 1.69826E-06 0.00169826 5.66088E-05 0.00877825
1e-6 0.28e-6 30e-6 0.36e-6 1.15 5.57979E-07 0.000557979 1.85993E-05 0.00260572
1e-6 0.28e-6 30e-6 0.50e-6 0.55 4.06901E-07 0.000406901 1.35634E-05 1.79962
1e-6 0.28e-6 30e-6 0.50e-6 0.60 1.07065E-06 0.00107065 3.56884E-05 1.79889
1e-6 0.28e-6 30e-6 0.50e-6 0.65 2.4116E-06 0.0024116 8.03867E-05 1.79717
1e-6 0.28e-6 30e-6 0.50e-6 0.70 4.65578E-06 0.00465578 0.000155193 1.79365
1e-6 0.28e-6 30e-6 0.50e-6 0.75 7.87639E-06 0.00787639 0.000262546 1.78707
1e-6 0.28e-6 30e-6 0.50e-6 0.80 1.20137E-05 0.0120137 0.000400456 1.77486
1e-6 0.28e-6 30e-6 0.50e-6 0.85 1.69233E-05 0.0169233 0.000564109 1.74935
1e-6 0.28e-6 30e-6 0.50e-6 0.90 2.15028E-05 0.0215028 0.000716759 1.49022
1e-6 0.28e-6 30e-6 0.50e-6 0.95 1.19297E-05 0.0119297 0.000397658 0.112056
1e-6 0.28e-6 30e-6 0.50e-6 1.00 5.25484E-06 0.00525484 0.000175161 0.0359276
1e-6 0.28e-6 30e-6 0.50e-6 1.05 2.00544E-06 0.00200544 6.68481E-05 0.01158
1e-6 0.28e-6 30e-6 0.50e-6 1.10 6.87587E-07 0.000687587 2.29196E-05 0.00352527
1e-6 0.28e-6 30e-6 0.50e-6 1.15 2.18191E-07 0.000218191 7.27303E-06 0.0010166
1e-6 0.36e-6 0.66e-6 0.28e-6 0.55 8.17956E-08 8.17956E-05 0.000123933 1.79818
1e-6 0.36e-6 0.66e-6 0.28e-6 0.60 2.53144E-07 0.000253144 0.000383551 1.79381
1e-6 0.36e-6 0.66e-6 0.28e-6 0.65 6.92937E-07 0.000692937 0.0010499 1.781
1e-6 0.36e-6 0.66e-6 0.28e-6 0.70 1.6244E-06 0.0016244 0.00246122 1.74765
1e-6 0.36e-6 0.66e-6 0.28e-6 0.75 3.2192E-06 0.0032192 0.00487757 1.66179
1e-6 0.36e-6 0.66e-6 0.28e-6 0.80 4.75434E-06 0.00475434 0.00720355 0.633996
1e-6 0.36e-6 0.66e-6 0.28e-6 0.85 3.80333E-06 0.00380333 0.00576262 0.0740578
1e-6 0.36e-6 0.66e-6 0.28e-6 0.90 2.66898E-06 0.00266898 0.00404391 0.0357513
1e-6 0.36e-6 0.66e-6 0.28e-6 0.95 1.72751E-06 0.00172751 0.00261745 0.0181941
1e-6 0.36e-6 0.66e-6 0.28e-6 1.00 1.00676E-06 0.00100676 0.0015254 0.00886002
1e-6 0.36e-6 0.66e-6 0.28e-6 1.05 5.14279E-07 0.000514279 0.000779211 0.00392234
1e-6 0.36e-6 0.66e-6 0.28e-6 1.10 2.26467E-07 0.000226467 0.000343131 0.00153385
1e-6 0.36e-6 0.66e-6 0.28e-6 1.15 8.68578E-08 8.68578E-05 0.000131603 0.000531517
1e-6 0.36e-6 0.66e-6 0.36e-6 0.55 8.17763E-08 8.17763E-05 0.000123904 1.79748
1e-6 0.36e-6 0.66e-6 0.36e-6 0.60 2.52951E-07 0.000252951 0.00038326 1.79134
1e-6 0.36e-6 0.66e-6 0.36e-6 0.65 6.91447E-07 0.000691447 0.00104765 1.77287
1e-6 0.36e-6 0.66e-6 0.36e-6 0.70 1.61512E-06 0.00161512 0.00244714 1.72146
1e-6 0.36e-6 0.66e-6 0.36e-6 0.75 3.11764E-06 0.00311764 0.0047237 1.48522
1e-6 0.36e-6 0.66e-6 0.36e-6 0.80 2.71071E-06 0.00271071 0.00410714 0.0762175
1e-6 0.36e-6 0.66e-6 0.36e-6 0.85 1.89158E-06 0.00189158 0.00286603 0.032309
1e-6 0.36e-6 0.66e-6 0.36e-6 0.90 1.21879E-06 0.00121879 0.00184664 0.0155228
1e-6 0.36e-6 0.66e-6 0.36e-6 0.95 7.07437E-07 0.000707437 0.00107187 0.00728026
1e-6 0.36e-6 0.66e-6 0.36e-6 1.00 3.59872E-07 0.000359872 0.000545261 0.00313338
1e-6 0.36e-6 0.66e-6 0.36e-6 1.05 1.57633E-07 0.000157633 0.000238839 0.00119676
1e-6 0.36e-6 0.66e-6 0.36e-6 1.10 6.00272E-08 6.00272E-05 9.09503E-05 0.000405859
1e-6 0.36e-6 0.66e-6 0.36e-6 1.15 2.05788E-08 2.05788E-05 3.118E-05 0.000125857
1e-6 0.36e-6 0.66e-6 0.50e-6 0.55 8.17452E-08 8.17452E-05 0.000123856 1.79635
1e-6 0.36e-6 0.66e-6 0.50e-6 0.60 2.52641E-07 0.000252641 0.000382789 1.78733
1e-6 0.36e-6 0.66e-6 0.50e-6 0.65 6.88979E-07 0.000688979 0.00104391 1.75938
1e-6 0.36e-6 0.66e-6 0.50e-6 0.70 1.59742E-06 0.00159742 0.00242034 1.6714
1e-6 0.36e-6 0.66e-6 0.50e-6 0.75 2.0817E-06 0.0020817 0.00315408 0.12692
1e-6 0.36e-6 0.66e-6 0.50e-6 0.80 1.49168E-06 0.00149168 0.00226012 0.0357042
1e-6 0.36e-6 0.66e-6 0.50e-6 0.85 9.9695E-07 0.00099695 0.00151053 0.0162355
1e-6 0.36e-6 0.66e-6 0.50e-6 0.90 6.08682E-07 0.000608682 0.000922245 0.00760393
1e-6 0.36e-6 0.66e-6 0.50e-6 0.95 3.30229E-07 0.000330229 0.000500347 0.00337059
1e-6 0.36e-6 0.66e-6 0.50e-6 1.00 1.55279E-07 0.000155279 0.000235272 0.00134752
1e-6 0.36e-6 0.66e-6 0.50e-6 1.05 6.29105E-08 6.29105E-05 9.5319E-05 0.000477043
1e-6 0.36e-6 0.66e-6 0.50e-6 1.10 2.25203E-08 2.25203E-05 3.41217E-05 0.000152206
1e-6 0.36e-6 0.66e-6 0.50e-6 1.15 7.3866E-09 7.3866E-06 1.11918E-05 4.51703E-05
1e-6 0.36e-6 2e-6 0.28e-6 0.55 8.18295E-08 8.18295E-05 4.09147E-05 1.79941
1e-6 0.36e-6 2e-6 0.28e-6 0.60 2.53468E-07 0.000253468 0.000126734 1.79799
1e-6 0.36e-6 2e-6 0.28e-6 0.65 6.95301E-07 0.000695301 0.00034765 1.79388
1e-6 0.36e-6 2e-6 0.28e-6 0.70 1.63717E-06 0.00163717 0.000818583 1.78352
1e-6 0.36e-6 2e-6 0.28e-6 0.75 3.27634E-06 0.00327634 0.00163817 1.76061
1e-6 0.36e-6 2e-6 0.28e-6 0.80 5.67884E-06 0.00567884 0.00283942 1.71008
1e-6 0.36e-6 2e-6 0.28e-6 0.85 8.4618E-06 0.0084618 0.0042309 1.31978
1e-6 0.36e-6 2e-6 0.28e-6 0.90 7.12014E-06 0.00712014 0.00356007 0.119753
1e-6 0.36e-6 2e-6 0.28e-6 0.95 4.48601E-06 0.00448601 0.002243 0.0507135
1e-6 0.36e-6 2e-6 0.28e-6 1.00 2.50684E-06 0.00250684 0.00125342 0.0226421
1e-6 0.36e-6 2e-6 0.28e-6 1.05 1.21567E-06 0.00121567 0.000607833 0.00935707
