VDS_V W_m L_m VGS_V NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag
5.0 1e-6 0.60e-6 2.045 0.0163868 23.6442 11521.5 0.999983 0.00132368
5.0 1e-6 0.60e-6 2.05 0.0163976 23.648 11531.5 0.999983 0.0013238
5.0 1e-6 0.60e-6 2.055 0.0164084 23.6517 11541.5 0.999983 0.00132392
5.0 1e-6 0.60e-6 2.06 0.0164192 23.6555 11551.5 0.999983 0.00132403
5.0 1e-6 0.60e-6 2.065 0.0164299 23.6592 11561.5 0.999983 0.00132415
5.0 1e-6 0.60e-6 2.07 0.0164407 23.6629 11571.5 0.999983 0.00132427
5.0 1e-6 0.60e-6 2.075 0.0164514 23.6667 11581.5 0.999983 0.00132438
5.0 1e-6 0.60e-6 2.08 0.0164621 23.6704 11591.5 0.999983 0.0013245
5.0 1e-6 0.60e-6 2.085 0.0164728 23.6741 11601.5 0.999983 0.00132461
5.0 1e-6 0.60e-6 2.09 0.0164834 23.6778 11611.4 0.999983 0.00132473
5.0 1e-6 0.60e-6 2.095 0.0164941 23.6815 11621.4 0.999983 0.00132484
5.0 1e-6 0.60e-6 2.1 0.0165047 23.6852 11631.4 0.999983 0.00132496
5.0 1e-6 0.60e-6 2.105 0.0165153 23.6889 11641.3 0.999983 0.00132507
5.0 1e-6 0.60e-6 2.11 0.0165259 23.6926 11651.3 0.999983 0.00132519
5.0 1e-6 0.60e-6 2.115 0.0165364 23.6963 11661.3 0.999983 0.0013253
5.0 1e-6 0.60e-6 2.12 0.0165469 23.7 11671.2 0.999983 0.00132541
5.0 1e-6 0.60e-6 2.125 0.0165574 23.7037 11681.2 0.999983 0.00132553
5.0 1e-6 0.60e-6 2.13 0.0165679 23.7074 11691.2 0.999983 0.00132564
5.0 1e-6 0.60e-6 2.135 0.0165784 23.7111 11701.1 0.999983 0.00132575
5.0 1e-6 0.60e-6 2.14 0.0165889 23.7148 11711.1 0.999983 0.00132586
5.0 1e-6 0.60e-6 2.145 0.0165993 23.7184 11721 0.999983 0.00132597
5.0 1e-6 0.60e-6 2.15 0.0166097 23.7221 11731 0.999983 0.00132609
5.0 1e-6 0.60e-6 2.155 0.0166201 23.7258 11740.9 0.999983 0.0013262
5.0 1e-6 0.60e-6 2.16 0.0166304 23.7294 11750.9 0.999983 0.00132631
5.0 1e-6 0.60e-6 2.165 0.0166408 23.7331 11760.8 0.999983 0.00132642
5.0 1e-6 0.60e-6 2.17 0.0166511 23.7368 11770.8 0.999983 0.00132653
5.0 1e-6 0.60e-6 2.175 0.0166614 23.7404 11780.7 0.999983 0.00132664
5.0 1e-6 0.60e-6 2.18 0.0166717 23.7441 11790.7 0.999983 0.00132675
5.0 1e-6 0.60e-6 2.185 0.0166819 23.7477 11800.6 0.999983 0.00132686
5.0 1e-6 0.60e-6 2.19 0.0166921 23.7514 11810.6 0.999983 0.00132697
5.0 1e-6 0.60e-6 2.195 0.0167023 23.755 11820.5 0.999983 0.00132707
5.0 1e-6 0.60e-6 2.2 0.0167125 23.7586 11830.5 0.999983 0.00132718
5.0 1e-6 0.60e-6 2.205 0.0167227 23.7623 11840.4 0.999983 0.00132729
5.0 1e-6 0.60e-6 2.21 0.0167328 23.7659 11850.4 0.999983 0.0013274
5.0 1e-6 0.60e-6 2.215 0.0167429 23.7695 11860.3 0.999983 0.00132751
5.0 1e-6 0.60e-6 2.22 0.016753 23.7732 11870.3 0.999983 0.00132762
5.0 1e-6 0.60e-6 2.225 0.016763 23.7768 11880.2 0.999983 0.00132772
5.0 1e-6 0.60e-6 2.23 0.0167731 23.7804 11890.1 0.999983 0.00132783
5.0 1e-6 0.60e-6 2.235 0.0167831 23.784 11900.1 0.999983 0.00132794
5.0 1e-6 0.60e-6 2.24 0.0167931 23.7876 11910 0.999983 0.00132804
5.0 1e-6 0.60e-6 2.245 0.016803 23.7912 11920 0.999983 0.00132815
5.0 1e-6 0.60e-6 2.25 0.0168129 23.7949 11929.9 0.999983 0.00132826
5.0 1e-6 0.60e-6 2.255 0.0168228 23.7985 11939.9 0.999983 0.00132836
5.0 1e-6 0.60e-6 2.26 0.0168327 23.8021 11949.9 0.999983 0.00132847
5.0 1e-6 0.60e-6 2.265 0.0168425 23.8057 11959.8 0.999983 0.00132857
5.0 1e-6 0.60e-6 2.27 0.0168524 23.8093 11969.8 0.999983 0.00132868
5.0 1e-6 0.60e-6 2.275 0.0168621 23.8129 11979.7 0.999983 0.00132878
5.0 1e-6 0.60e-6 2.28 0.0168719 23.8165 11989.7 0.999983 0.00132889
5.0 1e-6 0.60e-6 2.285 0.0168816 23.82 11999.6 0.999983 0.00132899
5.0 1e-6 0.60e-6 2.29 0.0168913 23.8236 12009.6 0.999983 0.0013291
5.0 1e-6 0.60e-6 2.295 0.016901 23.8272 12019.6 0.999983 0.0013292
5.0 1e-6 0.60e-6 2.3 0.0169106 23.8308 12029.5 0.999983 0.00132931
5.0 1e-6 0.60e-6 2.305 0.0169202 23.8344 12039.5 0.999983 0.00132941
5.0 1e-6 0.60e-6 2.31 0.0169298 23.838 12049.5 0.999983 0.00132951
5.0 1e-6 0.60e-6 2.315 0.0169394 23.8415 12059.4 0.999983 0.00132962
5.0 1e-6 0.60e-6 2.32 0.0169489 23.8451 12069.4 0.999983 0.00132972
5.0 1e-6 0.60e-6 2.325 0.0169583 23.8487 12079.4 0.999983 0.00132982
5.0 1e-6 0.60e-6 2.33 0.0169678 23.8523 12089.3 0.999983 0.00132993
5.0 1e-6 0.60e-6 2.335 0.0169772 23.8558 12099.3 0.999983 0.00133003
5.0 1e-6 0.60e-6 2.34 0.0169865 23.8594 12109.3 0.999983 0.00133013
5.0 1e-6 0.60e-6 2.345 0.0169959 23.8629 12119.3 0.999983 0.00133023
5.0 1e-6 0.60e-6 2.35 0.0170052 23.8665 12129.2 0.999983 0.00133034
5.0 1e-6 0.60e-6 2.355 0.0170144 23.8701 12139.2 0.999983 0.00133044
5.0 1e-6 0.60e-6 2.36 0.0170236 23.8736 12149.2 0.999983 0.00133054
5.0 1e-6 0.60e-6 2.365 0.0170328 23.8772 12159.2 0.999983 0.00133064
5.0 1e-6 0.60e-6 2.37 0.017042 23.8807 12169.2 0.999983 0.00133074
5.0 1e-6 0.60e-6 2.375 0.017051 23.8843 12179.2 0.999983 0.00133085
5.0 1e-6 0.60e-6 2.38 0.0170601 23.8878 12189.2 0.999983 0.00133095
5.0 1e-6 0.60e-6 2.385 0.0170691 23.8914 12199.2 0.999983 0.00133105
5.0 1e-6 0.60e-6 2.39 0.0170781 23.8949 12209.2 0.999983 0.00133115
5.0 1e-6 0.60e-6 2.395 0.017087 23.8985 12219.2 0.999983 0.00133125
5.0 1e-6 0.60e-6 2.4 0.0170959 23.902 12229.2 0.999983 0.00133135
5.0 1e-6 0.60e-6 2.405 0.0171047 23.9055 12239.2 0.999983 0.00133145
5.0 1e-6 0.60e-6 2.41 0.0171135 23.9091 12249.2 0.999983 0.00133155
5.0 1e-6 0.60e-6 2.415 0.0171222 23.9126 12259.2 0.999983 0.00133165
5.0 1e-6 0.60e-6 2.42 0.0171309 23.9161 12269.2 0.999983 0.00133175
5.0 1e-6 0.60e-6 2.425 0.0171395 23.9197 12279.2 0.999983 0.00133185
5.0 1e-6 0.60e-6 2.43 0.0171481 23.9232 12289.2 0.999983 0.00133195
5.0 1e-6 0.60e-6 2.435 0.0171567 23.9267 12299.3 0.999983 0.00133205
5.0 1e-6 0.60e-6 2.44 0.0171651 23.9302 12309.3 0.999983 0.00133215
5.0 1e-6 0.60e-6 2.445 0.0171735 23.9338 12319.3 0.999983 0.00133225
5.0 1e-6 0.60e-6 2.45 0.0171819 23.9373 12329.3 0.999983 0.00133235
5.0 1e-6 0.60e-6 2.455 0.0171902 23.9408 12339.4 0.999983 0.00133245
5.0 1e-6 0.60e-6 2.46 0.0171985 23.9443 12349.4 0.999983 0.00133255
5.0 1e-6 0.60e-6 2.465 0.0172066 23.9478 12359.4 0.999983 0.00133265
5.0 1e-6 0.60e-6 2.47 0.0172147 23.9513 12369.5 0.999983 0.00133275
5.0 1e-6 0.60e-6 2.475 0.0172228 23.9548 12379.5 0.999983 0.00133285
5.0 1e-6 0.60e-6 2.48 0.0172308 23.9583 12389.6 0.999983 0.00133295
5.0 1e-6 0.60e-6 2.485 0.0172387 23.9619 12399.6 0.999983 0.00133305
5.0 1e-6 0.60e-6 2.49 0.0172466 23.9654 12409.6 0.999983 0.00133315
5.0 1e-6 0.60e-6 2.495 0.0172543 23.9689 12419.7 0.999983 0.00133325
5.0 1e-6 0.60e-6 2.5 0.017262 23.9724 12429.8 0.999983 0.00133334
5.0 1e-6 0.70e-6 0.5 0.00441754 20.7097 5837.68 0.999991 0.000782563
5.0 1e-6 0.70e-6 0.505 0.00468658 21.1916 6528.51 0.999991 0.00078308
5.0 1e-6 0.70e-6 0.51 0.00496961 21.6675 7290.47 0.999992 0.000783723
5.0 1e-6 0.70e-6 0.515 0.00526683 22.1368 8128.06 0.999992 0.000784501
5.0 1e-6 0.70e-6 0.52 0.00557832 22.5985 9045.27 0.999993 0.000785427
5.0 1e-6 0.70e-6 0.525 0.00590398 23.0515 10045.3 0.999993 0.000786511
5.0 1e-6 0.70e-6 0.53 0.00624349 23.4947 11130 0.999993 0.000787767
5.0 1e-6 0.70e-6 0.535 0.00659629 23.9269 12299.9 0.999994 0.000789208
5.0 1e-6 0.70e-6 0.54 0.00696151 24.3466 13553 0.999994 0.000790849
5.0 1e-6 0.70e-6 0.545 0.0073379 24.7523 14884.9 0.999994 0.000792704
5.0 1e-6 0.70e-6 0.55 0.00772384 25.1423 16288 0.999994 0.000794789
5.0 1e-6 0.70e-6 0.555 0.00811725 25.5147 17750.9 0.999994 0.000797122
5.0 1e-6 0.70e-6 0.56 0.00851559 25.8676 19257.9 0.999995 0.000799719
5.0 1e-6 0.70e-6 0.565 0.00891587 26.1991 20789.2 0.999995 0.000802597
5.0 1e-6 0.70e-6 0.57 0.00931467 26.5071 22320.6 0.999995 0.000805776
5.0 1e-6 0.70e-6 0.575 0.00970822 26.7896 23824.3 0.999995 0.000809275
5.0 1e-6 0.70e-6 0.58 0.0100925 27.0448 25269.4 0.999995 0.000813112
5.0 1e-6 0.70e-6 0.585 0.0104635 27.2711 26623.8 0.999995 0.000817309
5.0 1e-6 0.70e-6 0.59 0.0108172 27.4672 27855.4 0.999995 0.000821883
5.0 1e-6 0.70e-6 0.595 0.01115 27.632 28934.7 0.999995 0.000826856
5.0 1e-6 0.70e-6 0.6 0.0114587 27.765 29836.3 0.999995 0.000832247
5.0 1e-6 0.70e-6 0.605 0.011741 27.8663 30541.2 0.999995 0.000838075
5.0 1e-6 0.70e-6 0.61 0.0119954 27.9362 31037.6 0.999995 0.000844358
5.0 1e-6 0.70e-6 0.615 0.012221 27.9757 31321.9 0.999995 0.000851113
5.0 1e-6 0.70e-6 0.62 0.0124183 27.9863 31398.4 0.999995 0.000858356
5.0 1e-6 0.70e-6 0.625 0.0125882 27.9697 31278.6 0.999995 0.000866102
5.0 1e-6 0.70e-6 0.63 0.0127325 27.9281 30980 0.999995 0.000874362
5.0 1e-6 0.70e-6 0.635 0.0128537 27.8638 30523.9 0.999995 0.000883146
5.0 1e-6 0.70e-6 0.64 0.0129543 27.7793 29934.5 0.999995 0.00089246
5.0 1e-6 0.70e-6 0.645 0.0130372 27.677 29236.6 0.999994 0.000902308
5.0 1e-6 0.70e-6 0.65 0.0131054 27.5595 28454.7 0.999994 0.000912688
5.0 1e-6 0.70e-6 0.655 0.0131618 27.4291 27611.6 0.999994 0.000923598
5.0 1e-6 0.70e-6 0.66 0.0132089 27.2881 26728.1 0.999994 0.000935027
5.0 1e-6 0.70e-6 0.665 0.0132492 27.1387 25822.3 0.999994 0.000946963
5.0 1e-6 0.70e-6 0.67 0.0132846 26.9827 24909.5 0.999993 0.000959387
5.0 1e-6 0.70e-6 0.675 0.0133171 26.8219 24002.2 0.999993 0.000972277
5.0 1e-6 0.70e-6 0.68 0.0133481 26.6578 23110.7 0.999993 0.000985605
5.0 1e-6 0.70e-6 0.685 0.0133786 26.4919 22242.7 0.999993 0.000999337
5.0 1e-6 0.70e-6 0.69 0.0134097 26.3254 21404.2 0.999992 0.00101344
5.0 1e-6 0.70e-6 0.695 0.0134419 26.1594 20599.4 0.999992 0.00102786
5.0 1e-6 0.70e-6 0.7 0.0134757 25.9947 19830.9 0.999992 0.00104257
5.0 1e-6 0.70e-6 0.705 0.0135113 25.8321 19100.7 0.999991 0.00105751
5.0 1e-6 0.70e-6 0.71 0.0135489 25.6725 18409.4 0.999991 0.00107264
5.0 1e-6 0.70e-6 0.715 0.0135884 25.5162 17757.1 0.999991 0.00108789
5.0 1e-6 0.70e-6 0.72 0.0136297 25.3639 17143.3 0.99999 0.00110321
5.0 1e-6 0.70e-6 0.725 0.0136727 25.2159 16567.3 0.99999 0.00111855
5.0 1e-6 0.70e-6 0.73 0.0137171 25.0726 16027.8 0.99999 0.00113386
5.0 1e-6 0.70e-6 0.735 0.0137629 24.9342 15523.6 0.999989 0.00114908
5.0 1e-6 0.70e-6 0.74 0.0138096 24.801 15053.2 0.999989 0.00116416
5.0 1e-6 0.70e-6 0.745 0.0138571 24.6731 14614.9 0.999988 0.00117905
5.0 1e-6 0.70e-6 0.75 0.0139053 24.5507 14207.3 0.999988 0.0011937
5.0 1e-6 0.70e-6 0.755 0.0139538 24.4338 13828.8 0.999988 0.00120807
5.0 1e-6 0.70e-6 0.76 0.0140025 24.3225 13477.7 0.999987 0.00122213
5.0 1e-6 0.70e-6 0.765 0.0140513 24.2169 13152.5 0.999987 0.00123583
5.0 1e-6 0.70e-6 0.77 0.0141002 24.1168 12851.8 0.999987 0.00124916
5.0 1e-6 0.70e-6 0.775 0.0141489 24.0223 12574.1 0.999986 0.00126208
5.0 1e-6 0.70e-6 0.78 0.0141974 23.9333 12318.1 0.999986 0.00127457
5.0 1e-6 0.70e-6 0.785 0.0142457 23.8498 12082.5 0.999986 0.00128662
5.0 1e-6 0.70e-6 0.79 0.0142939 23.7716 11865.9 0.999985 0.00129822
5.0 1e-6 0.70e-6 0.795 0.0143418 23.6986 11667.4 0.999985 0.00130935
5.0 1e-6 0.70e-6 0.8 0.0143896 23.6307 11485.6 0.999985 0.00132002
5.0 1e-6 0.70e-6 0.805 0.0144372 23.5678 11319.7 0.999984 0.00133023
5.0 1e-6 0.70e-6 0.81 0.0144847 23.5096 11168.5 0.999984 0.00133997
5.0 1e-6 0.70e-6 0.815 0.0145321 23.4562 11031.2 0.999984 0.00134925
5.0 1e-6 0.70e-6 0.82 0.0145795 23.4071 10906.8 0.999984 0.00135808
5.0 1e-6 0.70e-6 0.825 0.0146269 23.3624 10794.6 0.999983 0.00136647
5.0 1e-6 0.70e-6 0.83 0.0146744 23.3218 10693.7 0.999983 0.00137444
5.0 1e-6 0.70e-6 0.835 0.0147219 23.2852 10603.3 0.999983 0.00138199
5.0 1e-6 0.70e-6 0.84 0.0147696 23.2523 10522.9 0.999983 0.00138914
5.0 1e-6 0.70e-6 0.845 0.0148175 23.2229 10451.8 0.999983 0.00139591
5.0 1e-6 0.70e-6 0.85 0.0148655 23.197 10389.2 0.999983 0.00140231
5.0 1e-6 0.70e-6 0.855 0.0149137 23.1742 10334.6 0.999982 0.00140835
5.0 1e-6 0.70e-6 0.86 0.0149621 23.1545 10287.5 0.999982 0.00141406
5.0 1e-6 0.70e-6 0.865 0.0150108 23.1375 10247.3 0.999982 0.00141945
5.0 1e-6 0.70e-6 0.87 0.0150595 23.1233 10213.6 0.999982 0.00142453
5.0 1e-6 0.70e-6 0.875 0.0151085 23.1115 10185.8 0.999982 0.00142933
5.0 1e-6 0.70e-6 0.88 0.0151576 23.102 10163.5 0.999982 0.00143385
5.0 1e-6 0.70e-6 0.885 0.0152069 23.0947 10146.3 0.999982 0.00143812
5.0 1e-6 0.70e-6 0.89 0.0152563 23.0894 10133.8 0.999982 0.00144215
5.0 1e-6 0.70e-6 0.895 0.0153057 23.0859 10125.7 0.999982 0.00144595
5.0 1e-6 0.70e-6 0.9 0.0153552 23.0842 10121.5 0.999981 0.00144953
5.0 1e-6 0.70e-6 0.905 0.0154046 23.0839 10121 0.999981 0.00145291
5.0 1e-6 0.70e-6 0.91 0.015454 23.0851 10123.8 0.999981 0.00145611
5.0 1e-6 0.70e-6 0.915 0.0155034 23.0876 10129.6 0.999981 0.00145912
5.0 1e-6 0.70e-6 0.92 0.0155526 23.0913 10138.2 0.999981 0.00146198
5.0 1e-6 0.70e-6 0.925 0.0156016 23.096 10149.3 0.999981 0.00146467
5.0 1e-6 0.70e-6 0.93 0.0156504 23.1017 10162.6 0.999981 0.00146722
5.0 1e-6 0.70e-6 0.935 0.015699 23.1082 10178 0.999981 0.00146964
5.0 1e-6 0.70e-6 0.94 0.0157473 23.1155 10195.1 0.999981 0.00147193
5.0 1e-6 0.70e-6 0.945 0.0157952 23.1234 10213.9 0.999981 0.0014741
5.0 1e-6 0.70e-6 0.95 0.0158427 23.132 10234.1 0.999981 0.00147616
5.0 1e-6 0.70e-6 0.955 0.0158899 23.141 10255.5 0.999981 0.00147812
5.0 1e-6 0.70e-6 0.96 0.0159366 23.1505 10278 0.999981 0.00147998
5.0 1e-6 0.70e-6 0.965 0.0159828 23.1603 10301.4 0.999981 0.00148175
5.0 1e-6 0.70e-6 0.97 0.0160285 23.1704 10325.6 0.999981 0.00148344
5.0 1e-6 0.70e-6 0.975 0.0160737 23.1808 10350.5 0.999981 0.00148504
5.0 1e-6 0.70e-6 0.98 0.0161183 23.1914 10375.8 0.999981 0.00148658
5.0 1e-6 0.70e-6 0.985 0.0161623 23.2021 10401.6 0.999981 0.00148804
5.0 1e-6 0.70e-6 0.99 0.0162057 23.213 10427.7 0.999981 0.00148945
5.0 1e-6 0.70e-6 0.995 0.0162485 23.2239 10454 0.999981 0.00149079
5.0 1e-6 0.70e-6 1 0.0162906 23.2348 10480.5 0.999981 0.00149207
5.0 1e-6 0.70e-6 1.005 0.0163321 23.2457 10507 0.999981 0.00149331
5.0 1e-6 0.70e-6 1.01 0.0163729 23.2566 10533.5 0.999981 0.00149449
5.0 1e-6 0.70e-6 1.015 0.0164131 23.2674 10559.9 0.999981 0.00149563
5.0 1e-6 0.70e-6 1.02 0.0164525 23.2781 10586.1 0.999981 0.00149673
5.0 1e-6 0.70e-6 1.025 0.0164913 23.2888 10612.2 0.999981 0.00149778
5.0 1e-6 0.70e-6 1.03 0.0165293 23.2993 10638 0.999981 0.0014988
5.0 1e-6 0.70e-6 1.035 0.0165667 23.3096 10663.6 0.999981 0.00149978
5.0 1e-6 0.70e-6 1.04 0.0166034 23.3199 10688.8 0.999981 0.00150073
5.0 1e-6 0.70e-6 1.045 0.0166393 23.3299 10713.7 0.999981 0.00150165
5.0 1e-6 0.70e-6 1.05 0.0166746 23.3398 10738.2 0.999981 0.00150254
5.0 1e-6 0.70e-6 1.055 0.0167092 23.3495 10762.2 0.999981 0.0015034
5.0 1e-6 0.70e-6 1.06 0.0167431 23.359 10785.9 0.999981 0.00150423
5.0 1e-6 0.70e-6 1.065 0.0167764 23.3682 10809.1 0.999981 0.00150504
5.0 1e-6 0.70e-6 1.07 0.0168089 23.3773 10831.9 0.999981 0.00150583
5.0 1e-6 0.70e-6 1.075 0.0168408 23.3862 10854.2 0.999981 0.00150659
5.0 1e-6 0.70e-6 1.08 0.0168721 23.3949 10876 0.999981 0.00150734
5.0 1e-6 0.70e-6 1.085 0.0169027 23.4034 10897.3 0.999981 0.00150806
5.0 1e-6 0.70e-6 1.09 0.0169327 23.4116 10918.1 0.999981 0.00150877
5.0 1e-6 0.70e-6 1.095 0.0169621 23.4197 10938.5 0.999981 0.00150946
5.0 1e-6 0.70e-6 1.1 0.0169908 23.4275 10958.4 0.999981 0.00151013
5.0 1e-6 0.70e-6 1.105 0.017019 23.4352 10977.7 0.999981 0.00151079
5.0 1e-6 0.70e-6 1.11 0.0170466 23.4426 10996.6 0.999981 0.00151143
5.0 1e-6 0.70e-6 1.115 0.0170736 23.4498 11015 0.999981 0.00151206
5.0 1e-6 0.70e-6 1.12 0.0171001 23.4569 11033 0.999981 0.00151267
5.0 1e-6 0.70e-6 1.125 0.017126 23.4637 11050.4 0.999981 0.00151327
5.0 1e-6 0.70e-6 1.13 0.0171514 23.4704 11067.4 0.999981 0.00151386
5.0 1e-6 0.70e-6 1.135 0.0171763 23.4768 11084 0.999981 0.00151443
5.0 1e-6 0.70e-6 1.14 0.0172007 23.4831 11100.1 0.999981 0.001515
5.0 1e-6 0.70e-6 1.145 0.0172246 23.4892 11115.8 0.999981 0.00151555
5.0 1e-6 0.70e-6 1.15 0.017248 23.4951 11131 0.999981 0.0015161
5.0 1e-6 0.70e-6 1.155 0.017271 23.5009 11145.8 0.999981 0.00151663
5.0 1e-6 0.70e-6 1.16 0.0172935 23.5064 11160.2 0.999981 0.00151716
5.0 1e-6 0.70e-6 1.165 0.0173156 23.5119 11174.2 0.999981 0.00151767
5.0 1e-6 0.70e-6 1.17 0.0173373 23.5171 11187.9 0.999981 0.00151818
5.0 1e-6 0.70e-6 1.175 0.0173585 23.5223 11201.1 0.999981 0.00151868
5.0 1e-6 0.70e-6 1.18 0.0173794 23.5272 11214 0.999981 0.00151917
5.0 1e-6 0.70e-6 1.185 0.0173999 23.5321 11226.6 0.999981 0.00151965
5.0 1e-6 0.70e-6 1.19 0.0174201 23.5368 11238.8 0.999981 0.00152013
5.0 1e-6 0.70e-6 1.195 0.0174398 23.5413 11250.7 0.999981 0.0015206
5.0 1e-6 0.70e-6 1.2 0.0174593 23.5458 11262.2 0.999981 0.00152106
5.0 1e-6 0.70e-6 1.205 0.0174784 23.5501 11273.5 0.999981 0.00152151
5.0 1e-6 0.70e-6 1.21 0.0174971 23.5543 11284.4 0.999981 0.00152196
5.0 1e-6 0.70e-6 1.215 0.0175156 23.5584 11295.1 0.999981 0.0015224
5.0 1e-6 0.70e-6 1.22 0.0175338 23.5624 11305.5 0.999981 0.00152283
5.0 1e-6 0.70e-6 1.225 0.0175517 23.5662 11315.6 0.999981 0.00152326
5.0 1e-6 0.70e-6 1.23 0.0175693 23.57 11325.5 0.999981 0.00152369
5.0 1e-6 0.70e-6 1.235 0.0175866 23.5737 11335.2 0.999981 0.0015241
5.0 1e-6 0.70e-6 1.24 0.0176037 23.5773 11344.6 0.999981 0.00152452
5.0 1e-6 0.70e-6 1.245 0.0176205 23.5808 11353.7 0.999981 0.00152492
5.0 1e-6 0.70e-6 1.25 0.0176371 23.5842 11362.7 0.999981 0.00152532
5.0 1e-6 0.70e-6 1.255 0.0176535 23.5875 11371.5 0.999981 0.00152572
5.0 1e-6 0.70e-6 1.26 0.0176696 23.5908 11380 0.999981 0.00152611
5.0 1e-6 0.70e-6 1.265 0.0176856 23.594 11388.4 0.999981 0.0015265
5.0 1e-6 0.70e-6 1.27 0.0177013 23.5971 11396.6 0.999981 0.00152688
5.0 1e-6 0.70e-6 1.275 0.0177168 23.6001 11404.6 0.999981 0.00152726
5.0 1e-6 0.70e-6 1.28 0.0177322 23.6031 11412.5 0.999981 0.00152763
5.0 1e-6 0.70e-6 1.285 0.0177473 23.606 11420.2 0.999981 0.001528
5.0 1e-6 0.70e-6 1.29 0.0177623 23.6089 11427.8 0.999981 0.00152837
5.0 1e-6 0.70e-6 1.295 0.0177771 23.6117 11435.2 0.999981 0.00152873
5.0 1e-6 0.70e-6 1.3 0.0177918 23.6144 11442.5 0.999981 0.00152908
5.0 1e-6 0.70e-6 1.305 0.0178063 23.6171 11449.6 0.999981 0.00152944
5.0 1e-6 0.70e-6 1.31 0.0178206 23.6198 11456.6 0.999981 0.00152979
5.0 1e-6 0.70e-6 1.315 0.0178348 23.6224 11463.6 0.999981 0.00153013
5.0 1e-6 0.70e-6 1.32 0.0178489 23.625 11470.4 0.999981 0.00153047
5.0 1e-6 0.70e-6 1.325 0.0178628 23.6275 11477.1 0.999981 0.00153081
5.0 1e-6 0.70e-6 1.33 0.0178767 23.63 11483.7 0.999981 0.00153114
5.0 1e-6 0.70e-6 1.335 0.0178903 23.6324 11490.2 0.999981 0.00153148
5.0 1e-6 0.70e-6 1.34 0.0179039 23.6348 11496.6 0.999981 0.0015318
5.0 1e-6 0.70e-6 1.345 0.0179174 23.6372 11503 0.999981 0.00153213
5.0 1e-6 0.70e-6 1.35 0.0179307 23.6396 11509.2 0.999981 0.00153245
5.0 1e-6 0.70e-6 1.355 0.017944 23.6419 11515.4 0.999981 0.00153277
5.0 1e-6 0.70e-6 1.36 0.0179571 23.6442 11521.5 0.999981 0.00153308
5.0 1e-6 0.70e-6 1.365 0.0179702 23.6465 11527.6 0.999981 0.00153339
5.0 1e-6 0.70e-6 1.37 0.0179832 23.6487 11533.6 0.999981 0.0015337
5.0 1e-6 0.70e-6 1.375 0.017996 23.651 11539.5 0.999981 0.00153401
5.0 1e-6 0.70e-6 1.38 0.0180088 23.6532 11545.4 0.999981 0.00153431
5.0 1e-6 0.70e-6 1.385 0.0180216 23.6554 11551.3 0.999981 0.00153461
5.0 1e-6 0.70e-6 1.39 0.0180342 23.6575 11557.1 0.999981 0.00153491
5.0 1e-6 0.70e-6 1.395 0.0180468 23.6597 11562.8 0.999981 0.0015352
5.0 1e-6 0.70e-6 1.4 0.0180593 23.6618 11568.5 0.999981 0.00153549
5.0 1e-6 0.70e-6 1.405 0.0180717 23.6639 11574.2 0.999981 0.00153578
5.0 1e-6 0.70e-6 1.41 0.0180841 23.666 11579.9 0.999981 0.00153607
5.0 1e-6 0.70e-6 1.415 0.0180964 23.6681 11585.5 0.999981 0.00153635
5.0 1e-6 0.70e-6 1.42 0.0181086 23.6702 11591 0.999981 0.00153663
5.0 1e-6 0.70e-6 1.425 0.0181208 23.6723 11596.6 0.999981 0.00153691
5.0 1e-6 0.70e-6 1.43 0.018133 23.6744 11602.1 0.999981 0.00153719
5.0 1e-6 0.70e-6 1.435 0.018145 23.6764 11607.6 0.999981 0.00153746
5.0 1e-6 0.70e-6 1.44 0.0181571 23.6785 11613.1 0.999981 0.00153773
5.0 1e-6 0.70e-6 1.445 0.0181691 23.6805 11618.6 0.999981 0.001538
5.0 1e-6 0.70e-6 1.45 0.018181 23.6825 11624.1 0.999981 0.00153827
5.0 1e-6 0.70e-6 1.455 0.0181929 23.6846 11629.5 0.999981 0.00153853
5.0 1e-6 0.70e-6 1.46 0.0182048 23.6866 11635 0.999981 0.0015388
5.0 1e-6 0.70e-6 1.465 0.0182166 23.6886 11640.4 0.999981 0.00153906
5.0 1e-6 0.70e-6 1.47 0.0182284 23.6906 11645.8 0.999981 0.00153932
5.0 1e-6 0.70e-6 1.475 0.0182401 23.6926 11651.2 0.999981 0.00153957
5.0 1e-6 0.70e-6 1.48 0.0182518 23.6946 11656.6 0.999981 0.00153983
5.0 1e-6 0.70e-6 1.485 0.0182635 23.6966 11662 0.999981 0.00154008
5.0 1e-6 0.70e-6 1.49 0.0182752 23.6986 11667.4 0.999981 0.00154033
5.0 1e-6 0.70e-6 1.495 0.0182868 23.7006 11672.8 0.999981 0.00154058
5.0 1e-6 0.70e-6 1.5 0.0182984 23.7026 11678.2 0.999981 0.00154082
5.0 1e-6 0.70e-6 1.505 0.0183099 23.7046 11683.6 0.999981 0.00154107
5.0 1e-6 0.70e-6 1.51 0.0183215 23.7066 11689 0.999981 0.00154131
5.0 1e-6 0.70e-6 1.515 0.018333 23.7086 11694.5 0.999981 0.00154155
5.0 1e-6 0.70e-6 1.52 0.0183445 23.7106 11699.9 0.999981 0.00154179
5.0 1e-6 0.70e-6 1.525 0.0183559 23.7126 11705.3 0.999981 0.00154202
5.0 1e-6 0.70e-6 1.53 0.0183674 23.7146 11710.7 0.999981 0.00154226
