N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
0.22e-6 0.50e-6 30e-6 0.36e-6 0.95 0.0432073 16.6053 2234.85 0.996768 0.0775225
0.22e-6 0.50e-6 30e-6 0.36e-6 1.00 0.0318828 14.5738 1381.44 0.996988 0.0740554
0.22e-6 0.50e-6 30e-6 0.36e-6 1.05 0.0335207 15.848 1870.32 0.997922 0.0611469
0.22e-6 0.50e-6 30e-6 0.36e-6 1.10 0.0296847 15.6007 1764.16 0.998109 0.0582287
0.22e-6 0.50e-6 30e-6 0.36e-6 1.15 0.026109 15.5534 1744.69 0.998334 0.0546388
0.22e-6 0.50e-6 30e-6 0.50e-6 0.55 0.0822822 19.0483 3954.54 0.993975 0.107408
0.22e-6 0.50e-6 30e-6 0.50e-6 0.60 0.0779825 18.6226 3580.7 0.993989 0.107171
0.22e-6 0.50e-6 30e-6 0.50e-6 0.65 0.0733747 18.142 3200.42 0.994007 0.106879
0.22e-6 0.50e-6 30e-6 0.50e-6 0.70 0.0683953 17.5923 2814.09 0.994033 0.106496
0.22e-6 0.50e-6 30e-6 0.50e-6 0.75 0.0629476 16.9524 2421.8 0.99407 0.105963
0.22e-6 0.50e-6 30e-6 0.50e-6 0.80 0.0569043 16.19 2023.9 0.994127 0.105197
0.22e-6 0.50e-6 30e-6 0.50e-6 0.85 0.0501039 15.2537 1621.84 0.994215 0.104061
0.22e-6 0.50e-6 30e-6 0.50e-6 0.90 0.0423323 14.0565 1219.17 0.994352 0.102309
0.22e-6 0.50e-6 30e-6 0.50e-6 0.95 0.0333786 12.4625 829.447 0.994593 0.0993044
0.22e-6 0.50e-6 30e-6 0.50e-6 1.00 0.034567 13.5749 1087.03 0.996306 0.0815113
0.22e-6 0.50e-6 30e-6 0.50e-6 1.05 0.0307718 13.3491 1029.59 0.996672 0.0771919
0.22e-6 0.50e-6 30e-6 0.50e-6 1.10 0.0264817 13.1239 975.213 0.997034 0.0727899
0.22e-6 0.50e-6 30e-6 0.50e-6 1.15 0.0244469 13.79 1145.35 0.997457 0.0677347
1e-6 0.28e-6 0.66e-6 0.28e-6 0.55 0.156901 37.2912 267925 0.99999 0.00260439
1e-6 0.28e-6 0.66e-6 0.28e-6 0.60 0.0942613 32.8 95222.8 0.999985 0.00270959
1e-6 0.28e-6 0.66e-6 0.28e-6 0.65 0.0559909 28.1846 32867.7 0.999976 0.00283532
1e-6 0.28e-6 0.66e-6 0.28e-6 0.70 0.0364331 24.3697 13625.3 0.999965 0.00292267
1e-6 0.28e-6 0.66e-6 0.28e-6 0.75 0.027759 21.9526 7788.46 0.999955 0.0028623
1e-6 0.28e-6 0.66e-6 0.28e-6 0.80 0.0406891 25.1755 16413.5 0.999967 0.00301568
1e-6 0.28e-6 0.66e-6 0.28e-6 0.85 0.0697627 29.7555 47212.5 0.999978 0.00325032
1e-6 0.28e-6 0.66e-6 0.28e-6 0.90 0.105165 33.2508 105644 0.999983 0.00334334
1e-6 0.28e-6 0.66e-6 0.28e-6 0.95 0.148627 36.2257 209621 0.999986 0.00337963
1e-6 0.28e-6 0.66e-6 0.28e-6 1.00 0.200999 38.8436 383063 0.999988 0.00338947
1e-6 0.28e-6 0.66e-6 0.28e-6 1.05 0.255723 40.9492 622096 0.99999 0.00338209
1e-6 0.28e-6 0.66e-6 0.28e-6 1.10 0.298161 42.3127 851547 0.99999 0.00335939
1e-6 0.28e-6 0.66e-6 0.28e-6 1.15 0.324616 43.0946 1.01954E+06 0.999991 0.0033213
1e-6 0.28e-6 0.66e-6 0.36e-6 0.55 0.128491 35.232 166740 0.999987 0.0029207
1e-6 0.28e-6 0.66e-6 0.36e-6 0.60 0.0821707 31.2946 67313.7 0.999981 0.00302263
1e-6 0.28e-6 0.66e-6 0.36e-6 0.65 0.0502613 26.9594 24776.3 0.999972 0.00313381
1e-6 0.28e-6 0.66e-6 0.36e-6 0.70 0.0324082 23.1057 10172 0.999959 0.00303357
1e-6 0.28e-6 0.66e-6 0.36e-6 0.75 0.0387945 24.6046 14385.3 0.999964 0.00311875
1e-6 0.28e-6 0.66e-6 0.36e-6 0.80 0.0749161 30.2056 52373.4 0.999978 0.00338945
1e-6 0.28e-6 0.66e-6 0.36e-6 0.85 0.117456 34.0218 126176 0.999983 0.00353052
1e-6 0.28e-6 0.66e-6 0.36e-6 0.90 0.164349 36.9012 244909 0.999986 0.00358975
1e-6 0.28e-6 0.66e-6 0.36e-6 0.95 0.211734 39.0991 406283 0.999987 0.00361084
1e-6 0.28e-6 0.66e-6 0.36e-6 1.00 0.252917 40.6682 583114 0.999989 0.003606
1e-6 0.28e-6 0.66e-6 0.36e-6 1.05 0.282773 41.6866 737218 0.999989 0.00358008
1e-6 0.28e-6 0.66e-6 0.36e-6 1.10 0.304255 42.3936 867560 0.99999 0.00353379
1e-6 0.28e-6 0.66e-6 0.36e-6 1.15 0.323616 43.016 1.00126E+06 0.99999 0.00346892
1e-6 0.28e-6 0.66e-6 0.50e-6 0.55 0.101994 32.5845 90610 0.999981 0.003476
1e-6 0.28e-6 0.66e-6 0.50e-6 0.60 0.0721963 29.5503 45031.1 0.999975 0.00357036
1e-6 0.28e-6 0.66e-6 0.50e-6 0.65 0.046686 25.7551 18763.7 0.999965 0.00362276
1e-6 0.28e-6 0.66e-6 0.50e-6 0.70 0.0394641 24.2699 13314.8 0.99996 0.00344564
1e-6 0.28e-6 0.66e-6 0.50e-6 0.75 0.072859 29.517 44687.2 0.999975 0.00365336
1e-6 0.28e-6 0.66e-6 0.50e-6 0.80 0.119619 33.7318 118023 0.999981 0.00387022
1e-6 0.28e-6 0.66e-6 0.50e-6 0.85 0.164777 36.4679 221644 0.999984 0.00397089
1e-6 0.28e-6 0.66e-6 0.50e-6 0.90 0.203828 38.3157 339212 0.999985 0.00401432
1e-6 0.28e-6 0.66e-6 0.50e-6 0.95 0.235191 39.5971 455652 0.999986 0.00402124
1e-6 0.28e-6 0.66e-6 0.50e-6 1.00 0.259257 40.5197 563507 0.999987 0.00399782
1e-6 0.28e-6 0.66e-6 0.50e-6 1.05 0.278518 41.2559 667621 0.999987 0.00394702
1e-6 0.28e-6 0.66e-6 0.50e-6 1.10 0.296548 41.9484 783038 0.999988 0.00386945
1e-6 0.28e-6 0.66e-6 0.50e-6 1.15 0.315967 42.6644 923382 0.999989 0.00377012
1e-6 0.28e-6 2e-6 0.28e-6 0.55 0.156239 36.1157 204376 0.999975 0.00566246
1e-6 0.28e-6 2e-6 0.28e-6 0.60 0.124337 34.0857 128047 0.999972 0.00576224
1e-6 0.28e-6 2e-6 0.28e-6 0.65 0.0852746 30.7425 59272.1 0.999966 0.00588419
1e-6 0.28e-6 2e-6 0.28e-6 0.70 0.0569529 27.1685 26000.4 0.999957 0.00599279
1e-6 0.28e-6 2e-6 0.28e-6 0.75 0.0386785 23.7821 11894.8 0.999944 0.00602531
1e-6 0.28e-6 2e-6 0.28e-6 0.80 0.0248142 19.9816 4928.8 0.999927 0.00556788
1e-6 0.28e-6 2e-6 0.28e-6 0.85 0.0264536 20.5372 5608.27 0.99993 0.0055147
1e-6 0.28e-6 2e-6 0.28e-6 0.90 0.044624 25.031 15874.6 0.999951 0.00574002
1e-6 0.28e-6 2e-6 0.28e-6 0.95 0.06854 28.7449 37400.5 0.999962 0.00580359
1e-6 0.28e-6 2e-6 0.28e-6 1.00 0.10366 32.3727 86295.3 0.999969 0.00578168
1e-6 0.28e-6 2e-6 0.28e-6 1.05 0.15291 35.8226 191035 0.999974 0.00571722
1e-6 0.28e-6 2e-6 0.28e-6 1.10 0.201029 38.3099 338762 0.999977 0.00561239
1e-6 0.28e-6 2e-6 0.28e-6 1.15 0.230243 39.6327 459397 0.999979 0.00546547
1e-6 0.28e-6 2e-6 0.36e-6 0.55 0.123817 33.3725 108647 0.999965 0.00662076
1e-6 0.28e-6 2e-6 0.36e-6 0.60 0.103113 31.7513 74783.5 0.999962 0.00671554
1e-6 0.28e-6 2e-6 0.36e-6 0.65 0.0742954 28.8612 38416.6 0.999954 0.00682753
1e-6 0.28e-6 2e-6 0.36e-6 0.70 0.050498 25.4827 17619.7 0.999943 0.00690447
1e-6 0.28e-6 2e-6 0.36e-6 0.75 0.033314 21.9363 7759.01 0.999928 0.00668931
1e-6 0.28e-6 2e-6 0.36e-6 0.80 0.029437 20.9042 6107.18 0.999925 0.00620117
1e-6 0.28e-6 2e-6 0.36e-6 0.85 0.052476 25.8883 19349.8 0.999948 0.00641701
1e-6 0.28e-6 2e-6 0.36e-6 0.90 0.0821491 29.7803 47482.8 0.999959 0.00650884
1e-6 0.28e-6 2e-6 0.36e-6 0.95 0.119747 33.1091 102251 0.999965 0.00649314
1e-6 0.28e-6 2e-6 0.36e-6 1.00 0.16108 35.7951 189827 0.99997 0.00641921
1e-6 0.28e-6 2e-6 0.36e-6 1.05 0.193068 37.5317 283180 0.999972 0.00629368
1e-6 0.28e-6 2e-6 0.36e-6 1.10 0.213185 38.6076 362800 0.999975 0.00611432
1e-6 0.28e-6 2e-6 0.36e-6 1.15 0.230502 39.5359 449268 0.999977 0.00588794
1e-6 0.28e-6 2e-6 0.50e-6 0.55 0.0954151 29.8391 48131.2 0.999943 0.00830393
1e-6 0.28e-6 2e-6 0.50e-6 0.60 0.0842653 28.7489 37434.3 0.999939 0.00838991
1e-6 0.28e-6 2e-6 0.50e-6 0.65 0.065781 26.5926 22765.2 0.999931 0.00848002
1e-6 0.28e-6 2e-6 0.50e-6 0.70 0.04682 23.6949 11657.1 0.999918 0.00844429
1e-6 0.28e-6 2e-6 0.50e-6 0.75 0.0354512 21.39 6836 0.999912 0.00748568
1e-6 0.28e-6 2e-6 0.50e-6 0.80 0.0565914 25.4598 17526.8 0.999934 0.00760601
1e-6 0.28e-6 2e-6 0.50e-6 0.85 0.0893326 29.4458 43959.1 0.999946 0.00777068
1e-6 0.28e-6 2e-6 0.50e-6 0.90 0.123142 32.3094 85044.3 0.999953 0.00778084
1e-6 0.28e-6 2e-6 0.50e-6 0.95 0.15371 34.3748 136864 0.999957 0.00771549
1e-6 0.28e-6 2e-6 0.50e-6 1.00 0.176399 35.7863 189443 0.999961 0.00758082
1e-6 0.28e-6 2e-6 0.50e-6 1.05 0.192062 36.8247 240628 0.999964 0.00737576
1e-6 0.28e-6 2e-6 0.50e-6 1.10 0.205949 37.8116 302035 0.999967 0.0070998
1e-6 0.28e-6 2e-6 0.50e-6 1.15 0.222189 38.8933 387475 0.99997 0.00677203
1e-6 0.28e-6 10e-6 0.28e-6 0.55 0.125986 30.5052 56110.2 0.999689 0.0238832
1e-6 0.28e-6 10e-6 0.28e-6 0.60 0.119054 30.0112 50072.3 0.999686 0.0239456
1e-6 0.28e-6 10e-6 0.28e-6 0.65 0.109108 29.2432 41948.3 0.999681 0.0240232
1e-6 0.28e-6 10e-6 0.28e-6 0.70 0.0953626 28.0652 31970.6 0.999676 0.0240812
1e-6 0.28e-6 10e-6 0.28e-6 0.75 0.079023 26.4432 21991 0.999669 0.0240812
1e-6 0.28e-6 10e-6 0.28e-6 0.80 0.0616555 24.3378 13523.5 0.99966 0.0239818
1e-6 0.28e-6 10e-6 0.28e-6 0.85 0.0440386 21.5447 7084.78 0.999649 0.0236594
1e-6 0.28e-6 10e-6 0.28e-6 0.90 0.0261066 17.3122 2642.39 0.999649 0.0217725
1e-6 0.28e-6 10e-6 0.28e-6 0.95 0.024507 16.972 2439.57 0.999683 0.0200557
1e-6 0.28e-6 10e-6 0.28e-6 1.00 0.0387214 21.0572 6327.45 0.99973 0.0199926
1e-6 0.28e-6 10e-6 0.28e-6 1.05 0.0602977 25.1281 16233.1 0.999765 0.0195934
1e-6 0.28e-6 10e-6 0.28e-6 1.10 0.0853929 28.4993 35338.6 0.999792 0.0189798
1e-6 0.28e-6 10e-6 0.28e-6 1.15 0.100673 30.3981 54745.1 0.999814 0.0181652
1e-6 0.28e-6 10e-6 0.36e-6 0.55 0.104496 27.4851 27965.2 0.999546 0.0286596
1e-6 0.28e-6 10e-6 0.36e-6 0.60 0.0988112 27.0102 25063.1 0.999543 0.0287026
1e-6 0.28e-6 10e-6 0.36e-6 0.65 0.0912443 26.3273 21409 0.999538 0.0287535
1e-6 0.28e-6 10e-6 0.36e-6 0.70 0.0809015 25.3002 16889.5 0.999531 0.0287709
1e-6 0.28e-6 10e-6 0.36e-6 0.75 0.0678992 23.8256 12012.5 0.999523 0.028698
1e-6 0.28e-6 10e-6 0.36e-6 0.80 0.0527428 21.7456 7422.09 0.999514 0.0284177
1e-6 0.28e-6 10e-6 0.36e-6 0.85 0.0356356 18.6307 3597.18 0.99952 0.0270626
1e-6 0.28e-6 10e-6 0.36e-6 0.90 0.0310724 17.7104 2900.87 0.999594 0.0237581
1e-6 0.28e-6 10e-6 0.36e-6 0.95 0.0490307 21.8252 7560.72 0.999646 0.0236481
1e-6 0.28e-6 10e-6 0.36e-6 1.00 0.0700437 25.2066 16529.5 0.999683 0.0231705
1e-6 0.28e-6 10e-6 0.36e-6 1.05 0.0871716 27.5368 28302.9 0.999713 0.0224339
1e-6 0.28e-6 10e-6 0.36e-6 1.10 0.0957431 28.9415 39130.7 0.999742 0.0214434
1e-6 0.28e-6 10e-6 0.36e-6 1.15 0.101806 30.2038 52347.2 0.999773 0.0202442
1e-6 0.28e-6 10e-6 0.50e-6 0.55 0.0850769 23.6414 11510.1 0.999229 0.0370424
1e-6 0.28e-6 10e-6 0.50e-6 0.60 0.0807091 23.2084 10413.2 0.999224 0.0370554
1e-6 0.28e-6 10e-6 0.50e-6 0.65 0.0753962 22.6465 9143.28 0.999218 0.037064
1e-6 0.28e-6 10e-6 0.50e-6 0.70 0.0683637 21.843 7590.55 0.999211 0.037012
1e-6 0.28e-6 10e-6 0.50e-6 0.75 0.059069 20.6663 5777.06 0.999206 0.0367889
1e-6 0.28e-6 10e-6 0.50e-6 0.80 0.0471107 18.9139 3842.4 0.999214 0.0359136
1e-6 0.28e-6 10e-6 0.50e-6 0.85 0.0388904 17.5709 2807.32 0.999373 0.0305623
1e-6 0.28e-6 10e-6 0.50e-6 0.90 0.0559902 20.9074 6110.47 0.999438 0.0302136
1e-6 0.28e-6 10e-6 0.50e-6 0.95 0.073191 23.5117 11171.3 0.999482 0.0297582
1e-6 0.28e-6 10e-6 0.50e-6 1.00 0.0848916 25.2352 16637.9 0.999522 0.02895
1e-6 0.28e-6 10e-6 0.50e-6 1.05 0.0907396 26.4425 21986.1 0.999566 0.0278102
1e-6 0.28e-6 10e-6 0.50e-6 1.10 0.0946536 27.6618 29129.2 0.999616 0.0263389
1e-6 0.28e-6 10e-6 0.50e-6 1.15 0.0995056 29.1384 40946.5 0.999668 0.0246443
1e-6 0.28e-6 20e-6 0.28e-6 0.55 0.118545 27.6307 28910.1 0.998867 0.0465823
1e-6 0.28e-6 20e-6 0.28e-6 0.60 0.112979 27.2245 26324.8 0.998864 0.0465984
1e-6 0.28e-6 20e-6 0.28e-6 0.65 0.106377 26.7107 23381.6 0.99886 0.0466202
1e-6 0.28e-6 20e-6 0.28e-6 0.70 0.0981725 26.0266 19966.8 0.998857 0.0466095
1e-6 0.28e-6 20e-6 0.28e-6 0.75 0.0880482 25.1093 16155.6 0.998854 0.0465239
1e-6 0.28e-6 20e-6 0.28e-6 0.80 0.0758098 23.866 12121.3 0.998855 0.0463219
1e-6 0.28e-6 20e-6 0.28e-6 0.85 0.0611869 22.1115 8076.27 0.998858 0.0459282
1e-6 0.28e-6 20e-6 0.28e-6 0.90 0.0440405 19.4724 4375.79 0.998869 0.0450498
1e-6 0.28e-6 20e-6 0.28e-6 0.95 0.0251591 15.1027 1568.37 0.999046 0.0392251
1e-6 0.28e-6 20e-6 0.28e-6 1.00 0.0281627 16.3379 2100.84 0.999138 0.0376022
1e-6 0.28e-6 20e-6 0.28e-6 1.05 0.0429086 20.2502 5244.73 0.999224 0.0369085
1e-6 0.28e-6 20e-6 0.28e-6 1.10 0.0594236 23.5165 11182.5 0.999302 0.0356829
1e-6 0.28e-6 20e-6 0.28e-6 1.15 0.0684243 25.3625 17132.7 0.999374 0.034052
1e-6 0.28e-6 20e-6 0.36e-6 0.55 0.100134 24.5882 14319.8 0.998345 0.0560888
1e-6 0.28e-6 20e-6 0.36e-6 0.60 0.0951448 24.1668 12991 0.998343 0.0560674
1e-6 0.28e-6 20e-6 0.36e-6 0.65 0.0894491 23.6553 11542.1 0.998339 0.0560395
1e-6 0.28e-6 20e-6 0.36e-6 0.70 0.0826008 22.9973 9912.35 0.998337 0.0559592
1e-6 0.28e-6 20e-6 0.36e-6 0.75 0.0741892 22.1203 8090.69 0.998338 0.055767
1e-6 0.28e-6 20e-6 0.36e-6 0.80 0.0637304 20.8993 6095.68 0.998345 0.0553764
1e-6 0.28e-6 20e-6 0.36e-6 0.85 0.0505276 19.0741 3986.99 0.998367 0.054527
1e-6 0.28e-6 20e-6 0.36e-6 0.90 0.0339754 16.0769 1974.83 0.998527 0.0504758
1e-6 0.28e-6 20e-6 0.36e-6 0.95 0.0363722 16.9915 2449.78 0.998819 0.0449289
1e-6 0.28e-6 20e-6 0.36e-6 1.00 0.051471 20.3211 5331.07 0.998918 0.0440578
1e-6 0.28e-6 20e-6 0.36e-6 1.05 0.0625803 22.529 8896.89 0.999012 0.0425806
1e-6 0.28e-6 20e-6 0.36e-6 1.10 0.0667308 23.8158 11982.8 0.999111 0.0405963
1e-6 0.28e-6 20e-6 0.36e-6 1.15 0.0689519 25.04 15901.8 0.99922 0.0381983
1e-6 0.28e-6 20e-6 0.50e-6 0.55 0.0828979 20.7272 5853.61 0.997188 0.0727426
1e-6 0.28e-6 20e-6 0.50e-6 0.60 0.078705 20.3102 5313.12 0.997186 0.0726645
1e-6 0.28e-6 20e-6 0.50e-6 0.65 0.0741032 19.8274 4748.9 0.997184 0.0725613
1e-6 0.28e-6 20e-6 0.50e-6 0.70 0.0687667 19.2337 4135.8 0.997186 0.0723722
1e-6 0.28e-6 20e-6 0.50e-6 0.75 0.0622929 18.4616 3454.1 0.997197 0.0720011
1e-6 0.28e-6 20e-6 0.50e-6 0.80 0.0541195 17.3918 2689.09 0.997228 0.0712319
1e-6 0.28e-6 20e-6 0.50e-6 0.85 0.0437179 15.8573 1873.98 0.997361 0.0688193
1e-6 0.28e-6 20e-6 0.50e-6 0.90 0.0423166 15.9658 1923.29 0.998057 0.0581078
1e-6 0.28e-6 20e-6 0.50e-6 0.95 0.0556627 18.6299 3594.26 0.998185 0.057186
1e-6 0.28e-6 20e-6 0.50e-6 1.00 0.0630795 20.1934 5173.71 0.998314 0.0555691
1e-6 0.28e-6 20e-6 0.50e-6 1.05 0.0655033 21.2309 6583.68 0.998465 0.0532862
1e-6 0.28e-6 20e-6 0.50e-6 1.10 0.0665659 22.3611 8556 0.998642 0.0503472
1e-6 0.28e-6 20e-6 0.50e-6 1.15 0.068327 23.852 12082 0.998831 0.0469657
1e-6 0.28e-6 30e-6 0.28e-6 0.55 0.115818 25.9259 19495.1 0.997536 0.0691762
1e-6 0.28e-6 30e-6 0.28e-6 0.60 0.110535 25.5378 17824.2 0.997535 0.0691464
1e-6 0.28e-6 30e-6 0.28e-6 0.65 0.104604 25.0762 16021.9 0.997534 0.0691126
1e-6 0.28e-6 30e-6 0.28e-6 0.70 0.0976932 24.505 14041.3 0.997534 0.0690334
1e-6 0.28e-6 30e-6 0.28e-6 0.75 0.0894997 23.7805 11876.2 0.99754 0.068861
1e-6 0.28e-6 30e-6 0.28e-6 0.80 0.0796809 22.8323 9537.09 0.997552 0.0685471
1e-6 0.28e-6 30e-6 0.28e-6 0.85 0.0677094 21.5211 7038.93 0.997574 0.0680141
1e-6 0.28e-6 30e-6 0.28e-6 0.90 0.0528854 19.5603 4463.53 0.997613 0.0670483
1e-6 0.28e-6 30e-6 0.28e-6 0.95 0.0350021 16.3867 2123.72 0.997737 0.0643647
1e-6 0.28e-6 30e-6 0.28e-6 1.00 0.0254932 14.1712 1255.47 0.998232 0.0553791
1e-6 0.28e-6 30e-6 0.28e-6 1.05 0.0365993 17.571 2806.01 0.998383 0.054149
1e-6 0.28e-6 30e-6 0.28e-6 1.10 0.0494362 20.6511 5754.74 0.998531 0.0523301
1e-6 0.28e-6 30e-6 0.28e-6 1.15 0.0554609 22.3425 8519.42 0.99868 0.0498903
1e-6 0.28e-6 30e-6 0.36e-6 0.55 0.0985712 22.882 9642.08 0.996402 0.083353
1e-6 0.28e-6 30e-6 0.36e-6 0.60 0.0937143 22.4705 8766.03 0.996404 0.0832679
1e-6 0.28e-6 30e-6 0.36e-6 0.65 0.0883671 21.9915 7845.43 0.996406 0.083162
1e-6 0.28e-6 30e-6 0.36e-6 0.70 0.0822658 21.4111 6857.68 0.996413 0.0829838
1e-6 0.28e-6 30e-6 0.36e-6 0.75 0.0751041 20.681 5788.87 0.996428 0.0826662
1e-6 0.28e-6 30e-6 0.36e-6 0.80 0.0664626 19.7169 4626.59 0.996457 0.0821182
1e-6 0.28e-6 30e-6 0.36e-6 0.85 0.0556497 18.3431 3358.59 0.996513 0.0811329
1e-6 0.28e-6 30e-6 0.36e-6 0.90 0.0418184 16.2083 2035.15 0.996661 0.0787067
1e-6 0.28e-6 30e-6 0.36e-6 0.95 0.0325291 14.5952 1388.87 0.997518 0.0664833
1e-6 0.28e-6 30e-6 0.36e-6 1.00 0.04435 17.603 2826.23 0.997714 0.0648452
1e-6 0.28e-6 30e-6 0.36e-6 1.05 0.0527086 19.6391 4546.83 0.997902 0.0626451
1e-6 0.28e-6 30e-6 0.36e-6 1.10 0.0547567 20.7582 5898.41 0.998111 0.0596764
1e-6 0.28e-6 30e-6 0.36e-6 1.15 0.0553532 21.8893 7669.06 0.998343 0.0560899
1e-6 0.28e-6 30e-6 0.50e-6 0.55 0.0821347 19.0283 3935.99 0.993896 0.10813
1e-6 0.28e-6 30e-6 0.50e-6 0.60 0.0779518 18.6125 3572.1 0.993903 0.107962
1e-6 0.28e-6 30e-6 0.50e-6 0.65 0.0734415 18.1408 3199.36 0.993913 0.107748
1e-6 0.28e-6 30e-6 0.50e-6 0.70 0.0684025 17.5842 2808.57 0.993933 0.10742
1e-6 0.28e-6 30e-6 0.50e-6 0.75 0.0625603 16.8973 2390.51 0.993971 0.106875
1e-6 0.28e-6 30e-6 0.50e-6 0.80 0.0555096 16.0003 1935.2 0.994044 0.105922
1e-6 0.28e-6 30e-6 0.50e-6 0.85 0.0466646 14.7516 1439.34 0.994214 0.103897
1e-6 0.28e-6 30e-6 0.50e-6 0.90 0.0413632 14.1807 1256.89 0.995784 0.0875176
1e-6 0.28e-6 30e-6 0.50e-6 0.95 0.0486321 15.9274 1904.14 0.996136 0.0844192
1e-6 0.28e-6 30e-6 0.50e-6 1.00 0.0540353 17.3271 2647.52 0.996394 0.0820305
1e-6 0.28e-6 30e-6 0.50e-6 1.05 0.0547669 18.1821 3234.84 0.996709 0.0786203
1e-6 0.28e-6 30e-6 0.50e-6 1.10 0.0545457 19.189 4092.68 0.997087 0.0742324
1e-6 0.28e-6 30e-6 0.50e-6 1.15 0.05513 20.6364 5732.27 0.997493 0.0691838
1e-6 0.36e-6 0.66e-6 0.28e-6 0.55 0.200482 39.4447 439939 0.999991 0.00272717
1e-6 0.36e-6 0.66e-6 0.28e-6 0.60 0.168616 37.8831 307052 0.99999 0.00281547
1e-6 0.36e-6 0.66e-6 0.28e-6 0.65 0.113724 34.356 136273 0.999986 0.00294865
1e-6 0.36e-6 0.66e-6 0.28e-6 0.70 0.0684469 29.7928 47620.3 0.999979 0.00310739
1e-6 0.36e-6 0.66e-6 0.28e-6 0.75 0.0429231 25.5855 18043.2 0.999967 0.00323106
1e-6 0.36e-6 0.66e-6 0.28e-6 0.80 0.0308566 22.5995 9047.52 0.999956 0.00322274
1e-6 0.36e-6 0.66e-6 0.28e-6 0.85 0.055074 27.4533 27766.2 0.999971 0.00353654
1e-6 0.36e-6 0.66e-6 0.28e-6 0.90 0.0872896 31.3042 67463 0.999978 0.00374577
1e-6 0.36e-6 0.66e-6 0.28e-6 0.95 0.124751 34.3308 135484 0.999982 0.00381742
1e-6 0.36e-6 0.66e-6 0.28e-6 1.00 0.166841 36.8275 240786 0.999985 0.00384238
1e-6 0.36e-6 0.66e-6 0.28e-6 1.05 0.207565 38.7235 372611 0.999986 0.00384288
1e-6 0.36e-6 0.66e-6 0.28e-6 1.10 0.237766 39.9218 491025 0.999987 0.00382474
1e-6 0.36e-6 0.66e-6 0.28e-6 1.15 0.257227 40.6388 579170 0.999988 0.00378954
1e-6 0.36e-6 0.66e-6 0.36e-6 0.55 0.154166 36.8375 241342 0.999988 0.00304397
1e-6 0.36e-6 0.66e-6 0.36e-6 0.60 0.134085 35.5741 180409 0.999987 0.00313086
1e-6 0.36e-6 0.66e-6 0.36e-6 0.65 0.0960721 32.5853 90626.4 0.999982 0.00326117
1e-6 0.36e-6 0.66e-6 0.36e-6 0.70 0.0599015 28.356 34192.8 0.999974 0.0034083
1e-6 0.36e-6 0.66e-6 0.36e-6 0.75 0.0363686 23.9171 12272 0.99996 0.0033378
1e-6 0.36e-6 0.66e-6 0.36e-6 0.80 0.0561216 27.5225 28213.1 0.999971 0.00360052
1e-6 0.36e-6 0.66e-6 0.36e-6 0.85 0.0942898 31.8507 76517 0.999978 0.00389559
1e-6 0.36e-6 0.66e-6 0.36e-6 0.90 0.133924 34.7956 150795 0.999982 0.00400783
1e-6 0.36e-6 0.66e-6 0.36e-6 0.95 0.171236 36.8922 244396 0.999984 0.00405246
1e-6 0.36e-6 0.66e-6 0.36e-6 1.00 0.20195 38.328 340179 0.999985 0.00406004
1e-6 0.36e-6 0.66e-6 0.36e-6 1.05 0.224126 39.2656 422161 0.999986 0.00404121
1e-6 0.36e-6 0.66e-6 0.36e-6 1.10 0.240783 39.945 493654 0.999986 0.00399924
1e-6 0.36e-6 0.66e-6 0.36e-6 1.15 0.256173 40.5561 568252 0.999987 0.00393719
1e-6 0.36e-6 0.66e-6 0.50e-6 0.55 0.1128 33.4796 111362 0.999982 0.00360042
1e-6 0.36e-6 0.66e-6 0.50e-6 0.60 0.102708 32.6269 91500.4 0.99998 0.00368488
1e-6 0.36e-6 0.66e-6 0.50e-6 0.65 0.0807197 30.466 55612.8 0.999976 0.00380897
1e-6 0.36e-6 0.66e-6 0.50e-6 0.70 0.0537919 26.8749 24297.9 0.999967 0.00391069
1e-6 0.36e-6 0.66e-6 0.50e-6 0.75 0.0489643 25.9725 19729.8 0.999964 0.00379069
1e-6 0.36e-6 0.66e-6 0.50e-6 0.80 0.0922965 31.3129 67598.6 0.999976 0.00416717
1e-6 0.36e-6 0.66e-6 0.50e-6 0.85 0.130813 34.212 131826 0.999979 0.00435435
1e-6 0.36e-6 0.66e-6 0.50e-6 0.90 0.162239 36.0317 200459 0.999981 0.00443634
1e-6 0.36e-6 0.66e-6 0.50e-6 0.95 0.186631 37.2545 265666 0.999982 0.0044639
1e-6 0.36e-6 0.66e-6 0.50e-6 1.00 0.205422 38.1407 325818 0.999983 0.00445215
1e-6 0.36e-6 0.66e-6 0.50e-6 1.05 0.220865 38.864 384871 0.999984 0.00440821
1e-6 0.36e-6 0.66e-6 0.50e-6 1.10 0.235484 39.5485 450583 0.999985 0.0043349
1e-6 0.36e-6 0.66e-6 0.50e-6 1.15 0.251011 40.2483 529370 0.999986 0.00423838
1e-6 0.36e-6 2e-6 0.28e-6 0.55 0.164441 36.5793 227404 0.999975 0.00578503
1e-6 0.36e-6 2e-6 0.28e-6 0.60 0.152842 35.9062 194747 0.999974 0.00586718
1e-6 0.36e-6 2e-6 0.28e-6 0.65 0.130845 34.4808 140246 0.999971 0.00599309
