N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
5e-6 0.50e-6 30e-6 0.50e-6 1.15 0.0820379 22.3775 8578.84 0.996328 0.0843271
10e-6 0.28e-6 0.66e-6 0.28e-6 0.55 0.0336617 20.6429 5747.24 0.999773 0.0178861
10e-6 0.28e-6 0.66e-6 0.28e-6 0.60 0.0235018 17.2997 2634.75 0.99973 0.0182881
10e-6 0.28e-6 0.66e-6 0.28e-6 0.65 0.0269835 18.1222 3194.49 0.999705 0.0199016
10e-6 0.28e-6 0.66e-6 0.28e-6 0.70 0.0540766 23.6182 11451.2 0.999711 0.0216669
10e-6 0.28e-6 0.66e-6 0.28e-6 0.75 0.083956 27.1815 26075.7 0.999714 0.0223112
10e-6 0.28e-6 0.66e-6 0.28e-6 0.80 0.110357 29.3852 43344.8 0.999711 0.0227786
10e-6 0.28e-6 0.66e-6 0.28e-6 0.85 0.132127 30.8242 60390.5 0.999707 0.0231323
10e-6 0.28e-6 0.66e-6 0.28e-6 0.90 0.150086 31.8391 76301.3 0.999704 0.0233978
10e-6 0.28e-6 0.66e-6 0.28e-6 0.95 0.165227 32.6067 91063.4 0.999701 0.0235936
10e-6 0.28e-6 0.66e-6 0.28e-6 1.00 0.17824 33.218 104833 0.999699 0.0237331
10e-6 0.28e-6 0.66e-6 0.28e-6 1.05 0.189564 33.7215 117728 0.999698 0.0238273
10e-6 0.28e-6 0.66e-6 0.28e-6 1.10 0.199566 34.1499 129935 0.999697 0.0238833
10e-6 0.28e-6 0.66e-6 0.28e-6 1.15 0.208633 34.5282 141766 0.999697 0.0239059
10e-6 0.28e-6 0.66e-6 0.36e-6 0.55 0.0313731 19.9009 4836.81 0.99976 0.01817
10e-6 0.28e-6 0.66e-6 0.36e-6 0.60 0.026823 18.2823 3316.35 0.99973 0.0187967
10e-6 0.28e-6 0.66e-6 0.36e-6 0.65 0.0419574 21.6276 7222.43 0.999711 0.0210912
10e-6 0.28e-6 0.66e-6 0.36e-6 0.70 0.0713281 25.8687 19260.2 0.999716 0.0219873
10e-6 0.28e-6 0.66e-6 0.36e-6 0.75 0.0982521 28.4351 34817.4 0.999713 0.0225782
10e-6 0.28e-6 0.66e-6 0.36e-6 0.80 0.1204 30.0454 50468.3 0.999707 0.0230312
10e-6 0.28e-6 0.66e-6 0.36e-6 0.85 0.138694 31.1586 65228.2 0.999702 0.0233769
10e-6 0.28e-6 0.66e-6 0.36e-6 0.90 0.154205 31.9952 79096.8 0.999698 0.0236351
10e-6 0.28e-6 0.66e-6 0.36e-6 0.95 0.167653 32.6628 92247.8 0.999695 0.0238217
10e-6 0.28e-6 0.66e-6 0.36e-6 1.00 0.179493 33.2186 104848 0.999693 0.0239482
10e-6 0.28e-6 0.66e-6 0.36e-6 1.05 0.19007 33.6972 117068 0.999693 0.0240244
10e-6 0.28e-6 0.66e-6 0.36e-6 1.10 0.199697 34.1229 129129 0.999693 0.024057
10e-6 0.28e-6 0.66e-6 0.36e-6 1.15 0.208642 34.511 141206 0.999694 0.024053
10e-6 0.28e-6 0.66e-6 0.50e-6 0.55 0.0302344 19.298 4203.35 0.999745 0.018578
10e-6 0.28e-6 0.66e-6 0.50e-6 0.60 0.0323854 19.5781 4486.63 0.999725 0.0195926
10e-6 0.28e-6 0.66e-6 0.50e-6 0.65 0.0555635 23.7205 11725.2 0.99971 0.0217074
10e-6 0.28e-6 0.66e-6 0.50e-6 0.70 0.0826525 26.8979 24424.2 0.999709 0.0224561
10e-6 0.28e-6 0.66e-6 0.50e-6 0.75 0.105856 28.8625 38423.3 0.999703 0.0230249
10e-6 0.28e-6 0.66e-6 0.50e-6 0.80 0.125315 30.1909 52189.1 0.999697 0.0234686
10e-6 0.28e-6 0.66e-6 0.50e-6 0.85 0.141959 31.1735 65452.8 0.999692 0.0238068
10e-6 0.28e-6 0.66e-6 0.50e-6 0.90 0.156451 31.9487 78252.3 0.999688 0.0240559
10e-6 0.28e-6 0.66e-6 0.50e-6 0.95 0.169223 32.5888 90687.8 0.999685 0.02423
10e-6 0.28e-6 0.66e-6 0.50e-6 1.00 0.180571 33.137 102895 0.999684 0.0243385
10e-6 0.28e-6 0.66e-6 0.50e-6 1.05 0.190762 33.6211 115033 0.999683 0.0243901
10e-6 0.28e-6 0.66e-6 0.50e-6 1.10 0.200055 34.0602 127277 0.999684 0.0243916
10e-6 0.28e-6 0.66e-6 0.50e-6 1.15 0.208724 34.465 139718 0.999686 0.0243533
10e-6 0.28e-6 2e-6 0.28e-6 0.55 0.047916 23.1207 10206.4 0.999727 0.0209489
10e-6 0.28e-6 2e-6 0.28e-6 0.60 0.0293035 18.648 3612.02 0.999676 0.0214741
10e-6 0.28e-6 2e-6 0.28e-6 0.65 0.0189243 14.7574 1445.08 0.999619 0.0214811
10e-6 0.28e-6 2e-6 0.28e-6 0.70 0.020326 15.0942 1565.61 0.999593 0.0226835
10e-6 0.28e-6 2e-6 0.28e-6 0.75 0.041779 20.8564 6038.99 0.999616 0.0246729
10e-6 0.28e-6 2e-6 0.28e-6 0.80 0.0680679 24.8815 15333.5 0.999631 0.0252331
10e-6 0.28e-6 2e-6 0.28e-6 0.85 0.0957464 27.7187 29514.6 0.999635 0.0255964
10e-6 0.28e-6 2e-6 0.28e-6 0.90 0.122209 29.756 47210.8 0.999636 0.0258501
10e-6 0.28e-6 2e-6 0.28e-6 0.95 0.145744 31.2337 66365.5 0.999636 0.0260211
10e-6 0.28e-6 2e-6 0.28e-6 1.00 0.16524 32.2972 84793.8 0.999636 0.0261201
10e-6 0.28e-6 2e-6 0.28e-6 1.05 0.180175 33.0435 100700 0.999637 0.0261556
10e-6 0.28e-6 2e-6 0.28e-6 1.10 0.19135 33.5806 113964 0.999639 0.0261292
10e-6 0.28e-6 2e-6 0.28e-6 1.15 0.200513 34.0182 126049 0.999643 0.0260432
10e-6 0.28e-6 2e-6 0.36e-6 0.55 0.0431619 21.8284 7566.63 0.999695 0.0218937
10e-6 0.28e-6 2e-6 0.36e-6 0.60 0.0273113 17.7111 2901.42 0.999642 0.0223238
10e-6 0.28e-6 2e-6 0.36e-6 0.65 0.0216477 15.553 1745.61 0.999605 0.0224511
10e-6 0.28e-6 2e-6 0.36e-6 0.70 0.0366978 19.6778 4591.77 0.999602 0.0247279
10e-6 0.28e-6 2e-6 0.36e-6 0.75 0.065342 24.4039 13731.4 0.999619 0.0255274
10e-6 0.28e-6 2e-6 0.36e-6 0.80 0.0945911 27.4675 27852.7 0.999623 0.0259976
10e-6 0.28e-6 2e-6 0.36e-6 0.85 0.120399 29.4683 44180.9 0.999622 0.0263294
10e-6 0.28e-6 2e-6 0.36e-6 0.90 0.141641 30.822 60357.7 0.99962 0.0265576
10e-6 0.28e-6 2e-6 0.36e-6 0.95 0.158602 31.7778 75228.9 0.999619 0.0266974
10e-6 0.28e-6 2e-6 0.36e-6 1.00 0.171948 32.4832 88505.8 0.99962 0.026753
10e-6 0.28e-6 2e-6 0.36e-6 1.05 0.182667 33.0405 100629 0.999622 0.0267295
10e-6 0.28e-6 2e-6 0.36e-6 1.10 0.191918 33.5266 112553 0.999626 0.0266293
10e-6 0.28e-6 2e-6 0.36e-6 1.15 0.200566 33.9818 124996 0.999631 0.0264643
10e-6 0.28e-6 2e-6 0.50e-6 0.55 0.0399127 20.4032 5435.71 0.999638 0.0235416
10e-6 0.28e-6 2e-6 0.50e-6 0.60 0.0269175 16.9341 2417.88 0.999596 0.0234676
10e-6 0.28e-6 2e-6 0.50e-6 0.65 0.0294418 17.4785 2747.39 0.999581 0.0243289
10e-6 0.28e-6 2e-6 0.50e-6 0.70 0.0577215 22.9243 9752.31 0.999587 0.0262593
10e-6 0.28e-6 2e-6 0.50e-6 0.75 0.0879893 26.4166 21855.6 0.999592 0.0268778
10e-6 0.28e-6 2e-6 0.50e-6 0.80 0.113708 28.5453 35711.5 0.99959 0.0273101
10e-6 0.28e-6 2e-6 0.50e-6 0.85 0.134251 29.9316 49159.2 0.999587 0.0276162
10e-6 0.28e-6 2e-6 0.50e-6 0.90 0.150692 30.9157 61674.6 0.999585 0.0278147
10e-6 0.28e-6 2e-6 0.50e-6 0.95 0.164027 31.6705 73390 0.999585 0.0279134
10e-6 0.28e-6 2e-6 0.50e-6 1.00 0.174989 32.2925 84699.5 0.999587 0.0279102
10e-6 0.28e-6 2e-6 0.50e-6 1.05 0.184293 32.8437 96167.8 0.999591 0.0278079
10e-6 0.28e-6 2e-6 0.50e-6 1.10 0.192623 33.3626 108380 0.999598 0.0276115
10e-6 0.28e-6 2e-6 0.50e-6 1.15 0.20061 33.8626 121610 0.999607 0.0273455
10e-6 0.28e-6 10e-6 0.28e-6 0.55 0.0859953 25.8249 19061.4 0.999182 0.0391272
10e-6 0.28e-6 10e-6 0.28e-6 0.60 0.0596407 22.5249 8889.11 0.999137 0.0396378
10e-6 0.28e-6 10e-6 0.28e-6 0.65 0.0374973 18.4306 3432.21 0.999073 0.0400289
10e-6 0.28e-6 10e-6 0.28e-6 0.70 0.0240237 14.6178 1397.37 0.998999 0.0400675
10e-6 0.28e-6 10e-6 0.28e-6 0.75 0.0154964 11.0405 585.152 0.99899 0.0375424
10e-6 0.28e-6 10e-6 0.28e-6 0.80 0.0181002 12.1905 777.688 0.998979 0.038798
10e-6 0.28e-6 10e-6 0.28e-6 0.85 0.0318398 16.7596 2320.05 0.999034 0.0401915
10e-6 0.28e-6 10e-6 0.28e-6 0.90 0.049014 20.4101 5442.86 0.999078 0.0404489
10e-6 0.28e-6 10e-6 0.28e-6 0.95 0.0718532 23.7236 11730.3 0.99911 0.040475
10e-6 0.28e-6 10e-6 0.28e-6 1.00 0.101819 26.8028 23887.1 0.999138 0.0403224
10e-6 0.28e-6 10e-6 0.28e-6 1.05 0.133225 29.2442 41946.9 0.999163 0.0399906
10e-6 0.28e-6 10e-6 0.28e-6 1.10 0.154207 30.6769 58360.7 0.999191 0.0394526
10e-6 0.28e-6 10e-6 0.28e-6 1.15 0.165179 31.4865 70331.4 0.999224 0.0387001
10e-6 0.28e-6 10e-6 0.36e-6 0.55 0.0756068 23.6539 11541.9 0.998961 0.0438836
10e-6 0.28e-6 10e-6 0.36e-6 0.60 0.0548167 20.7887 5942.78 0.99891 0.0443552
10e-6 0.28e-6 10e-6 0.36e-6 0.65 0.0352495 16.9615 2432.63 0.998838 0.0446165
10e-6 0.28e-6 10e-6 0.36e-6 0.70 0.0222138 13.1519 982.686 0.998793 0.0435108
10e-6 0.28e-6 10e-6 0.36e-6 0.75 0.0194859 12.0476 750.855 0.998839 0.041522
10e-6 0.28e-6 10e-6 0.36e-6 0.80 0.0360027 17.0458 2481.32 0.998883 0.0435709
10e-6 0.28e-6 10e-6 0.36e-6 0.85 0.0576659 21.0553 6322.19 0.99893 0.0439243
10e-6 0.28e-6 10e-6 0.36e-6 0.90 0.08355 24.293 13379.5 0.99896 0.0439807
10e-6 0.28e-6 10e-6 0.36e-6 0.95 0.111695 26.8983 24417.7 0.998986 0.0438327
10e-6 0.28e-6 10e-6 0.36e-6 1.00 0.135596 28.7373 37317.9 0.999014 0.043451
10e-6 0.28e-6 10e-6 0.36e-6 1.05 0.150254 29.8597 48338.5 0.999047 0.0428145
10e-6 0.28e-6 10e-6 0.36e-6 1.10 0.158837 30.6494 57989 0.99909 0.0419054
10e-6 0.28e-6 10e-6 0.36e-6 1.15 0.165973 31.3885 68758.6 0.999141 0.0407709
10e-6 0.28e-6 10e-6 0.50e-6 0.55 0.0666042 20.8684 6052.59 0.998509 0.0522262
10e-6 0.28e-6 10e-6 0.50e-6 0.60 0.0519415 18.697 3651.48 0.998451 0.052616
10e-6 0.28e-6 10e-6 0.50e-6 0.65 0.0351508 15.4164 1689.1 0.998384 0.052457
10e-6 0.28e-6 10e-6 0.50e-6 0.70 0.0248298 12.6038 860.15 0.998535 0.0475719
10e-6 0.28e-6 10e-6 0.50e-6 0.75 0.0379598 16.0943 1983.02 0.998549 0.0495863
10e-6 0.28e-6 10e-6 0.50e-6 0.80 0.0637937 20.521 5583.79 0.998607 0.0502171
10e-6 0.28e-6 10e-6 0.50e-6 0.85 0.0908352 23.6293 11474.7 0.99864 0.0503526
10e-6 0.28e-6 10e-6 0.50e-6 0.90 0.115719 25.841 19127.8 0.998667 0.050246
10e-6 0.28e-6 10e-6 0.50e-6 0.95 0.135157 27.3739 27245.5 0.998698 0.0498861
10e-6 0.28e-6 10e-6 0.50e-6 1.00 0.147775 28.4339 34791.1 0.99874 0.0492043
10e-6 0.28e-6 10e-6 0.50e-6 1.05 0.155443 29.2749 42236.8 0.998797 0.0481697
10e-6 0.28e-6 10e-6 0.50e-6 1.10 0.160984 30.0966 51046.4 0.998869 0.0467823
10e-6 0.28e-6 10e-6 0.50e-6 1.15 0.166392 30.9647 62354.5 0.998949 0.0451546
10e-6 0.28e-6 20e-6 0.28e-6 0.55 0.0990784 25.2349 16624.1 0.998023 0.0617581
10e-6 0.28e-6 20e-6 0.28e-6 0.60 0.0795165 23.2524 10513.1 0.997975 0.0622225
10e-6 0.28e-6 20e-6 0.28e-6 0.65 0.0553899 20.0754 5032.67 0.997914 0.0625726
10e-6 0.28e-6 20e-6 0.28e-6 0.70 0.0369828 16.6001 2233.28 0.997842 0.0627027
10e-6 0.28e-6 20e-6 0.28e-6 0.75 0.0244744 13.1928 991.946 0.997785 0.0621079
10e-6 0.28e-6 20e-6 0.28e-6 0.80 0.0156195 9.6984 416.121 0.997965 0.0565894
10e-6 0.28e-6 20e-6 0.28e-6 0.85 0.0188659 11.1652 603.36 0.997976 0.057657
10e-6 0.28e-6 20e-6 0.28e-6 0.90 0.0307436 15.1489 1584.91 0.998059 0.058583
10e-6 0.28e-6 20e-6 0.28e-6 0.95 0.0466248 18.738 3686 0.998143 0.0584842
10e-6 0.28e-6 20e-6 0.28e-6 1.00 0.0700011 22.3524 8537.06 0.99822 0.058033
10e-6 0.28e-6 20e-6 0.28e-6 1.05 0.100776 25.6933 18482.9 0.998297 0.0572562
10e-6 0.28e-6 20e-6 0.28e-6 1.10 0.126132 27.9113 30835.5 0.998378 0.0560955
10e-6 0.28e-6 20e-6 0.28e-6 1.15 0.13847 29.0775 40351.1 0.998473 0.0545275
10e-6 0.28e-6 20e-6 0.36e-6 0.55 0.0860305 22.679 9203.91 0.997353 0.0712259
10e-6 0.28e-6 20e-6 0.36e-6 0.60 0.0715624 21.046 6303.54 0.9973 0.0716368
10e-6 0.28e-6 20e-6 0.36e-6 0.65 0.0517122 18.2379 3278.13 0.997232 0.0718777
10e-6 0.28e-6 20e-6 0.36e-6 0.70 0.0347482 14.9055 1495.19 0.997164 0.0716332
10e-6 0.28e-6 20e-6 0.36e-6 0.75 0.0219113 11.2738 619.714 0.997311 0.0675194
10e-6 0.28e-6 20e-6 0.36e-6 0.80 0.0217612 11.2517 616.384 0.997522 0.064335
10e-6 0.28e-6 20e-6 0.36e-6 0.85 0.0381231 15.8793 1883.93 0.997602 0.0657659
10e-6 0.28e-6 20e-6 0.36e-6 0.90 0.0583148 19.5837 4488.15 0.997692 0.0656705
10e-6 0.28e-6 20e-6 0.36e-6 0.95 0.0835185 22.8313 9536.13 0.997773 0.0651795
10e-6 0.28e-6 20e-6 0.36e-6 1.00 0.109239 25.3982 17261.7 0.99786 0.0642665
10e-6 0.28e-6 20e-6 0.36e-6 1.05 0.126148 26.9984 24975.3 0.997963 0.0628825
10e-6 0.28e-6 20e-6 0.36e-6 1.10 0.134397 28.0223 31630.8 0.99809 0.060983
10e-6 0.28e-6 20e-6 0.36e-6 1.15 0.140098 28.954 39214.5 0.998237 0.0586548
10e-6 0.28e-6 20e-6 0.50e-6 0.55 0.0739957 19.3918 4288.32 0.995939 0.087804
10e-6 0.28e-6 20e-6 0.50e-6 0.60 0.064739 18.2389 3276.77 0.995882 0.0881199
10e-6 0.28e-6 20e-6 0.50e-6 0.65 0.0499729 16.0638 1966.17 0.995818 0.0881145
10e-6 0.28e-6 20e-6 0.50e-6 0.70 0.0347098 13.1461 979.932 0.995848 0.0864566
10e-6 0.28e-6 20e-6 0.50e-6 0.75 0.0271338 11.2574 616.972 0.996514 0.0771395
10e-6 0.28e-6 20e-6 0.50e-6 0.80 0.0444784 15.3762 1671.64 0.996603 0.0785597
10e-6 0.28e-6 20e-6 0.50e-6 0.85 0.067959 19.0802 3989.51 0.996709 0.0786036
10e-6 0.28e-6 20e-6 0.50e-6 0.90 0.0919039 21.8445 7584.09 0.996803 0.0781372
10e-6 0.28e-6 20e-6 0.50e-6 0.95 0.11253 23.8495 12063.6 0.996906 0.0772208
10e-6 0.28e-6 20e-6 0.50e-6 1.00 0.125998 25.2122 16529.4 0.997042 0.0757123
10e-6 0.28e-6 20e-6 0.50e-6 1.05 0.133094 26.233 20924 0.997219 0.0735389
10e-6 0.28e-6 20e-6 0.50e-6 1.10 0.137305 27.2293 26334.8 0.997438 0.0706909
10e-6 0.28e-6 20e-6 0.50e-6 1.15 0.141084 28.3245 33906.6 0.997679 0.0673843
10e-6 0.28e-6 30e-6 0.28e-6 0.55 0.10368 24.3618 13576.4 0.996355 0.0842722
10e-6 0.28e-6 30e-6 0.28e-6 0.60 0.0893752 23.0257 9967.58 0.996304 0.084689
10e-6 0.28e-6 30e-6 0.28e-6 0.65 0.0678816 20.6162 5701.87 0.996245 0.0849865
10e-6 0.28e-6 30e-6 0.28e-6 0.70 0.0477981 17.6006 2822.44 0.996179 0.0850807
10e-6 0.28e-6 30e-6 0.28e-6 0.75 0.0327275 14.4412 1337.82 0.996124 0.0847029
10e-6 0.28e-6 30e-6 0.28e-6 0.80 0.0211408 11.017 580.954 0.996223 0.0818753
10e-6 0.28e-6 30e-6 0.28e-6 0.85 0.0159143 8.90328 337.936 0.996622 0.0752564
10e-6 0.28e-6 30e-6 0.28e-6 0.90 0.0239042 12.1142 762.435 0.996707 0.0765141
10e-6 0.28e-6 30e-6 0.28e-6 0.95 0.0367469 15.7543 1828.35 0.996845 0.0764079
10e-6 0.28e-6 30e-6 0.28e-6 1.00 0.0559235 19.4846 4384.22 0.996986 0.0756712
10e-6 0.28e-6 30e-6 0.28e-6 1.05 0.0833368 23.159 10284.1 0.997131 0.0744551
10e-6 0.28e-6 30e-6 0.28e-6 1.10 0.108738 25.8029 18947.1 0.997289 0.0726774
10e-6 0.28e-6 30e-6 0.28e-6 1.15 0.121253 27.1994 26154.5 0.997472 0.0703005
10e-6 0.28e-6 30e-6 0.36e-6 0.55 0.0896546 21.6463 7236.96 0.995005 0.0983865
10e-6 0.28e-6 30e-6 0.36e-6 0.60 0.0791659 20.5508 5612.35 0.994951 0.0987327
10e-6 0.28e-6 30e-6 0.36e-6 0.65 0.0623714 18.4994 3480.67 0.99489 0.0989089
10e-6 0.28e-6 30e-6 0.36e-6 0.70 0.0447503 15.7108 1807.87 0.994831 0.0987065
10e-6 0.28e-6 30e-6 0.36e-6 0.75 0.0300003 12.5128 839.77 0.994878 0.0969433
10e-6 0.28e-6 30e-6 0.36e-6 0.80 0.0204462 9.62688 408.071 0.995683 0.0863954
10e-6 0.28e-6 30e-6 0.36e-6 0.85 0.0302183 12.7966 900.254 0.995791 0.0873456
10e-6 0.28e-6 30e-6 0.36e-6 0.90 0.04738 16.6591 2262.43 0.995946 0.0872378
10e-6 0.28e-6 30e-6 0.36e-6 0.95 0.069451 20.1131 5072.45 0.996101 0.0864179
10e-6 0.28e-6 30e-6 0.36e-6 1.00 0.0938368 22.9983 9904.34 0.996273 0.084981
10e-6 0.28e-6 30e-6 0.36e-6 1.05 0.110883 24.8629 15243.7 0.996477 0.0828579
10e-6 0.28e-6 30e-6 0.36e-6 1.10 0.118649 26.0224 19926.3 0.996728 0.0799781
10e-6 0.28e-6 30e-6 0.36e-6 1.15 0.123327 27.0646 25347.8 0.997016 0.0764674
10e-6 0.28e-6 30e-6 0.50e-6 0.55 0.07647 18.1738 3221.3 0.992128 0.12304
10e-6 0.28e-6 30e-6 0.50e-6 0.60 0.0697307 17.3908 2681.6 0.992073 0.123268
10e-6 0.28e-6 30e-6 0.50e-6 0.65 0.0581949 15.8844 1881.04 0.992024 0.123208
10e-6 0.28e-6 30e-6 0.50e-6 0.70 0.0438023 13.5957 1090.2 0.992044 0.122187
10e-6 0.28e-6 30e-6 0.50e-6 0.75 0.029536 10.5763 519.344 0.993174 0.110917
10e-6 0.28e-6 30e-6 0.50e-6 0.80 0.0356388 12.2006 777.685 0.993804 0.106308
10e-6 0.28e-6 30e-6 0.50e-6 0.85 0.0568698 16.2033 2030.1 0.993975 0.10663
10e-6 0.28e-6 30e-6 0.50e-6 0.90 0.0788724 19.1818 4079.93 0.994161 0.105828
10e-6 0.28e-6 30e-6 0.50e-6 0.95 0.0986496 21.3924 6821.23 0.994372 0.104366
10e-6 0.28e-6 30e-6 0.50e-6 1.00 0.111796 22.9021 9678.7 0.994646 0.102045
10e-6 0.28e-6 30e-6 0.50e-6 1.05 0.118336 24.0098 12507.2 0.995003 0.0987496
10e-6 0.28e-6 30e-6 0.50e-6 1.10 0.121794 25.0939 16070.8 0.995441 0.0944615
10e-6 0.28e-6 30e-6 0.50e-6 1.15 0.124656 26.3138 21303.9 0.995919 0.0894974
10e-6 0.36e-6 0.66e-6 0.28e-6 0.55 0.0479008 24.2381 13216.1 0.999793 0.0181976
10e-6 0.36e-6 0.66e-6 0.28e-6 0.60 0.0412036 22.4155 8669.19 0.999762 0.0191306
10e-6 0.36e-6 0.66e-6 0.28e-6 0.65 0.0294538 18.9909 3912.95 0.999712 0.0200563
10e-6 0.36e-6 0.66e-6 0.28e-6 0.70 0.0360877 20.0305 4984.53 0.999657 0.0227813
10e-6 0.36e-6 0.66e-6 0.28e-6 0.75 0.0643031 24.271 13316 0.999632 0.0250005
10e-6 0.36e-6 0.66e-6 0.28e-6 0.80 0.0896109 26.7069 23369.8 0.999613 0.0261686
10e-6 0.36e-6 0.66e-6 0.28e-6 0.85 0.109932 28.194 32932.8 0.999598 0.0269762
10e-6 0.36e-6 0.66e-6 0.28e-6 0.90 0.126496 29.2174 41697.2 0.999586 0.027543
10e-6 0.36e-6 0.66e-6 0.28e-6 0.95 0.140484 29.9951 49883.5 0.999577 0.0279344
10e-6 0.36e-6 0.66e-6 0.28e-6 1.00 0.152618 30.6247 57673 0.999572 0.0281989
10e-6 0.36e-6 0.66e-6 0.28e-6 1.05 0.163321 31.1537 65150 0.999569 0.0283726
10e-6 0.36e-6 0.66e-6 0.28e-6 1.10 0.172916 31.6111 72392.7 0.999567 0.0284795
10e-6 0.36e-6 0.66e-6 0.28e-6 1.15 0.181698 32.0184 79515.2 0.999566 0.0285357
10e-6 0.36e-6 0.66e-6 0.36e-6 0.55 0.0419835 22.9257 9756.36 0.999779 0.0185126
10e-6 0.36e-6 0.66e-6 0.36e-6 0.60 0.0375336 21.4666 6958 0.999749 0.0194344
10e-6 0.36e-6 0.66e-6 0.36e-6 0.65 0.0300367 19.0037 3924.6 0.999699 0.0206266
10e-6 0.36e-6 0.66e-6 0.36e-6 0.70 0.0511141 22.7476 9361.61 0.999654 0.0237981
10e-6 0.36e-6 0.66e-6 0.36e-6 0.75 0.0767117 25.6487 18305.8 0.99963 0.0253732
10e-6 0.36e-6 0.66e-6 0.36e-6 0.80 0.0975725 27.3505 27111 0.999609 0.0264496
10e-6 0.36e-6 0.66e-6 0.36e-6 0.85 0.11464 28.4841 35211 0.999592 0.0272308
10e-6 0.36e-6 0.66e-6 0.36e-6 0.90 0.129182 29.3371 42863.3 0.999579 0.0277841
10e-6 0.36e-6 0.66e-6 0.36e-6 0.95 0.14192 30.0292 50277.6 0.999571 0.028164
10e-6 0.36e-6 0.66e-6 0.36e-6 1.00 0.153266 30.6161 57558.8 0.999566 0.0284145
10e-6 0.36e-6 0.66e-6 0.36e-6 1.05 0.163511 31.1283 64769.7 0.999563 0.0285698
10e-6 0.36e-6 0.66e-6 0.36e-6 1.10 0.172903 31.5863 71979.2 0.999562 0.0286532
10e-6 0.36e-6 0.66e-6 0.36e-6 1.15 0.18165 32.0032 79235.9 0.999562 0.0286827
10e-6 0.36e-6 0.66e-6 0.50e-6 0.55 0.0368676 21.4471 6926.59 0.999757 0.0190646
10e-6 0.36e-6 0.66e-6 0.50e-6 0.60 0.0348414 20.5309 5599.53 0.99973 0.0199367
10e-6 0.36e-6 0.66e-6 0.50e-6 0.65 0.0379743 20.6519 5759.13 0.99968 0.0220822
10e-6 0.36e-6 0.66e-6 0.50e-6 0.70 0.0612574 23.983 12458.5 0.999644 0.0244771
10e-6 0.36e-6 0.66e-6 0.50e-6 0.75 0.0830364 26.1205 20412 0.999619 0.0258607
10e-6 0.36e-6 0.66e-6 0.50e-6 0.80 0.101167 27.4914 28006.3 0.999597 0.0268988
10e-6 0.36e-6 0.66e-6 0.50e-6 0.85 0.116754 28.492 35275.2 0.999579 0.0276646
10e-6 0.36e-6 0.66e-6 0.50e-6 0.90 0.130492 29.2905 42405.2 0.999567 0.0282062
10e-6 0.36e-6 0.66e-6 0.50e-6 0.95 0.142755 29.9616 49500.1 0.999559 0.0285726
10e-6 0.36e-6 0.66e-6 0.50e-6 1.00 0.153788 30.5446 56617.7 0.999554 0.0288047
10e-6 0.36e-6 0.66e-6 0.50e-6 1.05 0.163804 31.0631 63803.6 0.999552 0.0289353
10e-6 0.36e-6 0.66e-6 0.50e-6 1.10 0.173008 31.5332 71104.7 0.999552 0.0289876
10e-6 0.36e-6 0.66e-6 0.50e-6 1.15 0.181608 31.9645 78533.5 0.999553 0.0289827
10e-6 0.36e-6 2e-6 0.28e-6 0.55 0.0697058 26.8528 24171.3 0.999741 0.0212477
10e-6 0.36e-6 2e-6 0.28e-6 0.60 0.0581509 24.83 15152.4 0.99971 0.0221745
10e-6 0.36e-6 2e-6 0.28e-6 0.65 0.0393325 20.9707 6201.48 0.999659 0.0231596
10e-6 0.36e-6 2e-6 0.28e-6 0.70 0.0246929 16.5616 2215.02 0.999588 0.0238371
10e-6 0.36e-6 2e-6 0.28e-6 0.75 0.0289356 17.3607 2672.48 0.999533 0.0261597
10e-6 0.36e-6 2e-6 0.28e-6 0.80 0.0549381 22.2865 8413.06 0.99952 0.0284391
10e-6 0.36e-6 2e-6 0.28e-6 0.85 0.081798 25.4054 17304.7 0.999514 0.0293929
10e-6 0.36e-6 2e-6 0.28e-6 0.90 0.10618 27.4728 27884.9 0.999507 0.0299791
10e-6 0.36e-6 2e-6 0.28e-6 0.95 0.1268 28.8909 38672.3 0.999501 0.0303552
10e-6 0.36e-6 2e-6 0.28e-6 1.00 0.143456 29.889 48676.5 0.999498 0.0305824
10e-6 0.36e-6 2e-6 0.28e-6 1.05 0.156434 30.6021 57371.2 0.999497 0.0306985
10e-6 0.36e-6 2e-6 0.28e-6 1.10 0.166671 31.1397 64938.6 0.999498 0.0307235
10e-6 0.36e-6 2e-6 0.28e-6 1.15 0.175463 31.5927 72084.3 0.999502 0.0306712
10e-6 0.36e-6 2e-6 0.36e-6 0.55 0.0595733 25.0499 15942.3 0.99971 0.022203
10e-6 0.36e-6 2e-6 0.36e-6 0.60 0.0511384 23.3255 10701.4 0.999678 0.0231214
10e-6 0.36e-6 2e-6 0.36e-6 0.65 0.0357288 19.815 4740.81 0.999624 0.0240575
10e-6 0.36e-6 2e-6 0.36e-6 0.70 0.0253189 16.4536 2159.37 0.999557 0.0248277
10e-6 0.36e-6 2e-6 0.36e-6 0.75 0.0489904 21.4604 6947.24 0.999527 0.0279996
10e-6 0.36e-6 2e-6 0.36e-6 0.80 0.07714 24.945 15559.2 0.999512 0.0293499
10e-6 0.36e-6 2e-6 0.36e-6 0.85 0.10108 27.0317 25187.2 0.999499 0.0301632
