VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro Rin_CG_est_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 0.30e-6 1.00e-6 1.085 1.085 5 0 3.45971E-06 0.0115324 0.0172986 1.29841E-05 7.19267E-08 3.75293 13903000 180.518 77017.5 0.00455985 27.4235 27577.8 0.999928 0.00062544 0.999928
5.0 0.30e-6 1.00e-6 1.09 1.09 5 0 3.52653E-06 0.0117551 0.0176326 1.30822E-05 7.27709E-08 3.70965 1.37417E+07 179.772 76439.8 0.0045478 27.4092 27487 0.999928 0.000625759 0.999928
5.0 0.30e-6 1.00e-6 1.095 1.095 5 0 3.59383E-06 0.0119794 0.0179691 1.31799E-05 7.36149E-08 3.66736 13584200 179.038 75873.3 0.00453608 27.395 27397.7 0.999927 0.000626071 0.999927
5.0 0.30e-6 1.00e-6 1.1 1.1 5 0 3.66161E-06 0.0122054 0.018308 1.32771E-05 7.44586E-08 3.62603 13430300 178.315 75317.7 0.00452468 27.3811 27309.6 0.999927 0.000626376 0.999927
5.0 0.30e-6 1.00e-6 1.105 1.105 5 0 3.72987E-06 0.0124329 0.0186493 1.33739E-05 7.53019E-08 3.58561 13279900 177.603 74772.8 0.0045136 27.3673 27222.8 0.999927 0.000626674 0.999927
5.0 0.30e-6 1.00e-6 1.11 1.11 5 0 3.79861E-06 0.012662 0.018993 1.34702E-05 7.6145E-08 3.54609 13132800 176.902 74238 0.00450283 27.3537 27137.3 0.999927 0.000626967 0.999927
5.0 0.30e-6 1.00e-6 1.115 1.115 5 0 3.86782E-06 0.0128927 0.0193391 1.35661E-05 7.69878E-08 3.50742 12989100 176.211 73713.3 0.00449236 27.3402 27053 0.999926 0.000627254 0.999927
5.0 0.30e-6 1.00e-6 1.12 1.12 5 0 3.9375E-06 0.013125 0.0196875 1.36616E-05 7.78304E-08 3.4696 12848500 175.53 73198.1 0.00448218 27.3268 26969.9 0.999926 0.000627535 0.999926
5.0 0.30e-6 1.00e-6 1.125 1.125 5 0 4.00766E-06 0.0133589 0.0200383 1.37566E-05 7.86727E-08 3.43258 12710900 174.859 72692.4 0.00447228 27.3136 26888 0.999926 0.000627812 0.999926
5.0 0.30e-6 1.00e-6 1.13 1.13 5 0 4.07828E-06 0.0135943 0.0203914 1.38512E-05 7.95147E-08 3.39634 12576300 174.197 72195.7 0.00446266 27.3006 26807.2 0.999926 0.000628083 0.999926
5.0 0.30e-6 1.00e-6 1.135 1.135 5 0 4.14937E-06 0.0138312 0.0207469 1.39455E-05 8.03565E-08 3.36086 12444500 173.545 71707.9 0.00445331 27.2877 26727.6 0.999926 0.000628349 0.999926
5.0 0.30e-6 1.00e-6 1.14 1.14 5 0 4.22093E-06 0.0140698 0.0211046 1.40393E-05 8.11981E-08 3.32612 12315600 172.902 71228.6 0.00444422 27.2749 26649 0.999926 0.000628611 0.999926
5.0 0.30e-6 1.00e-6 1.145 1.145 5 0 4.29295E-06 0.0143098 0.0214647 1.41327E-05 8.20395E-08 3.29208 12189300 172.267 70757.7 0.00443539 27.2623 26571.5 0.999925 0.000628868 0.999926
5.0 0.30e-6 1.00e-6 1.15 1.15 5 0 4.36542E-06 0.0145514 0.0218271 1.42258E-05 8.28806E-08 3.25874 12065500 171.642 70295 0.00442681 27.2498 26495 0.999925 0.000629121 0.999925
5.0 0.30e-6 1.00e-6 1.155 1.155 5 0 4.43836E-06 0.0147945 0.0221918 1.43184E-05 8.37216E-08 3.22606 11944400 171.024 69840.2 0.00441848 27.2375 26419.6 0.999925 0.00062937 0.999925
5.0 0.30e-6 1.00e-6 1.16 1.16 5 0 4.51174E-06 0.0150391 0.0225587 1.44107E-05 8.45623E-08 3.19403 11825600 170.415 69393 0.00441038 27.2252 26345.2 0.999925 0.000629615 0.999925
5.0 0.30e-6 1.00e-6 1.165 1.165 5 0 4.58559E-06 0.0152853 0.0229279 1.45025E-05 8.54029E-08 3.16264 11709200 169.813 68953.4 0.00440251 27.2131 26271.8 0.999925 0.000629856 0.999925
5.0 0.30e-6 1.00e-6 1.17 1.17 5 0 4.65988E-06 0.0155329 0.0232994 1.4594E-05 8.62432E-08 3.13185 11595100 169.22 68521.1 0.00439488 27.2012 26199.4 0.999925 0.000630094 0.999925
5.0 0.30e-6 1.00e-6 1.175 1.175 5 0 4.73462E-06 0.0157821 0.0236731 1.46852E-05 8.70834E-08 3.10165 11483200 168.633 68096 0.00438746 27.1893 26128 0.999924 0.000630327 0.999925
5.0 0.30e-6 1.00e-6 1.18 1.18 5 0 4.80981E-06 0.0160327 0.0240491 1.47759E-05 8.79234E-08 3.07203 11373500 168.054 67677.7 0.00438027 27.1776 26057.5 0.999924 0.000630558 0.999924
5.0 0.30e-6 1.00e-6 1.185 1.185 5 0 4.88545E-06 0.0162848 0.0244273 1.48663E-05 8.87633E-08 3.04297 11265900 167.482 67266.3 0.00437328 27.1661 25988 0.999924 0.000630785 0.999924
5.0 0.30e-6 1.00e-6 1.19 1.19 5 0 4.96153E-06 0.0165384 0.0248077 1.49563E-05 8.9603E-08 3.01445 11160300 166.917 66861.5 0.00436651 27.1546 25919.4 0.999924 0.000631009 0.999924
5.0 0.30e-6 1.00e-6 1.195 1.195 5 0 5.03805E-06 0.0167935 0.0251903 1.50459E-05 9.04425E-08 2.98646 11056700 166.359 66463.2 0.00435994 27.1433 25851.7 0.999924 0.000631229 0.999924
5.0 0.30e-6 1.00e-6 1.2 1.2 5 0 5.11501E-06 0.01705 0.0255751 1.51352E-05 9.12819E-08 2.95898 10955100 165.807 66071.1 0.00435356 27.132 25784.9 0.999924 0.000631447 0.999924
5.0 0.30e-6 1.00e-6 1.205 1.205 5 0 5.19241E-06 0.017308 0.0259621 1.52241E-05 9.21212E-08 2.93199 1.08553E+07 165.262 65685.2 0.00434738 27.1209 25718.9 0.999924 0.000631662 0.999924
5.0 0.30e-6 1.00e-6 1.21 1.21 5 0 5.27025E-06 0.0175675 0.0263512 1.53127E-05 9.29603E-08 2.9055 10757300 164.723 65305.3 0.0043414 27.11 25653.9 0.999923 0.000631873 0.999924
5.0 0.30e-6 1.00e-6 1.215 1.215 5 0 5.34852E-06 0.0178284 0.0267426 1.54009E-05 9.37993E-08 2.87947 1.06611E+07 164.19 64931.3 0.0043356 27.0991 25589.8 0.999923 0.000632082 0.999923
5.0 0.30e-6 1.00e-6 1.22 1.22 5 0 5.42722E-06 0.0180907 0.0271361 1.54887E-05 9.46382E-08 2.8539 10566600 163.663 64563.1 0.00432998 27.0884 25526.4 0.999923 0.000632289 0.999923
5.0 0.30e-6 1.00e-6 1.225 1.225 5 0 5.50635E-06 0.0183545 0.0275317 1.55762E-05 9.54769E-08 2.82878 10473700 163.141 64200.4 0.00432454 27.0778 25464 0.999923 0.000632492 0.999923
5.0 0.30e-6 1.00e-6 1.23 1.23 5 0 5.58591E-06 0.0186197 0.0279295 1.56634E-05 9.63156E-08 2.80409 1.03825E+07 162.625 63843.3 0.00431928 27.0673 25402.3 0.999923 0.000632693 0.999923
5.0 0.30e-6 1.00e-6 1.235 1.235 5 0 5.66589E-06 0.0188863 0.0283295 1.57501E-05 9.71541E-08 2.77982 10292900 162.115 63491.5 0.00431419 27.0569 25341.5 0.999923 0.000632892 0.999923
5.0 0.30e-6 1.00e-6 1.24 1.24 5 0 5.7463E-06 0.0191543 0.0287315 1.58366E-05 9.79926E-08 2.75596 1.02049E+07 161.61 63144.9 0.00430927 27.0466 25281.5 0.999923 0.000633088 0.999923
5.0 0.30e-6 1.00e-6 1.245 1.245 5 0 5.82714E-06 0.0194238 0.0291357 1.59227E-05 9.88309E-08 2.73251 10118300 161.11 62803.5 0.00430451 27.0364 25222.3 0.999923 0.000633281 0.999923
5.0 0.30e-6 1.00e-6 1.25 1.25 5 0 5.90839E-06 0.0196946 0.029542 1.60084E-05 9.96691E-08 2.70944 10033200 160.616 62467.1 0.00429991 27.0264 25163.9 0.999922 0.000633473 0.999923
5.0 0.30e-6 1.00e-6 1.255 1.255 5 0 5.99006E-06 0.0199669 0.0299503 1.60938E-05 1.00507E-07 2.68675 9949530 160.126 62135.6 0.00429548 27.0164 25106.3 0.999922 0.000633662 0.999923
5.0 0.30e-6 1.00e-6 1.26 1.26 5 0 6.07216E-06 0.0202405 0.0303608 1.61789E-05 1.01345E-07 2.66444 9867250 159.641 61808.9 0.0042912 27.0066 25049.4 0.999922 0.000633849 0.999922
5.0 0.30e-6 1.00e-6 1.265 1.265 5 0 6.15466E-06 0.0205155 0.0307733 1.62636E-05 1.02183E-07 2.64249 9786330 159.161 61486.9 0.00428707 26.9969 24993.3 0.999922 0.000634033 0.999922
5.0 0.30e-6 1.00e-6 1.27 1.27 5 0 6.23758E-06 0.0207919 0.0311879 1.6348E-05 1.03021E-07 2.62089 9706730 158.686 61169.6 0.0042831 26.9873 24938 0.999922 0.000634216 0.999922
5.0 0.30e-6 1.00e-6 1.275 1.275 5 0 6.32092E-06 0.0210697 0.0316046 1.6432E-05 1.03859E-07 2.59963 9628430 158.215 60856.7 0.00427927 26.9778 24883.4 0.999922 0.000634396 0.999922
5.0 0.30e-6 1.00e-6 1.28 1.28 5 0 6.40466E-06 0.0213489 0.0320233 1.65158E-05 1.04697E-07 2.57871 9551390 157.748 60548.3 0.00427558 26.9684 24829.5 0.999922 0.000634575 0.999922
5.0 0.30e-6 1.00e-6 1.285 1.285 5 0 6.48881E-06 0.0216294 0.0324441 1.65991E-05 1.05535E-07 2.55811 9475570 157.286 60244.1 0.00427204 26.9591 24776.4 0.999922 0.000634751 0.999922
5.0 0.30e-6 1.00e-6 1.29 1.29 5 0 6.57337E-06 0.0219112 0.0328669 1.66822E-05 1.06372E-07 2.53784 9400950 156.828 59944.3 0.00426863 26.9499 24723.9 0.999922 0.000634925 0.999922
5.0 0.30e-6 1.00e-6 1.295 1.295 5 0 6.65834E-06 0.0221945 0.0332917 1.67649E-05 1.0721E-07 2.51788 9327510 156.374 59648.5 0.00426536 26.9408 24672.2 0.999922 0.000635098 0.999922
5.0 0.30e-6 1.00e-6 1.3 1.3 5 0 6.7437E-06 0.022479 0.0337185 1.68472E-05 1.08047E-07 2.49822 9255210 155.925 59356.9 0.00426223 26.9319 24621.2 0.999922 0.000635268 0.999922
5.0 0.30e-6 1.00e-6 1.305 1.305 5 0 6.82947E-06 0.0227649 0.0341474 1.69293E-05 1.08885E-07 2.47886 9184020 155.479 59069.2 0.00425923 26.923 24570.8 0.999921 0.000635437 0.999922
5.0 0.30e-6 1.00e-6 1.31 1.31 5 0 6.91564E-06 0.0230521 0.0345782 1.7011E-05 1.09722E-07 2.45979 9113930 155.037 58785.5 0.00425635 26.9142 24521.2 0.999921 0.000635604 0.999922
5.0 0.30e-6 1.00e-6 1.315 1.315 5 0 7.00221E-06 0.0233407 0.0350111 1.70924E-05 1.1056E-07 2.441 9044900 154.599 58505.6 0.00425361 26.9056 24472.2 0.999921 0.000635769 0.999922
5.0 0.30e-6 1.00e-6 1.32 1.32 5 0 7.08918E-06 0.0236306 0.0354459 1.71735E-05 1.11397E-07 2.42249 8976910 154.165 58229.4 0.00425099 26.897 24423.9 0.999921 0.000635933 0.999921
5.0 0.30e-6 1.00e-6 1.325 1.325 5 0 7.17654E-06 0.0239218 0.0358827 1.72542E-05 1.12234E-07 2.40425 8909940 153.734 57956.9 0.00424849 26.8885 24376.2 0.999921 0.000636095 0.999921
5.0 0.30e-6 1.00e-6 1.33 1.33 5 0 7.26429E-06 0.0242143 0.0363215 1.73346E-05 1.13071E-07 2.38628 8843960 153.307 57688.1 0.00424611 26.8802 24329.1 0.999921 0.000636255 0.999921
5.0 0.30e-6 1.00e-6 1.335 1.335 5 0 7.35244E-06 0.0245081 0.0367622 1.74147E-05 1.13909E-07 2.36856 8778960 152.883 57422.8 0.00424385 26.8719 24282.7 0.999921 0.000636413 0.999921
5.0 0.30e-6 1.00e-6 1.34 1.34 5 0 7.44097E-06 0.0248032 0.0372049 1.74945E-05 1.14746E-07 2.3511 8714910 152.463 57160.9 0.00424171 26.8637 24237 0.999921 0.00063657 0.999921
5.0 0.30e-6 1.00e-6 1.345 1.345 5 0 7.52989E-06 0.0250996 0.0376495 1.75739E-05 1.15583E-07 2.33389 8651780 152.046 56902.5 0.00423968 26.8556 24191.8 0.999921 0.000636725 0.999921
5.0 0.30e-6 1.00e-6 1.35 1.35 5 0 7.61921E-06 0.0253974 0.038096 1.76531E-05 1.1642E-07 2.31692 8589570 151.632 56647.4 0.00423777 26.8476 24147.3 0.999921 0.000636879 0.999921
5.0 0.30e-6 1.00e-6 1.355 1.355 5 0 7.7089E-06 0.0256963 0.0385445 1.77319E-05 1.17257E-07 2.30018 8528250 151.222 56395.6 0.00423597 26.8397 24103.3 0.999921 0.000637031 0.999921
5.0 0.30e-6 1.00e-6 1.36 1.36 5 0 7.79898E-06 0.0259966 0.0389949 1.78104E-05 1.18094E-07 2.28368 8467800 150.815 56147.1 0.00423427 26.8319 24060 0.999921 0.000637181 0.999921
5.0 0.30e-6 1.00e-6 1.365 1.365 5 0 7.88944E-06 0.0262981 0.0394472 1.78886E-05 1.18932E-07 2.2674 8408200 150.41 55901.7 0.00423268 26.8242 24017.2 0.999921 0.000637331 0.999921
5.0 0.30e-6 1.00e-6 1.37 1.37 5 0 7.98028E-06 0.0266009 0.0399014 1.79664E-05 1.19769E-07 2.25135 8349430 150.009 55659.4 0.0042312 26.8166 23975.1 0.999921 0.000637478 0.999921
5.0 0.30e-6 1.00e-6 1.375 1.375 5 0 8.0715E-06 0.026905 0.0403575 1.8044E-05 1.20606E-07 2.23552 8291480 149.611 55420.1 0.00422982 26.8091 23933.5 0.999921 0.000637624 0.999921
5.0 0.30e-6 1.00e-6 1.38 1.38 5 0 8.1631E-06 0.0272103 0.0408155 1.81212E-05 1.21443E-07 2.2199 8234330 149.216 55183.9 0.00422855 26.8016 23892.4 0.999921 0.000637769 0.999921
5.0 0.30e-6 1.00e-6 1.385 1.385 5 0 8.25507E-06 0.0275169 0.0412754 1.81982E-05 1.2228E-07 2.20448 8177970 148.824 54950.5 0.00422737 26.7943 23851.9 0.999921 0.000637913 0.999921
5.0 0.30e-6 1.00e-6 1.39 1.39 5 0 8.34742E-06 0.0278247 0.0417371 1.82748E-05 1.23117E-07 2.18928 8122370 148.435 54720.1 0.00422629 26.787 23812 0.999921 0.000638055 0.999921
5.0 0.30e-6 1.00e-6 1.395 1.395 5 0 8.44014E-06 0.0281338 0.0422007 1.83511E-05 1.23954E-07 2.17427 8067520 148.048 54492.5 0.00422531 26.7799 23772.6 0.99992 0.000638195 0.999921
5.0 0.30e-6 1.00e-6 1.4 1.4 5 0 8.53323E-06 0.0284441 0.0426662 1.84272E-05 1.24791E-07 2.15946 8.0134E+06 147.664 54267.7 0.00422443 26.7728 23733.8 0.99992 0.000638335 0.999921
5.0 0.30e-6 1.00e-6 1.405 1.405 5 0 8.62669E-06 0.0287556 0.0431335 1.85029E-05 1.25628E-07 2.14484 7.96001E+06 147.283 54045.6 0.00422364 26.7658 23695.5 0.99992 0.000638473 0.999921
5.0 0.30e-6 1.00e-6 1.41 1.41 5 0 8.72052E-06 0.0290684 0.0436026 1.85783E-05 1.26465E-07 2.13041 7907330 146.905 53826.2 0.00422295 26.7589 23657.7 0.99992 0.000638609 0.999921
5.0 0.30e-6 1.00e-6 1.415 1.415 5 0 8.81471E-06 0.0293824 0.0440736 1.86534E-05 1.27302E-07 2.11617 7855330 146.529 53609.5 0.00422234 26.752 23620.4 0.99992 0.000638745 0.999921
5.0 0.30e-6 1.00e-6 1.42 1.42 5 0 8.90927E-06 0.0296976 0.0445464 1.87282E-05 1.28139E-07 2.10211 7804020 146.156 53395.3 0.00422183 26.7453 23583.6 0.99992 0.000638879 0.999921
5.0 0.30e-6 1.00e-6 1.425 1.425 5 0 9.00419E-06 0.030014 0.045021 1.88028E-05 1.28976E-07 2.08822 7753370 145.785 53183.7 0.00422141 26.7386 23547.3 0.99992 0.000639012 0.99992
5.0 0.30e-6 1.00e-6 1.43 1.43 5 0 9.09948E-06 0.0303316 0.0454974 1.8877E-05 1.29813E-07 2.07451 7703370 145.416 52974.6 0.00422107 26.732 23511.5 0.99992 0.000639144 0.99992
5.0 0.30e-6 1.00e-6 1.435 1.435 5 0 9.19512E-06 0.0306504 0.0459756 1.89509E-05 1.3065E-07 2.06097 7654010 145.051 52767.9 0.00422082 26.7255 23476.2 0.99992 0.000639274 0.99992
5.0 0.30e-6 1.00e-6 1.44 1.44 5 0 9.29112E-06 0.0309704 0.0464556 1.90245E-05 1.31488E-07 2.0476 7605290 144.687 52563.7 0.00422066 26.7191 23441.4 0.99992 0.000639404 0.99992
5.0 0.30e-6 1.00e-6 1.445 1.445 5 0 9.38748E-06 0.0312916 0.0469374 1.90979E-05 1.32325E-07 2.0344 7557170 144.326 52361.8 0.00422058 26.7127 23407.1 0.99992 0.000639532 0.99992
5.0 0.30e-6 1.00e-6 1.45 1.45 5 0 9.4842E-06 0.031614 0.047421 1.91709E-05 1.33162E-07 2.02135 7509660 143.967 52162.3 0.00422058 26.7064 23373.2 0.99992 0.000639659 0.99992
5.0 0.30e-6 1.00e-6 1.455 1.455 5 0 9.58127E-06 0.0319376 0.0479064 1.92437E-05 1.33999E-07 2.00847 7462740 143.611 51965.1 0.00422067 26.7002 23339.8 0.99992 0.000639785 0.99992
5.0 0.30e-6 1.00e-6 1.46 1.46 5 0 9.67869E-06 0.0322623 0.0483935 1.93161E-05 1.34836E-07 1.99574 7416410 143.256 51770.2 0.00422083 26.6941 23306.8 0.99992 0.00063991 0.99992
5.0 0.30e-6 1.00e-6 1.465 1.465 5 0 9.77647E-06 0.0325882 0.0488823 1.93883E-05 1.35673E-07 1.98316 7370640 142.904 51577.4 0.00422108 26.6881 23274.3 0.99992 0.000640034 0.99992
5.0 0.30e-6 1.00e-6 1.47 1.47 5 0 9.87459E-06 0.0329153 0.049373 1.94602E-05 1.36511E-07 1.97074 7325430 142.555 51386.9 0.0042214 26.6821 23242.3 0.99992 0.000640156 0.99992
5.0 0.30e-6 1.00e-6 1.475 1.475 5 0 9.97307E-06 0.0332436 0.0498653 1.95318E-05 1.37348E-07 1.95846 7280770 142.207 51198.5 0.00422181 26.6762 23210.7 0.99992 0.000640278 0.99992
5.0 0.30e-6 1.00e-6 1.48 1.48 5 0 1.00719E-05 0.033573 0.0503594 1.96032E-05 1.38185E-07 1.94632 7236660 141.861 51012.2 0.00422228 26.6704 23179.5 0.99992 0.000640399 0.99992
5.0 0.30e-6 1.00e-6 1.485 1.485 5 0 1.01711E-05 0.0339035 0.0508553 1.96742E-05 1.39023E-07 1.93433 7193070 141.518 50828 0.00422284 26.6646 23148.7 0.99992 0.000640518 0.99992
5.0 0.30e-6 1.00e-6 1.49 1.49 5 0 1.02706E-05 0.0342352 0.0513528 1.9745E-05 1.3986E-07 1.92248 7150000 141.176 50645.8 0.00422347 26.6589 23118.4 0.99992 0.000640637 0.99992
5.0 0.30e-6 1.00e-6 1.495 1.495 5 0 1.03704E-05 0.0345681 0.0518521 1.98154E-05 1.40698E-07 1.91077 7107440 140.837 50465.7 0.00422417 26.6533 23088.4 0.99992 0.000640754 0.99992
5.0 0.30e-6 1.00e-6 1.5 1.5 5 0 1.04706E-05 0.034902 0.0523531 1.98856E-05 1.41535E-07 1.89919 7065390 140.5 50287.5 0.00422495 26.6478 23058.9 0.99992 0.000640871 0.99992
5.0 0.30e-6 1.00e-6 1.505 1.505 5 0 1.05712E-05 0.0352372 0.0528558 1.99556E-05 1.42373E-07 1.88774 7023820 140.164 50111.3 0.00422579 26.6423 23029.8 0.99992 0.000640986 0.99992
5.0 0.30e-6 1.00e-6 1.51 1.51 5 0 1.0672E-05 0.0355734 0.0533601 2.00252E-05 1.4321E-07 1.87642 6982740 139.831 49937 0.00422671 26.6369 23001.1 0.99992 0.000641101 0.99992
5.0 0.30e-6 1.00e-6 1.515 1.515 5 0 1.07732E-05 0.0359108 0.0538662 2.00946E-05 1.44048E-07 1.86523 6942140 139.499 49764.6 0.0042277 26.6315 22972.8 0.99992 0.000641214 0.99992
5.0 0.30e-6 1.00e-6 1.52 1.52 5 0 1.08748E-05 0.0362493 0.0543739 2.01637E-05 1.44886E-07 1.85417 6902000 139.17 49594.1 0.00422876 26.6263 22944.8 0.99992 0.000641327 0.99992
5.0 0.30e-6 1.00e-6 1.525 1.525 5 0 1.09767E-05 0.0365889 0.0548833 2.02325E-05 1.45723E-07 1.84323 6862320 138.842 49425.4 0.00422989 26.6211 22917.3 0.99992 0.000641438 0.99992
5.0 0.30e-6 1.00e-6 1.53 1.53 5 0 1.10789E-05 0.0369296 0.0553944 2.03011E-05 1.46561E-07 1.83241 6.82309E+06 138.516 49258.4 0.00423108 26.6159 22890.1 0.99992 0.000641549 0.99992
5.0 0.30e-6 1.00e-6 1.535 1.535 5 0 1.11814E-05 0.0372714 0.0559071 2.03694E-05 1.47399E-07 1.82172 6784310 138.192 49093.3 0.00423235 26.6108 22863.3 0.99992 0.000641659 0.99992
5.0 0.30e-6 1.00e-6 1.54 1.54 5 0 1.12843E-05 0.0376144 0.0564215 2.04374E-05 1.48237E-07 1.81114 6745960 137.87 48929.9 0.00423368 26.6058 22836.9 0.99992 0.000641768 0.99992
5.0 0.30e-6 1.00e-6 1.545 1.545 5 0 1.13875E-05 0.0379584 0.0569376 2.05052E-05 1.49075E-07 1.80067 6708040 137.549 48768.2 0.00423507 26.6009 22810.8 0.99992 0.000641876 0.99992
5.0 0.30e-6 1.00e-6 1.55 1.55 5 0 1.14911E-05 0.0383035 0.0574553 2.05727E-05 1.49913E-07 1.79032 6670540 137.231 48608.2 0.00423653 26.596 22785.1 0.99992 0.000641983 0.99992
5.0 0.30e-6 1.00e-6 1.555 1.555 5 0 1.15949E-05 0.0386497 0.0579746 2.06399E-05 1.50751E-07 1.78008 6633460 136.914 48449.9 0.00423805 26.5912 22759.8 0.99992 0.00064209 0.99992
5.0 0.30e-6 1.00e-6 1.56 1.56 5 0 1.16991E-05 0.038997 0.0584955 2.07068E-05 1.51589E-07 1.76995 6596780 136.599 48293.2 0.00423964 26.5864 22734.8 0.99992 0.000642195 0.99992
5.0 0.30e-6 1.00e-6 1.565 1.565 5 0 1.18036E-05 0.0393454 0.0590181 2.07735E-05 1.52427E-07 1.75993 6560500 136.285 48138.1 0.00424129 26.5817 22710.1 0.99992 0.0006423 0.99992
5.0 0.30e-6 1.00e-6 1.57 1.57 5 0 1.19084E-05 0.0396948 0.0595422 2.084E-05 1.53266E-07 1.75002 6.52462E+06 135.973 47984.7 0.004243 26.5771 22685.8 0.99992 0.000642403 0.99992
5.0 0.30e-6 1.00e-6 1.575 1.575 5 0 1.20136E-05 0.0400453 0.060068 2.09062E-05 1.54104E-07 1.74021 6489120 135.663 47832.8 0.00424478 26.5725 22661.8 0.99992 0.000642506 0.99992
5.0 0.30e-6 1.00e-6 1.58 1.58 5 0 1.21191E-05 0.0403969 0.0605954 2.09721E-05 1.54942E-07 1.7305 6454010 135.354 47682.4 0.00424661 26.568 22638.2 0.99992 0.000642609 0.99992
5.0 0.30e-6 1.00e-6 1.585 1.585 5 0 1.22249E-05 0.0407496 0.0611244 2.10378E-05 1.55781E-07 1.7209 6419270 135.047 47533.6 0.00424851 26.5635 22614.9 0.99992 0.00064271 0.99992
5.0 0.30e-6 1.00e-6 1.59 1.59 5 0 1.2331E-05 0.0411033 0.0616549 2.11032E-05 1.5662E-07 1.71139 6384900 134.742 47386.2 0.00425046 26.5591 22591.9 0.99992 0.00064281 0.999921
5.0 0.30e-6 1.00e-6 1.595 1.595 5 0 1.24374E-05 0.0414581 0.0621871 2.11683E-05 1.57458E-07 1.70199 6350890 134.438 47240.4 0.00425248 26.5547 22569.2 0.99992 0.00064291 0.999921
5.0 0.30e-6 1.00e-6 1.6 1.6 5 0 1.25442E-05 0.0418139 0.0627208 2.12332E-05 1.58297E-07 1.69268 6317240 134.135 47096 0.00425455 26.5504 22546.9 0.99992 0.000643009 0.999921
5.0 0.30e-6 1.00e-6 1.605 1.605 5 0 1.26512E-05 0.0421707 0.0632561 2.12979E-05 1.59136E-07 1.68347 6283940 133.835 46953 0.00425669 26.5462 22524.8 0.99992 0.000643107 0.999921
5.0 0.30e-6 1.00e-6 1.61 1.61 5 0 1.27586E-05 0.0425286 0.0637929 2.13623E-05 1.59975E-07 1.67435 6250980 133.535 46811.4 0.00425888 26.542 22503.1 0.99992 0.000643205 0.999921
5.0 0.30e-6 1.00e-6 1.615 1.615 5 0 1.28663E-05 0.0428876 0.0643314 2.14265E-05 1.60814E-07 1.66532 6218370 133.238 46671.3 0.00426112 26.5379 22481.6 0.99992 0.000643302 0.999921
5.0 0.30e-6 1.00e-6 1.62 1.62 5 0 1.29743E-05 0.0432475 0.0648713 2.14904E-05 1.61653E-07 1.65638 6186090 132.941 46532.5 0.00426343 26.5338 22460.5 0.99992 0.000643398 0.999921
5.0 0.30e-6 1.00e-6 1.625 1.625 5 0 1.30826E-05 0.0436086 0.0654128 2.1554E-05 1.62492E-07 1.64754 6154140 132.646 46395.1 0.00426579 26.5298 22439.7 0.99992 0.000643493 0.999921
5.0 0.30e-6 1.00e-6 1.63 1.63 5 0 1.31912E-05 0.0439706 0.0659559 2.16174E-05 1.63332E-07 1.63878 6122520 132.353 46259 0.0042682 26.5258 22419.1 0.999921 0.000643587 0.999921
5.0 0.30e-6 1.00e-6 1.635 1.635 5 0 1.33001E-05 0.0443336 0.0665005 2.16806E-05 1.64171E-07 1.63011 6091210 132.061 46124.2 0.00427067 26.5219 22398.9 0.999921 0.000643681 0.999921
5.0 0.30e-6 1.00e-6 1.64 1.64 5 0 1.34093E-05 0.0446977 0.0670466 2.17435E-05 1.6501E-07 1.62152 6060220 131.771 45990.7 0.0042732 26.518 22378.9 0.999921 0.000643774 0.999921
5.0 0.30e-6 1.00e-6 1.645 1.645 5 0 1.35188E-05 0.0450628 0.0675942 2.18062E-05 1.6585E-07 1.61302 6029540 131.481 45858.5 0.00427578 26.5142 22359.2 0.999921 0.000643867 0.999921
5.0 0.30e-6 1.00e-6 1.65 1.65 5 0 1.36287E-05 0.0454289 0.0681433 2.18687E-05 1.6669E-07 1.60461 5999170 131.194 45727.6 0.00427842 26.5105 22339.8 0.999921 0.000643958 0.999921
5.0 0.30e-6 1.00e-6 1.655 1.655 5 0 1.37388E-05 0.045796 0.068694 2.19309E-05 1.6753E-07 1.59627 5969100 130.907 45597.9 0.00428111 26.5068 22320.7 0.999921 0.000644049 0.999921
5.0 0.30e-6 1.00e-6 1.66 1.66 5 0 1.38492E-05 0.0461641 0.0692462 2.19928E-05 1.68369E-07 1.58802 5939320 130.622 45469.4 0.00428385 26.5031 22301.8 0.999921 0.00064414 0.999921
5.0 0.30e-6 1.00e-6 1.665 1.665 5 0 1.396E-05 0.0465332 0.0697998 2.20545E-05 1.6921E-07 1.57984 5909830 130.339 45342.1 0.00428664 26.4995 22283.2 0.999921 0.000644229 0.999921
5.0 0.30e-6 1.00e-6 1.67 1.67 5 0 1.4071E-05 0.0469033 0.070355 2.2116E-05 1.7005E-07 1.57175 5880630 130.056 45216.1 0.00428949 26.4959 22264.9 0.999921 0.000644318 0.999921
5.0 0.30e-6 1.00e-6 1.675 1.675 5 0 1.41823E-05 0.0472744 0.0709116 2.21773E-05 1.7089E-07 1.56373 5851720 129.775 45091.2 0.00429239 26.4924 22246.8 0.999921 0.000644407 0.999921
