VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro Rin_CG_est_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 10e-6 0.60e-6 0.915 0.915 5 0 0.000127393 0.0127393 0.636965 0.000661908 1.51676E-05 5.19579 65930.2 43.6397 1510.78 0.00103449 8.46247 302.287 0.994905 0.0272894 0.995279
5.0 10e-6 0.60e-6 0.92 0.92 5 0 0.000130842 0.0130842 0.654212 0.000666014 1.54127E-05 5.0902 64881.8 43.2122 1501.47 0.00103485 8.50687 305.913 0.994891 0.0273324 0.995267
5.0 10e-6 0.60e-6 0.925 0.925 5 0 0.000134311 0.0134311 0.671557 0.000669977 1.56535E-05 4.98823 63883.4 42.8004 1492.59 0.00103521 8.55111 309.563 0.994879 0.0273727 0.995256
5.0 10e-6 0.60e-6 0.93 0.93 5 0 0.000137799 0.0137799 0.688997 0.000673805 1.58902E-05 4.88975 62932 42.4039 1484.11 0.00103557 8.59512 313.231 0.994868 0.0274106 0.995245
5.0 10e-6 0.60e-6 0.935 0.935 5 0 0.000141306 0.0141306 0.706529 0.000677509 1.61226E-05 4.79463 62024.6 42.0222 1476 0.00103593 8.63884 316.911 0.994857 0.0274461 0.995236
5.0 10e-6 0.60e-6 0.94 0.94 5 0 0.00014483 0.014483 0.724149 0.000681097 1.6351E-05 4.70274 61158.3 41.6547 1468.22 0.00103628 8.68221 320.599 0.994847 0.0274794 0.995227
5.0 10e-6 0.60e-6 0.945 0.945 5 0 0.000148371 0.0148371 0.741855 0.000684578 1.65753E-05 4.61396 60330.7 41.3011 1460.75 0.00103662 8.72519 324.29 0.994838 0.0275108 0.995218
5.0 10e-6 0.60e-6 0.95 0.95 5 0 0.000151929 0.0151929 0.759644 0.00068796 1.67956E-05 4.52818 59539.5 40.9608 1453.57 0.00103694 8.76773 327.979 0.994829 0.0275402 0.99521
5.0 10e-6 0.60e-6 0.955 0.955 5 0 0.000155503 0.0155503 0.777513 0.000691252 1.70119E-05 4.44528 58782.4 40.6335 1446.65 0.00103725 8.80978 331.662 0.994821 0.0275679 0.995203
5.0 10e-6 0.60e-6 0.96 0.96 5 0 0.000159092 0.0159092 0.79546 0.000694461 1.72243E-05 4.36515 58057.4 40.3186 1439.97 0.00103754 8.85132 335.334 0.994813 0.027594 0.995196
5.0 10e-6 0.60e-6 0.965 0.965 5 0 0.000162697 0.0162697 0.813484 0.000697593 1.74329E-05 4.28769 57362.7 40.0159 1433.5 0.0010378 8.8923 338.992 0.994806 0.0276186 0.995189
5.0 10e-6 0.60e-6 0.97 0.97 5 0 0.000166316 0.0166316 0.831582 0.000700655 1.76378E-05 4.21279 56696.6 39.7248 1427.23 0.00103805 8.93271 342.633 0.994799 0.0276418 0.995183
5.0 10e-6 0.60e-6 0.975 0.975 5 0 0.00016995 0.016995 0.849752 0.000703654 1.78389E-05 4.14035 56057.3 39.4449 1421.15 0.00103826 8.97251 346.252 0.994792 0.0276636 0.995177
5.0 10e-6 0.60e-6 0.98 0.98 5 0 0.000173599 0.0173599 0.867994 0.000706594 1.80364E-05 4.07027 55443.4 39.176 1415.24 0.00103845 9.01169 349.847 0.994786 0.0276843 0.995171
5.0 10e-6 0.60e-6 0.985 0.985 5 0 0.000177261 0.0177261 0.886305 0.000709481 1.82304E-05 4.00247 54853.6 38.9176 1409.48 0.00103862 9.05024 353.416 0.994779 0.0277038 0.995165
5.0 10e-6 0.60e-6 0.99 0.99 5 0 0.000180937 0.0180937 0.904685 0.00071232 1.84208E-05 3.93684 54286.4 38.6693 1403.86 0.00103875 9.08812 356.954 0.994773 0.0277223 0.99516
5.0 10e-6 0.60e-6 0.995 0.995 5 0 0.000184626 0.0184626 0.923131 0.000715116 1.86079E-05 3.87332 53740.6 38.4308 1398.37 0.00103886 9.12534 360.46 0.994768 0.0277398 0.995154
5.0 10e-6 0.60e-6 1 1 5 0 0.000188329 0.0188329 0.941644 0.000717873 1.87916E-05 3.81181 53215.2 38.2018 1393 0.00103893 9.16188 363.933 0.994762 0.0277564 0.995149
5.0 10e-6 0.60e-6 1.005 1.005 5 0 0.000192044 0.0192044 0.960222 0.000720594 1.89721E-05 3.75223 52709.1 37.9819 1387.74 0.00103898 9.19774 367.368 0.994756 0.0277721 0.995144
5.0 10e-6 0.60e-6 1.01 1.01 5 0 0.000195773 0.0195773 0.978864 0.000723284 1.91493E-05 3.6945 52221.2 37.7707 1382.58 0.00103899 9.23291 370.766 0.994751 0.0277871 0.995139
5.0 10e-6 0.60e-6 1.015 1.015 5 0 0.000199514 0.0199514 0.99757 0.000725945 1.93234E-05 3.63856 51750.6 37.5681 1377.52 0.00103898 9.26739 374.124 0.994746 0.0278014 0.995134
5.0 10e-6 0.60e-6 1.02 1.02 5 0 0.000203268 0.0203268 1.01634 0.000728581 1.94945E-05 3.58434 51296.5 37.3736 1372.53 0.00103893 9.30118 377.44 0.99474 0.0278149 0.995129
5.0 10e-6 0.60e-6 1.025 1.025 5 0 0.000207034 0.0207034 1.03517 0.000731194 1.96626E-05 3.53176 50858 37.1871 1367.63 0.00103886 9.33429 380.715 0.994735 0.0278279 0.995124
5.0 10e-6 0.60e-6 1.03 1.03 5 0 0.000210813 0.0210813 1.05406 0.000733787 1.98277E-05 3.48075 50434.4 37.0081 1362.79 0.00103876 9.3667 383.945 0.99473 0.0278402 0.99512
5.0 10e-6 0.60e-6 1.035 1.035 5 0 0.000214603 0.0214603 1.07302 0.000736362 1.999E-05 3.43127 50024.9 36.8365 1358.03 0.00103863 9.39844 387.131 0.994725 0.027852 0.995115
5.0 10e-6 0.60e-6 1.04 1.04 5 0 0.000218406 0.0218406 1.09203 0.000738922 2.01496E-05 3.38324 49628.9 36.6719 1353.32 0.00103847 9.4295 390.272 0.99472 0.0278633 0.99511
5.0 10e-6 0.60e-6 1.045 1.045 5 0 0.000222222 0.0222222 1.11111 0.000741468 2.03063E-05 3.33662 49245.7 36.5141 1348.68 0.00103828 9.45989 393.368 0.994715 0.0278741 0.995105
5.0 10e-6 0.60e-6 1.05 1.05 5 0 0.000226049 0.0226049 1.13024 0.000744002 2.04605E-05 3.29134 48874.7 36.3629 1344.08 0.00103807 9.48961 396.416 0.99471 0.0278845 0.995101
5.0 10e-6 0.60e-6 1.055 1.055 5 0 0.000229888 0.0229888 1.14944 0.000746526 2.0612E-05 3.24735 48515.4 36.218 1339.54 0.00103783 9.51869 399.418 0.994705 0.0278944 0.995096
5.0 10e-6 0.60e-6 1.06 1.06 5 0 0.000233739 0.0233739 1.1687 0.000749041 2.0761E-05 3.2046 48167.2 36.0792 1335.04 0.00103756 9.54712 402.373 0.9947 0.0279039 0.995091
5.0 10e-6 0.60e-6 1.065 1.065 5 0 0.000237602 0.0237602 1.18801 0.000751548 2.09075E-05 3.16305 47829.7 35.9463 1330.59 0.00103727 9.57491 405.281 0.994695 0.0279131 0.995086
5.0 10e-6 0.60e-6 1.07 1.07 5 0 0.000241477 0.0241477 1.20739 0.000754048 2.10516E-05 3.12265 47502.3 35.819 1326.18 0.00103696 9.60208 408.142 0.99469 0.027922 0.995082
5.0 10e-6 0.60e-6 1.075 1.075 5 0 0.000245364 0.0245364 1.22682 0.000756542 2.11933E-05 3.08335 47184.6 35.6972 1321.8 0.00103662 9.62863 410.955 0.994685 0.0279305 0.995077
5.0 10e-6 0.60e-6 1.08 1.08 5 0 0.000249263 0.0249263 1.24631 0.000759031 2.13328E-05 3.04511 46876.3 35.5806 1317.47 0.00103627 9.65459 413.722 0.99468 0.0279387 0.995072
5.0 10e-6 0.60e-6 1.085 1.085 5 0 0.000253173 0.0253173 1.26586 0.000761517 2.14699E-05 3.00789 46576.8 35.469 1313.17 0.00103589 9.67995 416.441 0.994675 0.0279467 0.995067
5.0 10e-6 0.60e-6 1.09 1.09 5 0 0.000257095 0.0257095 1.28548 0.000763998 2.16049E-05 2.97166 46285.8 35.3623 1308.9 0.00103549 9.70474 419.114 0.99467 0.0279543 0.995062
5.0 10e-6 0.60e-6 1.095 1.095 5 0 0.000261029 0.0261029 1.30515 0.000766477 2.17377E-05 2.93637 46003 35.2603 1304.67 0.00103507 9.72896 421.742 0.994664 0.0279617 0.995057
5.0 10e-6 0.60e-6 1.1 1.1 5 0 0.000264975 0.0264975 1.32487 0.000768954 2.18684E-05 2.90199 45728.1 35.1628 1300.47 0.00103464 9.75263 424.323 0.994659 0.0279689 0.995052
5.0 10e-6 0.60e-6 1.105 1.105 5 0 0.000268932 0.0268932 1.34466 0.000771428 2.19971E-05 2.86848 45460.6 35.0696 1296.3 0.00103418 9.77576 426.859 0.994654 0.0279759 0.995047
5.0 10e-6 0.60e-6 1.11 1.11 5 0 0.000272902 0.0272902 1.36451 0.000773901 2.21237E-05 2.83582 45200.3 34.9806 1292.15 0.00103371 9.79836 429.351 0.994649 0.0279827 0.995042
5.0 10e-6 0.60e-6 1.115 1.115 5 0 0.000276883 0.0276883 1.38441 0.000776372 2.22484E-05 2.80397 44947 34.8956 1288.04 0.00103323 9.82045 431.799 0.994644 0.0279892 0.995037
5.0 10e-6 0.60e-6 1.12 1.12 5 0 0.000280876 0.0280876 1.40438 0.000778843 2.23712E-05 2.77291 44700.3 34.8145 1283.96 0.00103273 9.84204 434.203 0.994638 0.0279956 0.995032
5.0 10e-6 0.60e-6 1.125 1.125 5 0 0.00028488 0.028488 1.4244 0.000781312 2.24921E-05 2.7426 44460 34.7371 1279.9 0.00103221 9.86313 436.564 0.994633 0.0280018 0.995027
5.0 10e-6 0.60e-6 1.13 1.13 5 0 0.000288896 0.0288896 1.44448 0.00078378 2.26112E-05 2.71301 44225.8 34.6633 1275.87 0.00103169 9.88375 438.883 0.994628 0.0280078 0.995022
5.0 10e-6 0.60e-6 1.135 1.135 5 0 0.000292925 0.0292925 1.46462 0.000786247 2.27285E-05 2.68413 43997.5 34.5929 1271.86 0.00103115 9.90391 441.161 0.994623 0.0280137 0.995017
5.0 10e-6 0.60e-6 1.14 1.14 5 0 0.000296964 0.0296964 1.48482 0.000788713 2.28441E-05 2.65592 43775 34.5259 1267.89 0.0010306 9.92362 443.398 0.994617 0.0280194 0.995012
5.0 10e-6 0.60e-6 1.145 1.145 5 0 0.000301016 0.0301016 1.50508 0.000791179 2.2958E-05 2.62836 43557.9 34.4621 1263.94 0.00103004 9.94289 445.595 0.994612 0.028025 0.995007
5.0 10e-6 0.60e-6 1.15 1.15 5 0 0.000305079 0.0305079 1.5254 0.000793644 2.30702E-05 2.60144 43346 34.4013 1260.01 0.00102946 9.96173 447.754 0.994607 0.0280305 0.995002
5.0 10e-6 0.60e-6 1.155 1.155 5 0 0.000309154 0.0309154 1.54577 0.000796107 2.31807E-05 2.57511 43139.3 34.3435 1256.11 0.00102888 9.98016 449.874 0.994601 0.0280358 0.994996
5.0 10e-6 0.60e-6 1.16 1.16 5 0 0.000313241 0.0313241 1.5662 0.00079857 2.32897E-05 2.54938 42937.4 34.2886 1252.24 0.00102829 9.99818 451.956 0.994596 0.028041 0.994991
5.0 10e-6 0.60e-6 1.165 1.165 5 0 0.000317339 0.0317339 1.5867 0.000801032 2.33971E-05 2.52421 42740.3 34.2364 1248.39 0.0010277 10.0158 454.002 0.994591 0.0280461 0.994986
5.0 10e-6 0.60e-6 1.17 1.17 5 0 0.00032145 0.032145 1.60725 0.000803492 2.3503E-05 2.49959 42547.8 34.1868 1244.57 0.00102709 10.0331 456.011 0.994585 0.0280511 0.994981
5.0 10e-6 0.60e-6 1.175 1.175 5 0 0.000325572 0.0325572 1.62786 0.000805951 2.36074E-05 2.4755 42359.6 34.1398 1240.77 0.00102648 10.05 457.986 0.99458 0.0280559 0.994975
5.0 10e-6 0.60e-6 1.18 1.18 5 0 0.000329705 0.0329705 1.64853 0.000808409 2.37103E-05 2.45191 42175.7 34.0952 1237 0.00102586 10.0665 459.926 0.994574 0.0280607 0.99497
5.0 10e-6 0.60e-6 1.185 1.185 5 0 0.000333851 0.0333851 1.66925 0.000810865 2.38119E-05 2.42882 41995.9 34.053 1233.25 0.00102524 10.0827 461.833 0.994569 0.0280654 0.994965
5.0 10e-6 0.60e-6 1.19 1.19 5 0 0.000338008 0.0338008 1.69004 0.000813319 2.3912E-05 2.40621 41820 34.013 1229.53 0.00102461 10.0985 463.707 0.994564 0.0280699 0.99496
5.0 10e-6 0.60e-6 1.195 1.195 5 0 0.000342177 0.0342177 1.71088 0.000815771 2.40108E-05 2.38406 41648 33.9752 1225.83 0.00102398 10.114 465.549 0.994558 0.0280744 0.994954
5.0 10e-6 0.60e-6 1.2 1.2 5 0 0.000346357 0.0346357 1.73179 0.00081822 2.41082E-05 2.36236 41479.7 33.9395 1222.16 0.00102334 10.1292 467.361 0.994553 0.0280788 0.994949
5.0 10e-6 0.60e-6 1.205 1.205 5 0 0.000350549 0.0350549 1.75275 0.000820668 2.42043E-05 2.34109 41314.9 33.9058 1218.52 0.0010227 10.1441 469.141 0.994547 0.0280831 0.994944
5.0 10e-6 0.60e-6 1.21 1.21 5 0 0.000354753 0.0354753 1.77377 0.000823112 2.42992E-05 2.32024 41153.7 33.8741 1214.9 0.00102206 10.1587 470.893 0.994542 0.0280874 0.994939
5.0 10e-6 0.60e-6 1.215 1.215 5 0 0.000358969 0.0358969 1.79484 0.000825554 2.43928E-05 2.29979 40995.8 33.8442 1211.31 0.00102142 10.173 472.616 0.994537 0.0280915 0.994933
5.0 10e-6 0.60e-6 1.22 1.22 5 0 0.000363196 0.0363196 1.81598 0.000827993 2.44851E-05 2.27974 40841.1 33.8162 1207.74 0.00102077 10.1871 474.31 0.994531 0.0280956 0.994928
5.0 10e-6 0.60e-6 1.225 1.225 5 0 0.000367435 0.0367435 1.83717 0.000830429 2.45763E-05 2.26007 40689.6 33.7898 1204.2 0.00102012 10.2008 475.978 0.994526 0.0280996 0.994923
5.0 10e-6 0.60e-6 1.23 1.23 5 0 0.000371685 0.0371685 1.85843 0.000832861 2.46663E-05 2.24077 40541.1 33.7651 1200.68 0.00101947 10.2143 477.619 0.99452 0.0281036 0.994917
5.0 10e-6 0.60e-6 1.235 1.235 5 0 0.000375947 0.0375947 1.87974 0.00083529 2.47552E-05 2.22183 40395.6 33.742 1197.19 0.00101882 10.2276 479.234 0.994515 0.0281075 0.994912
5.0 10e-6 0.60e-6 1.24 1.24 5 0 0.000380221 0.0380221 1.90111 0.000837715 2.48429E-05 2.20323 40253 33.7205 1193.72 0.00101817 10.2406 480.824 0.99451 0.0281113 0.994907
5.0 10e-6 0.60e-6 1.245 1.245 5 0 0.000384506 0.0384506 1.92253 0.000840135 2.49295E-05 2.18497 40113.1 33.7004 1190.28 0.00101752 10.2533 482.39 0.994504 0.028115 0.994902
5.0 10e-6 0.60e-6 1.25 1.25 5 0 0.000388803 0.0388803 1.94402 0.000842552 2.50151E-05 2.16704 39975.9 33.6818 1186.87 0.00101687 10.2659 483.932 0.994499 0.0281187 0.994896
5.0 10e-6 0.60e-6 1.255 1.255 5 0 0.000393112 0.0393112 1.96556 0.000844964 2.50995E-05 2.14943 39841.4 33.6645 1183.48 0.00101622 10.2782 485.451 0.994494 0.0281224 0.994891
5.0 10e-6 0.60e-6 1.26 1.26 5 0 0.000397431 0.0397431 1.98716 0.000847372 2.5183E-05 2.13212 39709.3 33.6486 1180.12 0.00101557 10.2903 486.947 0.994488 0.0281259 0.994886
5.0 10e-6 0.60e-6 1.265 1.265 5 0 0.000401763 0.0401763 2.00881 0.000849775 2.52654E-05 2.11512 39579.8 33.6339 1176.78 0.00101492 10.3022 488.422 0.994483 0.0281295 0.994881
5.0 10e-6 0.60e-6 1.27 1.27 5 0 0.000406106 0.0406106 2.03053 0.000852173 2.53469E-05 2.0984 39452.6 33.6204 1173.47 0.00101427 10.3139 489.876 0.994478 0.0281329 0.994876
5.0 10e-6 0.60e-6 1.275 1.275 5 0 0.00041046 0.041046 2.0523 0.000854566 2.54274E-05 2.08197 39327.7 33.6081 1170.19 0.00101363 10.3253 491.31 0.994472 0.0281363 0.99487
5.0 10e-6 0.60e-6 1.28 1.28 5 0 0.000414826 0.0414826 2.07413 0.000856953 2.55069E-05 2.06582 39205.1 33.597 1166.92 0.00101298 10.3366 492.723 0.994467 0.0281397 0.994865
5.0 10e-6 0.60e-6 1.285 1.285 5 0 0.000419203 0.0419203 2.09601 0.000859335 2.55855E-05 2.04993 39084.7 33.5869 1163.69 0.00101234 10.3478 494.117 0.994462 0.028143 0.99486
5.0 10e-6 0.60e-6 1.29 1.29 5 0 0.000423591 0.0423591 2.11796 0.000861712 2.56631E-05 2.0343 38966.4 33.5778 1160.48 0.0010117 10.3587 495.493 0.994457 0.0281463 0.994855
5.0 10e-6 0.60e-6 1.295 1.295 5 0 0.000427991 0.0427991 2.13996 0.000864082 2.57399E-05 2.01893 38850.2 33.5698 1157.3 0.00101107 10.3695 496.85 0.994452 0.0281495 0.99485
5.0 10e-6 0.60e-6 1.3 1.3 5 0 0.000432402 0.0432402 2.16201 0.000866447 2.58158E-05 2.0038 38736 33.5627 1154.14 0.00101043 10.3801 498.19 0.994446 0.0281527 0.994845
5.0 10e-6 0.60e-6 1.305 1.305 5 0 0.000436825 0.0436825 2.18412 0.000868806 2.58908E-05 1.98891 38623.8 33.5566 1151.01 0.0010098 10.3905 499.512 0.994441 0.0281558 0.99484
5.0 10e-6 0.60e-6 1.31 1.31 5 0 0.000441258 0.0441258 2.20629 0.000871158 2.5965E-05 1.97426 38513.4 33.5513 1147.9 0.00100917 10.4008 500.818 0.994436 0.0281589 0.994835
5.0 10e-6 0.60e-6 1.315 1.315 5 0 0.000445703 0.0445703 2.22852 0.000873504 2.60383E-05 1.95983 38405 33.5469 1144.81 0.00100854 10.4109 502.108 0.994431 0.0281619 0.99483
5.0 10e-6 0.60e-6 1.32 1.32 5 0 0.00045016 0.045016 2.2508 0.000875844 2.61108E-05 1.94563 38298.3 33.5433 1141.76 0.00100792 10.4209 503.382 0.994426 0.0281649 0.994825
5.0 10e-6 0.60e-6 1.325 1.325 5 0 0.000454627 0.0454627 2.27313 0.000878177 2.61826E-05 1.93164 38193.4 33.5405 1138.72 0.0010073 10.4308 504.641 0.994421 0.0281679 0.99482
5.0 10e-6 0.60e-6 1.33 1.33 5 0 0.000459105 0.0459105 2.29553 0.000880503 2.62535E-05 1.91787 38090.1 33.5385 1135.71 0.00100669 10.4405 505.885 0.994416 0.0281708 0.994815
5.0 10e-6 0.60e-6 1.335 1.335 5 0 0.000463595 0.0463595 2.31797 0.000882823 2.63237E-05 1.9043 37988.6 33.5372 1132.73 0.00100608 10.45 507.116 0.994411 0.0281737 0.99481
5.0 10e-6 0.60e-6 1.34 1.34 5 0 0.000468096 0.0468096 2.34048 0.000885135 2.63931E-05 1.89093 37888.7 33.5366 1129.77 0.00100547 10.4595 508.332 0.994406 0.0281765 0.994805
5.0 10e-6 0.60e-6 1.345 1.345 5 0 0.000472607 0.0472607 2.36304 0.00088744 2.64618E-05 1.87775 37790.3 33.5366 1126.84 0.00100486 10.4688 509.535 0.994401 0.0281793 0.9948
5.0 10e-6 0.60e-6 1.35 1.35 5 0 0.00047713 0.047713 2.38565 0.000889738 2.65298E-05 1.86477 37693.5 33.5373 1123.93 0.00100426 10.478 510.724 0.994396 0.0281821 0.994795
5.0 10e-6 0.60e-6 1.355 1.355 5 0 0.000481664 0.0481664 2.40832 0.000892029 2.6597E-05 1.85198 37598.2 33.5387 1121.04 0.00100367 10.4871 511.902 0.994391 0.0281848 0.99479
5.0 10e-6 0.60e-6 1.36 1.36 5 0 0.000486208 0.0486208 2.43104 0.000894313 2.66636E-05 1.83936 37504.3 33.5406 1118.18 0.00100308 10.4961 513.067 0.994386 0.0281875 0.994786
5.0 10e-6 0.60e-6 1.365 1.365 5 0 0.000490764 0.0490764 2.45382 0.000896589 2.67295E-05 1.82693 37411.9 33.5431 1115.34 0.00100249 10.5049 514.22 0.994381 0.0281902 0.994781
5.0 10e-6 0.60e-6 1.37 1.37 5 0 0.00049533 0.049533 2.47665 0.000898857 2.67947E-05 1.81466 37320.9 33.5461 1112.52 0.00100191 10.5137 515.361 0.994376 0.0281928 0.994776
5.0 10e-6 0.60e-6 1.375 1.375 5 0 0.000499907 0.0499907 2.49954 0.000901118 2.68592E-05 1.80257 37231.2 33.5497 1109.73 0.00100133 10.5223 516.492 0.994372 0.0281954 0.994771
5.0 10e-6 0.60e-6 1.38 1.38 5 0 0.000504495 0.0504495 2.52248 0.000903371 2.69231E-05 1.79064 37142.8 33.5538 1106.96 0.00100075 10.5309 517.612 0.994367 0.0281979 0.994767
5.0 10e-6 0.60e-6 1.385 1.385 5 0 0.000509094 0.0509094 2.54547 0.000905617 2.69864E-05 1.77888 37055.8 33.5583 1104.22 0.00100018 10.5394 518.721 0.994362 0.0282005 0.994762
5.0 10e-6 0.60e-6 1.39 1.39 5 0 0.000513703 0.0513703 2.56852 0.000907854 2.7049E-05 1.76727 36969.9 33.5633 1101.5 0.000999616 10.5477 519.82 0.994357 0.028203 0.994757
5.0 10e-6 0.60e-6 1.395 1.395 5 0 0.000518323 0.0518323 2.59162 0.000910084 2.7111E-05 1.75582 36885.4 33.5688 1098.8 0.000999055 10.556 520.91 0.994353 0.0282054 0.994753
5.0 10e-6 0.60e-6 1.4 1.4 5 0 0.000522954 0.0522954 2.61477 0.000912306 2.71725E-05 1.74452 36802 33.5747 1096.12 0.000998498 10.5642 521.99 0.994348 0.0282078 0.994748
5.0 10e-6 0.60e-6 1.405 1.405 5 0 0.000527595 0.0527595 2.63798 0.00091452 2.72333E-05 1.73337 36719.8 33.5809 1093.47 0.000997946 10.5723 523.06 0.994344 0.0282102 0.994744
5.0 10e-6 0.60e-6 1.41 1.41 5 0 0.000532247 0.0532247 2.66124 0.000916725 2.72936E-05 1.72237 36638.7 33.5876 1090.84 0.000997399 10.5803 524.122 0.994339 0.0282126 0.994739
5.0 10e-6 0.60e-6 1.415 1.415 5 0 0.00053691 0.053691 2.68455 0.000918923 2.73532E-05 1.7115 36558.7 33.5946 1088.23 0.000996857 10.5882 525.175 0.994334 0.028215 0.994735
5.0 10e-6 0.60e-6 1.42 1.42 5 0 0.000541583 0.0541583 2.70791 0.000921112 2.74124E-05 1.70078 36479.9 33.602 1085.64 0.000996319 10.5961 526.219 0.99433 0.0282173 0.99473
5.0 10e-6 0.60e-6 1.425 1.425 5 0 0.000546266 0.0546266 2.73133 0.000923293 2.7471E-05 1.69019 36402.1 33.6098 1083.08 0.000995787 10.6039 527.256 0.994325 0.0282195 0.994726
5.0 10e-6 0.60e-6 1.43 1.43 5 0 0.00055096 0.055096 2.7548 0.000925466 2.7529E-05 1.67973 36325.3 33.6178 1080.54 0.000995259 10.6116 528.285 0.994321 0.0282218 0.994721
5.0 10e-6 0.60e-6 1.435 1.435 5 0 0.000555664 0.0555664 2.77832 0.000927631 2.75865E-05 1.66941 36249.6 33.6262 1078.02 0.000994736 10.6192 529.306 0.994317 0.028224 0.994717
5.0 10e-6 0.60e-6 1.44 1.44 5 0 0.000560378 0.0560378 2.80189 0.000929787 2.76436E-05 1.65921 36174.8 33.6349 1075.52 0.000994217 10.6268 530.319 0.994312 0.0282262 0.994713
5.0 10e-6 0.60e-6 1.445 1.445 5 0 0.000565103 0.0565103 2.82551 0.000931935 2.77001E-05 1.64914 36101 33.6438 1073.04 0.000993704 10.6343 531.326 0.994308 0.0282284 0.994708
5.0 10e-6 0.60e-6 1.45 1.45 5 0 0.000569838 0.0569838 2.84919 0.000934074 2.77561E-05 1.63919 36028.2 33.653 1070.58 0.000993196 10.6417 532.325 0.994303 0.0282305 0.994704
5.0 10e-6 0.60e-6 1.455 1.455 5 0 0.000574583 0.0574583 2.87291 0.000936205 2.78116E-05 1.62937 35956.3 33.6625 1068.14 0.000992692 10.6491 533.318 0.994299 0.0282327 0.9947
5.0 10e-6 0.60e-6 1.46 1.46 5 0 0.000579338 0.0579338 2.89669 0.000938328 2.78666E-05 1.61966 35885.3 33.6722 1065.73 0.000992193 10.6564 534.304 0.994295 0.0282348 0.994696
5.0 10e-6 0.60e-6 1.465 1.465 5 0 0.000584104 0.0584104 2.92052 0.000940442 2.79211E-05 1.61006 35815.2 33.6821 1063.33 0.0009917 10.6637 535.284 0.994291 0.0282368 0.994692
5.0 10e-6 0.60e-6 1.47 1.47 5 0 0.000588879 0.0588879 2.94439 0.000942548 2.79752E-05 1.60058 35745.9 33.6922 1060.95 0.000991211 10.6709 536.258 0.994287 0.0282389 0.994687
5.0 10e-6 0.60e-6 1.475 1.475 5 0 0.000593664 0.0593664 2.96832 0.000944645 2.80289E-05 1.59121 35677.5 33.7026 1058.6 0.000990727 10.678 537.226 0.994282 0.0282409 0.994683
5.0 10e-6 0.60e-6 1.48 1.48 5 0 0.00059846 0.059846 2.9923 0.000946734 2.80821E-05 1.58195 35609.9 33.7131 1056.26 0.000990248 10.6851 538.188 0.994278 0.0282429 0.994679
5.0 10e-6 0.60e-6 1.485 1.485 5 0 0.000603265 0.0603265 3.01633 0.000948814 2.81348E-05 1.5728 35543.2 33.7239 1053.95 0.000989774 10.6922 539.145 0.994274 0.0282448 0.994675
5.0 10e-6 0.60e-6 1.49 1.49 5 0 0.000608081 0.0608081 3.0404 0.000950886 2.81871E-05 1.56375 35477.2 33.7348 1051.65 0.000989305 10.6991 540.096 0.99427 0.0282468 0.994671
5.0 10e-6 0.60e-6 1.495 1.495 5 0 0.000612906 0.0612906 3.06453 0.000952949 2.8239E-05 1.5548 35412 33.7458 1049.37 0.000988841 10.7061 541.042 0.994266 0.0282487 0.994667
5.0 10e-6 0.60e-6 1.5 1.5 5 0 0.000617741 0.0617741 3.08871 0.000955004 2.82905E-05 1.54596 35347.6 33.7571 1047.12 0.000988382 10.713 541.983 0.994262 0.0282506 0.994663
5.0 10e-6 0.60e-6 1.505 1.505 5 0 0.000622586 0.0622586 3.11293 0.00095705 2.83415E-05 1.53722 35283.9 33.7685 1044.88 0.000987928 10.7198 542.919 0.994258 0.0282525 0.994659
5.0 10e-6 0.60e-6 1.51 1.51 5 0 0.00062744 0.062744 3.1372 0.000959088 2.83922E-05 1.52857 35220.9 33.78 1042.66 0.000987478 10.7266 543.851 0.994254 0.0282543 0.994655
5.0 10e-6 0.60e-6 1.515 1.515 5 0 0.000632305 0.0632305 3.16152 0.000961117 2.84425E-05 1.52002 35158.7 33.7916 1040.46 0.000987034 10.7334 544.778 0.99425 0.0282562 0.994652
5.0 10e-6 0.60e-6 1.52 1.52 5 0 0.000637179 0.0637179 3.18589 0.000963137 2.84923E-05 1.51157 35097.2 33.8034 1038.27 0.000986594 10.7401 545.7 0.994246 0.028258 0.994648
5.0 10e-6 0.60e-6 1.525 1.525 5 0 0.000642062 0.0642062 3.21031 0.000965149 2.85418E-05 1.5032 35036.3 33.8152 1036.11 0.00098616 10.7468 546.618 0.994242 0.0282598 0.994644
5.0 10e-6 0.60e-6 1.53 1.53 5 0 0.000646955 0.0646955 3.23478 0.000967152 2.8591E-05 1.49493 34976.1 33.8272 1033.96 0.00098573 10.7534 547.532 0.994239 0.0282615 0.99464
5.0 10e-6 0.60e-6 1.535 1.535 5 0 0.000651858 0.0651858 3.25929 0.000969147 2.86397E-05 1.48675 34916.6 33.8393 1031.83 0.000985305 10.76 548.442 0.994235 0.0282633 0.994637
5.0 10e-6 0.60e-6 1.54 1.54 5 0 0.00065677 0.065677 3.28385 0.000971134 2.86881E-05 1.47865 34857.7 33.8514 1029.72 0.000984885 10.7665 549.349 0.994231 0.028265 0.994633
