VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro inv_gm_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 4e-6 0.60e-6 1.575 1.575 5 0 0.000120742 0.0301855 0.60371 0.000311384 1.23678E-06 2.57892 808549 251.769 3211.47 3.18671 13.8606 1144.76 0.97123 0.0243314 0.971534
5.0 4e-6 0.60e-6 1.58 1.58 5 0 0.000122309 0.0305772 0.611543 0.00031282 1.24226E-06 2.55762 804987 251.816 3196.73 3.17977 13.8419 1139.63 0.971165 0.0243416 0.97147
5.0 4e-6 0.60e-6 1.585 1.585 5 0 0.000123883 0.0309706 0.619413 0.000314246 1.24768E-06 2.53665 801485 251.864 3182.22 3.17294 13.8235 1134.6 0.971101 0.0243518 0.971406
5.0 4e-6 0.60e-6 1.59 1.59 5 0 0.000125463 0.0313658 0.627317 0.000315665 1.25307E-06 2.51599 798042 251.914 3167.92 3.16621 13.8054 1129.68 0.971038 0.0243621 0.971343
5.0 4e-6 0.60e-6 1.595 1.595 5 0 0.000127051 0.0317628 0.635256 0.000317074 1.25841E-06 2.49564 794656 251.965 3153.84 3.15958 13.7876 1124.87 0.970976 0.0243723 0.971282
5.0 4e-6 0.60e-6 1.6 1.6 5 0 0.000128646 0.0321615 0.643229 0.000318475 1.2637E-06 2.4756 791326 252.018 3139.96 3.15305 13.7701 1120.15 0.970914 0.0243827 0.971221
5.0 4e-6 0.60e-6 1.605 1.605 5 0 0.000130248 0.0325619 0.651238 0.000319868 1.26895E-06 2.45585 788051 252.072 3126.29 3.14662 13.7529 1115.53 0.970854 0.024393 0.97116
5.0 4e-6 0.60e-6 1.61 1.61 5 0 0.000131856 0.032964 0.65928 0.000321252 1.27416E-06 2.43639 784829 252.128 3112.82 3.14029 13.736 1111 0.970794 0.0244034 0.971101
5.0 4e-6 0.60e-6 1.615 1.615 5 0 0.000133471 0.0333678 0.667356 0.000322628 1.27933E-06 2.41721 781660 252.185 3099.55 3.13406 13.7194 1106.57 0.970736 0.0244139 0.971043
5.0 4e-6 0.60e-6 1.62 1.62 5 0 0.000135093 0.0337733 0.675466 0.000323995 1.28445E-06 2.39831 778541 252.244 3086.46 3.12792 13.703 1102.23 0.970678 0.0244244 0.970985
5.0 4e-6 0.60e-6 1.625 1.625 5 0 0.000136722 0.0341805 0.68361 0.000325355 1.28954E-06 2.37968 775472 252.304 3073.57 3.12187 13.6869 1097.97 0.970621 0.0244349 0.970928
5.0 4e-6 0.60e-6 1.63 1.63 5 0 0.000138357 0.0345893 0.691787 0.000326706 1.29458E-06 2.36132 772452 252.365 3060.86 3.11591 13.6711 1093.81 0.970565 0.0244455 0.970872
5.0 4e-6 0.60e-6 1.635 1.635 5 0 0.000139999 0.0349999 0.699997 0.000328049 1.29958E-06 2.34322 769479 252.427 3048.33 3.11004 13.6556 1089.72 0.970509 0.0244561 0.970817
5.0 4e-6 0.60e-6 1.64 1.64 5 0 0.000141648 0.035412 0.70824 0.000329384 1.30454E-06 2.32537 766553 252.49 3035.97 3.10426 13.6403 1085.72 0.970454 0.0244668 0.970763
5.0 4e-6 0.60e-6 1.645 1.645 5 0 0.000143303 0.0358258 0.716516 0.00033071 1.30946E-06 2.30777 763672 252.554 3023.79 3.09856 13.6252 1081.8 0.9704 0.0244775 0.970709
5.0 4e-6 0.60e-6 1.65 1.65 5 0 0.000144965 0.0362412 0.724825 0.000332029 1.31434E-06 2.29041 760836 252.62 3011.78 3.09295 13.6104 1077.96 0.970347 0.0244883 0.970656
5.0 4e-6 0.60e-6 1.655 1.655 5 0 0.000146633 0.0366583 0.733166 0.00033334 1.31919E-06 2.27329 758044 252.686 2999.94 3.08742 13.5959 1074.19 0.970295 0.0244991 0.970604
5.0 4e-6 0.60e-6 1.66 1.66 5 0 0.000148308 0.0370769 0.741539 0.000334643 1.32399E-06 2.25641 755293 252.754 2988.26 3.08198 13.5815 1070.5 0.970243 0.0245099 0.970553
