VDS_set_V W_m L_m VBIAS_set_V VGS_actual_V VDS_actual_V VBS_actual_V ID_A JD_mA_per_um Pdc_mW gm_S gds_S gm_ID_1_per_V ro_Ohm gmro inv_gm_Ohm NFmin_dB NF_dB Rn_Ohm SOpt_real SOpt_imag SOpt_mag
5.0 4e-6 0.60e-6 0.97 0.97 5 0 2.78126E-06 0.000695315 0.0139063 3.95378E-05 1.6696E-07 14.2158 5989460 236.81 25292.3 0.377935 7.32164 219.385 0.980214 0.0412974 0.981083
5.0 4e-6 0.60e-6 0.975 0.975 5 0 2.98806E-06 0.000747015 0.0149403 4.18614E-05 1.75756E-07 14.0095 5689690 238.178 23888.4 0.388446 7.337 220.318 0.979786 0.0416013 0.980669
5.0 4e-6 0.60e-6 0.98 0.98 5 0 3.20684E-06 0.00080171 0.0160342 4.42599E-05 1.84775E-07 13.8017 5411980 239.534 22593.8 0.398986 7.35262 221.268 0.979364 0.0419104 0.98026
5.0 4e-6 0.60e-6 0.985 0.985 5 0 3.43797E-06 0.000859493 0.0171899 4.67308E-05 1.94008E-07 13.5925 5154440 240.871 21399.2 0.409545 7.36847 222.237 0.978946 0.0422245 0.979856
5.0 4e-6 0.60e-6 0.99 0.99 5 0 3.68182E-06 0.000920454 0.0184091 4.92709E-05 2.03445E-07 13.3822 4.91534E+06 242.183 20295.9 0.42011 7.38454 223.221 0.978534 0.042543 0.979458
5.0 4e-6 0.60e-6 0.995 0.995 5 0 3.93871E-06 0.000984678 0.0196936 5.18771E-05 2.13077E-07 13.1711 4693150 243.467 19276.3 0.430671 7.40079 224.221 0.978127 0.0428655 0.979066
5.0 4e-6 0.60e-6 1 1 5 0 4.20898E-06 0.00105225 0.0210449 5.45456E-05 2.22894E-07 12.9593 4486440 244.716 18333.3 0.441214 7.41722 225.236 0.977727 0.0431917 0.978681
5.0 4e-6 0.60e-6 1.005 1.005 5 0 4.49293E-06 0.00112323 0.0224646 5.72727E-05 2.32885E-07 12.7473 4293960 245.927 17460.3 0.45173 7.4338 226.263 0.977333 0.0435209 0.978301
5.0 4e-6 0.60e-6 1.01 1.01 5 0 4.79084E-06 0.00119771 0.0239542 6.00544E-05 2.43042E-07 12.5352 4.11452E+06 247.095 16651.6 0.462207 7.45052 227.303 0.976945 0.0438528 0.977929
5.0 4e-6 0.60e-6 1.015 1.015 5 0 5.10298E-06 0.00127574 0.0255149 6.28864E-05 2.53351E-07 12.3235 3947090 248.218 15901.7 0.472634 7.46735 228.354 0.976565 0.044187 0.977564
5.0 4e-6 0.60e-6 1.02 1.02 5 0 5.42958E-06 0.0013574 0.0271479 6.57644E-05 2.63804E-07 12.1122 3790690 249.293 15205.8 0.483001 7.48428 229.416 0.976191 0.0445231 0.977206
5.0 4e-6 0.60e-6 1.025 1.025 5 0 5.77088E-06 0.00144272 0.0288544 6.86841E-05 2.74389E-07 11.9018 3644460 250.317 14559.4 0.493298 7.50129 230.486 0.975824 0.0448606 0.976855
5.0 4e-6 0.60e-6 1.03 1.03 5 0 6.12705E-06 0.00153176 0.0306353 7.16409E-05 2.85095E-07 11.6926 3507600 251.288 13958.5 0.503514 7.51836 231.566 0.975465 0.0451992 0.976512
5.0 4e-6 0.60e-6 1.035 1.035 5 0 6.49829E-06 0.00162457 0.0324914 7.46304E-05 2.95912E-07 11.4846 3379390 252.205 13399.4 0.513642 7.53549 232.653 0.975113 0.0455384 0.976176
5.0 4e-6 0.60e-6 1.04 1.04 5 0 6.88473E-06 0.00172118 0.0344237 7.76482E-05 3.06828E-07 11.2783 3259150 253.067 12878.6 0.523673 7.55266 233.747 0.974769 0.045878 0.975848
5.0 4e-6 0.60e-6 1.045 1.045 5 0 7.28651E-06 0.00182163 0.0364326 8.06898E-05 3.17834E-07 11.0739 3146300 253.874 12393.1 0.5336 7.56985 234.847 0.974432 0.0462175 0.975527
5.0 4e-6 0.60e-6 1.05 1.05 5 0 7.70373E-06 0.00192593 0.0385187 8.37509E-05 3.28919E-07 10.8715 3040260 254.625 11940.2 0.543414 7.58706 235.953 0.974103 0.0465566 0.975214
5.0 4e-6 0.60e-6 1.055 1.055 5 0 8.13648E-06 0.00203412 0.0406824 8.68274E-05 3.40073E-07 10.6714 2940540 255.32 11517.1 0.55311 7.60427 237.063 0.973781 0.0468951 0.974909
5.0 4e-6 0.60e-6 1.06 1.06 5 0 8.58482E-06 0.00214621 0.0429241 8.99152E-05 3.51287E-07 10.4737 2846670 255.959 11121.6 0.562682 7.62147 238.178 0.973467 0.0472325 0.974612
5.0 4e-6 0.60e-6 1.065 1.065 5 0 9.0488E-06 0.0022622 0.045244 9.30104E-05 3.62551E-07 10.2788 2758230 256.544 10751.5 0.572125 7.63866 239.297 0.973161 0.0475687 0.974322
5.0 4e-6 0.60e-6 1.07 1.07 5 0 9.52844E-06 0.00238211 0.0476422 9.61093E-05 3.73855E-07 10.0866 2674830 257.076 10404.8 0.581433 7.65583 240.42 0.972862 0.0479034 0.974041
5.0 4e-6 0.60e-6 1.075 1.075 5 0 1.00237E-05 0.00250593 0.0501187 9.92084E-05 3.85192E-07 9.89734 2596110 257.556 10079.8 0.590604 7.67297 241.545 0.972571 0.0482364 0.973766
5.0 4e-6 0.60e-6 1.08 1.08 5 0 1.05347E-05 0.00263367 0.0526735 0.000102304 3.96553E-07 9.71119 2521730 257.984 9774.75 0.599634 7.69007 242.673 0.972287 0.0485674 0.973499
5.0 4e-6 0.60e-6 1.085 1.085 5 0 1.10613E-05 0.00276532 0.0553064 0.000105394 4.07929E-07 9.52821 2451410 258.364 9488.19 0.608521 7.70713 243.803 0.972011 0.0488962 0.97324
5.0 4e-6 0.60e-6 1.09 1.09 5 0 1.16034E-05 0.00290086 0.0580172 0.000108475 4.19314E-07 9.34851 2384850 258.696 9218.72 0.617261 7.72414 244.935 0.971742 0.0492226 0.972988
5.0 4e-6 0.60e-6 1.095 1.095 5 0 1.21611E-05 0.00304028 0.0608057 0.000111544 4.30699E-07 9.17216 2321810 258.983 8965.08 0.625855 7.7411 246.069 0.97148 0.0495465 0.972743
5.0 4e-6 0.60e-6 1.1 1.1 5 0 1.27343E-05 0.00318357 0.0636714 0.000114599 4.42079E-07 8.99922 2262040 259.227 8726.11 0.6343 7.75801 247.203 0.971226 0.0498678 0.972505
5.0 4e-6 0.60e-6 1.105 1.105 5 0 1.33228E-05 0.0033307 0.0666141 0.000117637 4.53446E-07 8.82975 2205330 259.429 8500.72 0.642596 7.77485 248.339 0.970979 0.0501862 0.972275
5.0 4e-6 0.60e-6 1.11 1.11 5 0 1.39266E-05 0.00348166 0.0696331 0.000120657 4.64795E-07 8.66377 2151490 259.592 8287.95 0.650743 7.79164 249.475 0.970738 0.0505018 0.972051
5.0 4e-6 0.60e-6 1.115 1.115 5 0 1.45456E-05 0.00363641 0.0727281 0.000123657 4.76119E-07 8.50132 2100310 259.719 8086.89 0.658742 7.80835 250.612 0.970505 0.0508142 0.971834
5.0 4e-6 0.60e-6 1.12 1.12 5 0 1.51797E-05 0.00379492 0.0758984 0.000126635 4.87414E-07 8.34241 2051640 259.81 7896.7 0.666592 7.825 251.749 0.970278 0.0511236 0.971624
5.0 4e-6 0.60e-6 1.125 1.125 5 0 1.58287E-05 0.00395718 0.0791436 0.00012959 4.98675E-07 8.18703 2.00532E+06 259.869 7716.63 0.674295 7.84157 252.886 0.970057 0.0514297 0.97142
5.0 4e-6 0.60e-6 1.13 1.13 5 0 1.64926E-05 0.00412314 0.0824628 0.000132521 5.09896E-07 8.03519 1.96118E+06 259.898 7545.98 0.681853 7.85807 254.023 0.969843 0.0517326 0.971222
5.0 4e-6 0.60e-6 1.135 1.135 5 0 1.71711E-05 0.00429278 0.0858556 0.000135426 5.21074E-07 7.88686 1919110 259.898 7384.09 0.689267 7.8745 255.16 0.969636 0.0520321 0.971031
